#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2723661	2505559	91.99	4394	0.16	1617	0.06	17573	0.65	194518	7.14
Ecoli	2723661	2723658	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	2723661	2723661	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2723661	2723660	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	2723661	2694317	98.92	2	0.00	1	0.00	734	0.03	28607	1.05
Bacteria_24k	2723661	2618960	96.16	404	0.01	317	0.01	10381	0.38	93599	3.44
Protists_1k	2723661	2457270	90.22	13957	0.51	27984	1.03	6400	0.23	218050	8.01
Viruses	2723661	2607655	95.74	177	0.01	52	0.00	9923	0.36	105854	3.89
Fungi_RefSeq_release	2723661	2521776	92.58	2627	0.10	568	0.02	18713	0.69	179977	6.61
Coral	2723661	2598999	95.42	447	0.02	100	0.00	16855	0.62	107260	3.94
Bird	2723661	2566377	94.23	2004	0.07	325	0.01	20807	0.76	134148	4.93
Plant	2723661	2568385	94.29	719	0.03	162	0.01	15149	0.56	139246	5.11

%Hit_no_genomes: 89.43
