#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	11247113	10424611	92.69	18220	0.16	6718	0.06	69702	0.62	727862	6.47
Ecoli	11247113	11247106	100.00	0	0.00	0	0.00	1	0.00	6	0.00
PhiX	11247113	11247113	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	11247113	11247113	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	11247113	11155505	99.19	14	0.00	3	0.00	2701	0.02	88890	0.79
Bacteria_24k	11247113	10858034	96.54	1218	0.01	786	0.01	39297	0.35	347778	3.09
Protists_1k	11247113	10232113	90.97	56033	0.50	112067	1.00	24984	0.22	821916	7.31
Viruses	11247113	10818536	96.19	801	0.01	243	0.00	38533	0.34	389000	3.46
Fungi_RefSeq_release	11247113	10487755	93.25	10541	0.09	2384	0.02	73734	0.66	672699	5.98
Coral	11247113	10787487	95.92	2016	0.02	412	0.00	63523	0.56	393675	3.50
Bird	11247113	10664986	94.83	8183	0.07	1326	0.01	81502	0.72	491116	4.37
Plant	11247113	10673968	94.90	2875	0.03	628	0.01	56740	0.50	512902	4.56

%Hit_no_genomes: 90.21
