#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4832216	4463820	92.37	8063	0.17	2868	0.06	30782	0.64	326683	6.76
Ecoli	4832216	4832211	100.00	0	0.00	0	0.00	2	0.00	3	0.00
PhiX	4832216	4832216	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4832216	4832215	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	4832216	4784633	99.01	8	0.00	1	0.00	1291	0.03	46283	0.96
Bacteria_24k	4832216	4656860	96.37	572	0.01	368	0.01	17390	0.36	157026	3.25
Protists_1k	4832216	4380639	90.65	24684	0.51	48317	1.00	10979	0.23	367597	7.61
Viruses	4832216	4637995	95.98	337	0.01	129	0.00	17254	0.36	176501	3.65
Fungi_RefSeq_release	4832216	4492539	92.96	4647	0.10	937	0.02	32648	0.68	301445	6.24
Coral	4832216	4623395	95.67	822	0.02	319	0.01	28474	0.59	179206	3.71
Bird	4832216	4568986	94.55	3469	0.07	587	0.01	36120	0.75	223054	4.62
Plant	4832216	4572997	94.64	1206	0.02	262	0.01	25672	0.53	232079	4.80

%Hit_no_genomes: 89.87
