#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	81833055	74682986	91.26	133466	0.16	48240	0.06	540056	0.66	6428307	7.86
Ecoli	81833055	81833029	100.00	0	0.00	0	0.00	1	0.00	25	0.00
PhiX	81833055	81833055	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	81833055	81833048	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	81833055	80716656	98.64	170	0.00	24	0.00	24448	0.03	1091757	1.33
Bacteria_24k	81833055	78336698	95.72	7633	0.01	4334	0.01	323965	0.40	3160425	3.86
Protists_1k	81833055	73215881	89.46	415733	0.51	864624	1.06	187273	0.23	7149544	8.74
Viruses	81833055	77859004	95.15	5773	0.01	1706	0.00	313532	0.38	3653040	4.46
Fungi_RefSeq_release	81833055	75204569	91.91	75654	0.09	16889	0.02	575487	0.70	5960456	7.28
Coral	81833055	77707736	94.95	13912	0.02	5837	0.01	529125	0.65	3576445	4.37
Bird	81833055	76679307	93.70	59155	0.07	9401	0.01	643467	0.79	4441725	5.43
Plant	81833055	76599230	93.60	22251	0.03	5685	0.01	472332	0.58	4733557	5.78

%Hit_no_genomes: 88.69
