#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4209953	3870603	91.94	7190	0.17	2501	0.06	27985	0.66	301674	7.17
Ecoli	4209953	4209951	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	4209953	4209953	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4209953	4209952	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	4209953	4165426	98.94	5	0.00	2	0.00	1146	0.03	43374	1.03
Bacteria_24k	4209953	4046795	96.12	503	0.01	315	0.01	16236	0.39	146104	3.47
Protists_1k	4209953	3794855	90.13	22209	0.53	43649	1.04	9957	0.24	339283	8.06
Viruses	4209953	4029569	95.72	326	0.01	93	0.00	15272	0.36	164693	3.91
Fungi_RefSeq_release	4209953	3896686	92.55	4025	0.10	897	0.02	29431	0.70	278914	6.63
Coral	4209953	4017451	95.43	744	0.02	181	0.00	26098	0.62	165479	3.93
Bird	4209953	3966828	94.23	3080	0.07	521	0.01	33057	0.79	206467	4.90
Plant	4209953	3969762	94.29	1060	0.03	260	0.01	23175	0.55	215696	5.12

%Hit_no_genomes: 89.34
