#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5755557	5272997	91.62	9639	0.17	3517	0.06	38634	0.67	430770	7.48
Ecoli	5755557	5755552	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	5755557	5755557	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5755557	5755545	100.00	0	0.00	0	0.00	3	0.00	9	0.00
Vectors	5755557	5693886	98.93	10	0.00	2	0.00	1685	0.03	59974	1.04
Bacteria_24k	5755557	5522966	95.96	864	0.02	669	0.01	23196	0.40	207862	3.61
Protists_1k	5755557	5169344	89.81	30618	0.53	59354	1.03	14197	0.25	482044	8.38
Viruses	5755557	5495892	95.48	464	0.01	125	0.00	22743	0.40	236333	4.11
Fungi_RefSeq_release	5755557	5310684	92.27	5833	0.10	1237	0.02	41513	0.72	396290	6.89
Coral	5755557	5483099	95.27	1017	0.02	209	0.00	36896	0.64	234336	4.07
Bird	5755557	5409938	93.99	4604	0.08	674	0.01	48749	0.85	291592	5.07
Plant	5755557	5415107	94.08	1555	0.03	324	0.01	32914	0.57	305657	5.31

%Hit_no_genomes: 88.99
