#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	24929337	23035457	92.40	41145	0.17	14742	0.06	154483	0.62	1683510	6.75
Ecoli	24929337	24929294	100.00	0	0.00	0	0.00	0	0.00	43	0.00
PhiX	24929337	24929337	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	24929337	24929336	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	24929337	24695339	99.06	37	0.00	5	0.00	6397	0.03	227559	0.91
Bacteria_24k	24929337	24018096	96.35	2788	0.01	1875	0.01	88074	0.35	818504	3.28
Protists_1k	24929337	22608153	90.70	125595	0.50	247855	0.99	55586	0.22	1892148	7.59
Viruses	24929337	23914821	95.93	1960	0.01	424	0.00	89600	0.36	922532	3.70
Fungi_RefSeq_release	24929337	23179241	92.98	23539	0.09	4992	0.02	164541	0.66	1557024	6.25
Coral	24929337	23857430	95.69	4108	0.02	1466	0.01	144365	0.58	921968	3.70
Bird	24929337	23582720	94.60	18161	0.07	2972	0.01	184923	0.74	1140561	4.58
Plant	24929337	23590916	94.62	6418	0.03	1564	0.01	129488	0.52	1200951	4.82

%Hit_no_genomes: 89.91
