
PCAngsd v.1.10.
Jonas Meisner and Anders Albrechtsen.
Using 40 thread(s).

Parsing Beagle file.
Loaded 157946 sites and 81 individuals.
Estimating minor allele frequencies.
EM (MAF) converged at iteration: 11
Number of sites after MAF filtering (0.01): 6066

Estimating covariance matrix.
Using 2 principal components (manually selected).
Individual allele frequencies estimated (1).
Individual allele frequencies estimated (2). RMSE=0.009093813438220882
Individual allele frequencies estimated (3). RMSE=0.008162459642915365
Individual allele frequencies estimated (4). RMSE=0.007809392955714022
Individual allele frequencies estimated (5). RMSE=0.008012491242630437
Individual allele frequencies estimated (6). RMSE=0.007317020932576845
Individual allele frequencies estimated (7). RMSE=0.006004459217408204
Individual allele frequencies estimated (8). RMSE=0.004970632875921324
Individual allele frequencies estimated (9). RMSE=0.004349672488393617
Individual allele frequencies estimated (10). RMSE=0.003889582299418847
Individual allele frequencies estimated (11). RMSE=0.0035250772520354244
Individual allele frequencies estimated (12). RMSE=0.0032103786839235635
Individual allele frequencies estimated (13). RMSE=0.0029148537141174763
Individual allele frequencies estimated (14). RMSE=0.002661141671157231
Individual allele frequencies estimated (15). RMSE=0.0024049268719505035
Individual allele frequencies estimated (16). RMSE=0.002131202754515316
Individual allele frequencies estimated (17). RMSE=0.0018993655870441842
Individual allele frequencies estimated (18). RMSE=0.001702298837521238
Individual allele frequencies estimated (19). RMSE=0.0015383615872382325
Individual allele frequencies estimated (20). RMSE=0.0013578979001825037
Individual allele frequencies estimated (21). RMSE=0.00120192067277637
Individual allele frequencies estimated (22). RMSE=0.0010676242346972164
Individual allele frequencies estimated (23). RMSE=0.0009326847052600067
Individual allele frequencies estimated (24). RMSE=0.0007853230414728222
Individual allele frequencies estimated (25). RMSE=0.0006901607173461359
Individual allele frequencies estimated (26). RMSE=0.0006073303718907352
Individual allele frequencies estimated (27). RMSE=0.0005550014028358736
Individual allele frequencies estimated (28). RMSE=0.0005350051822585541
Individual allele frequencies estimated (29). RMSE=0.0005384125537045813
Individual allele frequencies estimated (30). RMSE=0.0005626801715729446
Individual allele frequencies estimated (31). RMSE=0.0006022302524871854
Individual allele frequencies estimated (32). RMSE=0.0006511777953030926
Individual allele frequencies estimated (33). RMSE=0.0007073323954769115
Individual allele frequencies estimated (34). RMSE=0.0007665415013491856
Individual allele frequencies estimated (35). RMSE=0.0008131079597537114
Individual allele frequencies estimated (36). RMSE=0.0008683104490931105
Individual allele frequencies estimated (37). RMSE=0.0009163401207107282
Individual allele frequencies estimated (38). RMSE=0.0009515678268140846
Individual allele frequencies estimated (39). RMSE=0.0009547285273294545
Individual allele frequencies estimated (40). RMSE=0.0009512893239354893
Individual allele frequencies estimated (41). RMSE=0.000970621156843833
Individual allele frequencies estimated (42). RMSE=0.0010028563937688536
Individual allele frequencies estimated (43). RMSE=0.0009312318395283834
Individual allele frequencies estimated (44). RMSE=0.0008983245693317042
Individual allele frequencies estimated (45). RMSE=0.0008855602629718792
Individual allele frequencies estimated (46). RMSE=0.0008741300112977702
Individual allele frequencies estimated (47). RMSE=0.0008586721504022144
Individual allele frequencies estimated (48). RMSE=0.000838413874694932
Individual allele frequencies estimated (49). RMSE=0.0008148591425522384
Individual allele frequencies estimated (50). RMSE=0.0007876809713004318
Individual allele frequencies estimated (51). RMSE=0.0007560409531048012
Individual allele frequencies estimated (52). RMSE=0.0007114067225961964
Individual allele frequencies estimated (53). RMSE=0.0007360270382990554
Individual allele frequencies estimated (54). RMSE=0.0006607186675975274
Individual allele frequencies estimated (55). RMSE=0.0006002184059081334
Individual allele frequencies estimated (56). RMSE=0.000573871786481825
Individual allele frequencies estimated (57). RMSE=0.0005800993750824323
Individual allele frequencies estimated (58). RMSE=0.0005723752323654999
Individual allele frequencies estimated (59). RMSE=0.0005258773743423321
Individual allele frequencies estimated (60). RMSE=0.0004990852910312881
Individual allele frequencies estimated (61). RMSE=0.0004812172939506771
Individual allele frequencies estimated (62). RMSE=0.00046312766032156053
Individual allele frequencies estimated (63). RMSE=0.000441171580634249
Individual allele frequencies estimated (64). RMSE=0.0004206718480000475
Individual allele frequencies estimated (65). RMSE=0.0003620397310550553
Individual allele frequencies estimated (66). RMSE=0.00032648433157972514
Individual allele frequencies estimated (67). RMSE=0.00029985015705370635
Individual allele frequencies estimated (68). RMSE=0.00027789145426808306
Individual allele frequencies estimated (69). RMSE=0.00025934528213763803
Individual allele frequencies estimated (70). RMSE=0.00024354394399389427
Individual allele frequencies estimated (71). RMSE=0.00022956118991253517
Individual allele frequencies estimated (72). RMSE=0.00021754048396178935
Individual allele frequencies estimated (73). RMSE=0.0002071856595018339
Individual allele frequencies estimated (74). RMSE=0.00019847074924712028
Individual allele frequencies estimated (75). RMSE=0.00019077591156331367
Individual allele frequencies estimated (76). RMSE=0.0001840794090740876
Individual allele frequencies estimated (77). RMSE=0.00017821066141627786
Individual allele frequencies estimated (78). RMSE=0.00017299867976165522
Individual allele frequencies estimated (79). RMSE=0.00016731318411595972
Individual allele frequencies estimated (80). RMSE=0.00016140608193407235
Individual allele frequencies estimated (81). RMSE=0.0001577731006582806
Individual allele frequencies estimated (82). RMSE=0.0001510832135766861
Individual allele frequencies estimated (83). RMSE=0.0001461145592285827
Individual allele frequencies estimated (84). RMSE=0.0001424120307698286
Individual allele frequencies estimated (85). RMSE=0.000139535867412355
Individual allele frequencies estimated (86). RMSE=0.0001370050523080651
Individual allele frequencies estimated (87). RMSE=0.00013492564292878967
Individual allele frequencies estimated (88). RMSE=0.00013300744095018615
Individual allele frequencies estimated (89). RMSE=0.00013157060755970872
Individual allele frequencies estimated (90). RMSE=0.00013000995259544723
Individual allele frequencies estimated (91). RMSE=0.00012897913524334133
Individual allele frequencies estimated (92). RMSE=0.00012558698654174805
Individual allele frequencies estimated (93). RMSE=0.00012322833265426353
Individual allele frequencies estimated (94). RMSE=0.0001215709133287962
Individual allele frequencies estimated (95). RMSE=0.00012034618754925488
Individual allele frequencies estimated (96). RMSE=0.00011936407917600796
Individual allele frequencies estimated (97). RMSE=0.0001184255758831984
Individual allele frequencies estimated (98). RMSE=0.00011759629732656494
Individual allele frequencies estimated (99). RMSE=0.00011682995794025589
Individual allele frequencies estimated (100). RMSE=0.00011612947871934712
Individual allele frequencies estimated (101). RMSE=0.00011558745733709321
Saved covariance matrix as ./PCAngsd_selection/out_PCAngsd_selection_minMaf0.01_e2.cov (Text).

Performing selection scan (FastPCA) for 2 PCs.
Saved test statistics as ./PCAngsd_selection/out_PCAngsd_selection_minMaf0.01_e2.selection.npy (Binary).

