
PCAngsd v.1.10.
Jonas Meisner and Anders Albrechtsen.
Using 40 thread(s).

Parsing Beagle file.
Loaded 79107 sites and 81 individuals.
Estimating minor allele frequencies.
EM (MAF) converged at iteration: 12
Number of sites after MAF filtering (0.05): 16591

Estimating covariance matrix.
Using 1 principal components (MAP test).
Individual allele frequencies estimated (1).
Individual allele frequencies estimated (2). RMSE=0.011802187553918065
Individual allele frequencies estimated (3). RMSE=0.008852356178569165
Individual allele frequencies estimated (4). RMSE=0.0073376733164311776
Individual allele frequencies estimated (5). RMSE=0.006339811959509403
Individual allele frequencies estimated (6). RMSE=0.005604323250788003
Individual allele frequencies estimated (7). RMSE=0.00504351525559777
Individual allele frequencies estimated (8). RMSE=0.00456032459594949
Individual allele frequencies estimated (9). RMSE=0.0041570023507471535
Individual allele frequencies estimated (10). RMSE=0.2221893384108962
Individual allele frequencies estimated (11). RMSE=0.0035292017904650958
Individual allele frequencies estimated (12). RMSE=0.003271017963207408
Individual allele frequencies estimated (13). RMSE=0.0030463092564133433
Individual allele frequencies estimated (14). RMSE=0.0028512528812035354
Individual allele frequencies estimated (15). RMSE=0.002677378182434192
Individual allele frequencies estimated (16). RMSE=0.002518620377057544
Individual allele frequencies estimated (17). RMSE=0.0023768568882244325
Individual allele frequencies estimated (18). RMSE=0.0022395580914975895
Individual allele frequencies estimated (19). RMSE=0.0021114772570124053
Individual allele frequencies estimated (20). RMSE=0.0020002971527941014
Individual allele frequencies estimated (21). RMSE=0.0018954690292939632
Individual allele frequencies estimated (22). RMSE=0.001813812271804758
Individual allele frequencies estimated (23). RMSE=0.0017257155086298735
Individual allele frequencies estimated (24). RMSE=0.0016481543728939663
Individual allele frequencies estimated (25). RMSE=0.0015817047203627412
Individual allele frequencies estimated (26). RMSE=0.0015224677192767178
Individual allele frequencies estimated (27). RMSE=0.0014690688878761105
Individual allele frequencies estimated (28). RMSE=0.0014152544527993903
Individual allele frequencies estimated (29). RMSE=0.00137091852266052
Individual allele frequencies estimated (30). RMSE=0.001334625978095443
Individual allele frequencies estimated (31). RMSE=0.0012994740391773733
Individual allele frequencies estimated (32). RMSE=0.0012665369411445494
Individual allele frequencies estimated (33). RMSE=0.001234859932644025
Individual allele frequencies estimated (34). RMSE=0.0012040280350705753
Individual allele frequencies estimated (35). RMSE=0.0011801695582818014
Individual allele frequencies estimated (36). RMSE=0.0011540823650876193
Individual allele frequencies estimated (37). RMSE=0.0011325433617282825
Individual allele frequencies estimated (38). RMSE=0.001116139052391067
Individual allele frequencies estimated (39). RMSE=0.0010989247950673245
Individual allele frequencies estimated (40). RMSE=0.0010820794724116234
Individual allele frequencies estimated (41). RMSE=0.001070182048080396
