Sample	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Par-ARag-001-Ex1-6G-lcwgs-2-1.clmp.fp2_repr.R1	745.0	2069.0	2321.0	2873.0	3542.0	4622.0	6084.0	7728.0	8451.0	9231.0	10933.0	12275.0	13899.0	16265.0	18113.0	20615.0	24325.0	27393.0	32037.0	36976.0	41386.0	45253.0	40310.0	139145.0	1441671.0
Par-ARag-001-Ex1-6G-lcwgs-2-1.clmp.fp2_repr.R2	1582.0	4360.0	4526.0	5041.0	5965.0	6741.0	8156.0	10021.0	10766.0	11465.0	12968.0	14574.0	16430.0	18848.0	21487.0	25021.0	30000.0	34319.0	39019.0	43882.0	48215.0	52043.0	41680.0	162708.0	1338445.0
Par-ARag-002-Ex1-6H-lcwgs-2-1.clmp.fp2_repr.R1	1022.0	3016.0	3796.0	5336.0	7148.0	10239.0	14310.0	19416.0	22953.0	26204.0	30218.0	33996.0	37198.0	41132.0	44315.0	48382.0	52167.0	56159.0	61013.0	64695.0	69532.0	74150.0	69652.0	170437.0	1595982.0
Par-ARag-002-Ex1-6H-lcwgs-2-1.clmp.fp2_repr.R2	1632.0	4497.0	5288.0	6648.0	8720.0	11693.0	15754.0	20986.0	24588.0	27746.0	31714.0	35572.0	39126.0	43251.0	46851.0	51794.0	56722.0	61455.0	65902.0	69809.0	74517.0	78468.0	70482.0	197212.0	1512041.0
Par-ARag-006-Ex1-7C-lcwgs-2-1.clmp.fp2_repr.R1	462.0	1377.0	1837.0	2464.0	3233.0	4551.0	6425.0	8579.0	10233.0	11947.0	13299.0	15167.0	16867.0	18474.0	20940.0	23863.0	26564.0	28743.0	31290.0	34316.0	36825.0	38888.0	36777.0	87545.0	834067.0
Par-ARag-006-Ex1-7C-lcwgs-2-1.clmp.fp2_repr.R2	866.0	2343.0	2607.0	3269.0	4125.0	5433.0	7187.0	9413.0	11170.0	12888.0	14188.0	16105.0	17958.0	19517.0	22252.0	25904.0	29134.0	31662.0	34488.0	37291.0	40051.0	41865.0	37208.0	101894.0	785915.0
Par-ARag-007-Ex1-7D-lcwgs-2-1.clmp.fp2_repr.R1	912.0	2788.0	3863.0	5359.0	7699.0	11283.0	15315.0	20272.0	23776.0	28125.0	32132.0	35481.0	39792.0	44217.0	48344.0	53494.0	58515.0	62499.0	66873.0	70761.0	75367.0	78167.0	73812.0	165192.0	1460890.0
Par-ARag-007-Ex1-7D-lcwgs-2-1.clmp.fp2_repr.R2	1467.0	4277.0	5063.0	6470.0	8896.0	12294.0	16499.0	21438.0	25222.0	29603.0	33451.0	36983.0	41544.0	45893.0	50469.0	56332.0	62263.0	66801.0	71201.0	75135.0	79294.0	81985.0	74459.0	180996.0	1396893.0
Par-ARag-008-Ex1-7E-lcwgs-2-1.clmp.fp2_repr.R1	479.0	1561.0	2170.0	3229.0	4820.0	7127.0	9834.0	13016.0	15535.0	17275.0	19483.0	20718.0	22483.0	24463.0	25861.0	28476.0	30529.0	32322.0	34020.0	35822.0	38003.0	39565.0	37826.0	77523.0	668541.0
Par-ARag-008-Ex1-7E-lcwgs-2-1.clmp.fp2_repr.R2	722.0	2237.0	2751.0	3822.0	5372.0	7576.0	10447.0	13619.0	16110.0	17926.0	20233.0	21378.0	23183.0	25191.0	26811.0	29810.0	32189.0	34307.0	35871.0	37819.0	40027.0	41290.0	38045.0	85753.0	638192.0
Par-ARag-009-Ex1-7F-lcwgs-2-1.clmp.fp2_repr.R1	588.0	1720.0	2329.0	3276.0	4569.0	6295.0	8268.0	10391.0	11802.0	13014.0	14389.0	15077.0	16421.0	17757.0	19171.0	21206.0	23001.0	24507.0	26859.0	29331.0	31670.0	33350.0	30982.0	76962.0	766155.0
Par-ARag-009-Ex1-7F-lcwgs-2-1.clmp.fp2_repr.R2	1039.0	2923.0	3319.0	4290.0	5561.0	7156.0	9196.0	11325.0	12881.0	14168.0	15449.0	16192.0	17595.0	19132.0	20787.0	23300.0	25834.0	27663.0	30133.0	32510.0	34600.0	36408.0	31415.0	89336.0	716878.0
Par-ARag-010-Ex1-7G-lcwgs-2-1.clmp.fp2_repr.R1	740.0	2202.0	2820.0	3820.0	5413.0	7462.0	10506.0	13170.0	15390.0	17387.0	19594.0	21763.0	23964.0	26615.0	29101.0	33093.0	36204.0	38829.0	41678.0	45236.0	48154.0	50590.0	47483.0	116008.0	1105653.0
Par-ARag-010-Ex1-7G-lcwgs-2-1.clmp.fp2_repr.R2	1251.0	3549.0	4066.0	5035.0	6830.0	8575.0	11626.0	14328.0	16701.0	18723.0	20952.0	23195.0	25435.0	28250.0	31202.0	35534.0	39677.0	43107.0	46204.0	49247.0	52439.0	54614.0	48119.0	133983.0	1040233.0
Par-ARag-011-Ex1-7H-lcwgs-2-1.clmp.fp2_repr.R1	856.0	2372.0	2997.0	4130.0	5752.0	7785.0	10785.0	14103.0	16083.0	17933.0	20363.0	22077.0	24619.0	27292.0	30063.0	33552.0	37041.0	40633.0	44508.0	48659.0	53065.0	56162.0	52482.0	134451.0	1330186.0
Par-ARag-011-Ex1-7H-lcwgs-2-1.clmp.fp2_repr.R2	1475.0	4203.0	4702.0	5700.0	7467.0	9418.0	12396.0	15614.0	17807.0	19631.0	21995.0	23659.0	26572.0	29208.0	32401.0	36892.0	41520.0	45861.0	49830.0	54242.0	57932.0	61079.0	53350.0	157561.0	1247434.0
Par-ARag-012-Ex1-8A-lcwgs-2-1.clmp.fp2_repr.R1	518.0	1566.0	2236.0	3487.0	5410.0	8331.0	12888.0	18143.0	21796.0	25014.0	28373.0	30883.0	33353.0	36001.0	38236.0	41340.0	43475.0	45546.0	47502.0	49377.0	50664.0	51292.0	47914.0	92084.0	718620.0
Par-ARag-012-Ex1-8A-lcwgs-2-1.clmp.fp2_repr.R2	747.0	2216.0	2807.0	4061.0	6011.0	8965.0	13579.0	18793.0	22566.0	25868.0	29019.0	31615.0	34215.0	36944.0	39501.0	42927.0	45508.0	48006.0	49766.0	51626.0	53018.0	53473.0	48163.0	100492.0	684163.0
Par-ARag-013-Ex1-8B-lcwgs-2-1.clmp.fp2_repr.R1	241.0	717.0	989.0	1404.0	1950.0	2873.0	4172.0	5788.0	7046.0	8020.0	9169.0	10193.0	11209.0	12517.0	13088.0	14572.0	15809.0	16612.0	17993.0	19338.0	20889.0	21982.0	20229.0	48360.0	437938.0
Par-ARag-013-Ex1-8B-lcwgs-2-1.clmp.fp2_repr.R2	496.0	1304.0	1508.0	1868.0	2467.0	3369.0	4702.0	6275.0	7567.0	8472.0	9714.0	10716.0	11752.0	13170.0	13939.0	15659.0	17243.0	18484.0	19589.0	21214.0	22446.0	23495.0	20539.0	54360.0	412750.0
Par-ARag-014-Ex1-8C-lcwgs-2-1.clmp.fp2_repr.R1	363.0	1104.0	1300.0	1833.0	2627.0	3956.0	5690.0	8028.0	9737.0	11303.0	13453.0	15266.0	17527.0	20205.0	22248.0	24945.0	27821.0	29808.0	32543.0	35006.0	37645.0	39549.0	37625.0	81691.0	746893.0
Par-ARag-014-Ex1-8C-lcwgs-2-1.clmp.fp2_repr.R2	727.0	1963.0	2130.0	2577.0	3398.0	4737.0	6483.0	8896.0	10538.0	12315.0	14447.0	16213.0	18584.0	21291.0	23585.0	26681.0	30326.0	32747.0	35426.0	37916.0	40409.0	42168.0	38066.0	95765.0	700778.0
Par-ARag-017-Ex1-8E-lcwgs-2-1.clmp.fp2_repr.R1	778.0	2122.0	2900.0	4164.0	5975.0	8581.0	12590.0	16092.0	18890.0	21052.0	23649.0	24917.0	26717.0	29241.0	31568.0	34444.0	37084.0	39181.0	42831.0	45651.0	49196.0	51045.0	47390.0	112901.0	1020061.0
Par-ARag-017-Ex1-8E-lcwgs-2-1.clmp.fp2_repr.R2	1328.0	3731.0	4372.0	5456.0	7425.0	9985.0	13872.0	17401.0	20341.0	22531.0	25061.0	26345.0	28330.0	31005.0	33750.0	37360.0	40926.0	43732.0	47097.0	49815.0	53450.0	54774.0	48047.0	127338.0	955548.0
Par-ARag-019-Ex1-8F-lcwgs-2-1.clmp.fp2_repr.R1	873.0	2521.0	2937.0	4026.0	5496.0	7675.0	10721.0	14505.0	16961.0	19366.0	22698.0	26100.0	29865.0	33649.0	38169.0	42945.0	48549.0	53434.0	59435.0	65236.0	71168.0	75611.0	71806.0	170523.0	1662954.0
Par-ARag-019-Ex1-8F-lcwgs-2-1.clmp.fp2_repr.R2	1613.0	4496.0	4857.0	5731.0	7276.0	9523.0	12558.0	16427.0	18952.0	21432.0	24822.0	28220.0	32171.0	36025.0	41336.0	46858.0	53730.0	59603.0	65663.0	71427.0	76911.0	80796.0	72675.0	199667.0	1564454.0
Par-ARag-020-Ex1-8G-lcwgs-2-1.clmp.fp2_repr.R1	506.0	1467.0	1800.0	2628.0	3340.0	4718.0	6532.0	8518.0	9966.0	11401.0	13102.0	14887.0	16564.0	18805.0	20861.0	23370.0	26105.0	28233.0	31111.0	34185.0	36444.0	39172.0	36580.0	94539.0	879185.0
Par-ARag-020-Ex1-8G-lcwgs-2-1.clmp.fp2_repr.R2	959.0	2489.0	2891.0	3533.0	4488.0	5656.0	7556.0	9589.0	11114.0	12606.0	14316.0	15941.0	17883.0	20245.0	22655.0	25811.0	29349.0	31855.0	34860.0	38056.0	40157.0	42911.0	37118.0	110144.0	821837.0
