Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_r1_screen	1067534	90740.0	8.5	58.0	0.0	0.0	0.0	6.0	0.0	6106.0	0.5700000000000001	73994.0	6.93	57278.0	5.37	14328.0	1.3399999999999999	29140.0	2.73	14227.0	1.3299999999999998	18355.0	1.72	14176.0	1.3199999999999998	902920	84.58
Sfa-ABas_001-Ex1-7A-lcwgs-1-3.clmp.fp2_r2_screen	1067534	90496.0	8.48	64.0	0.01	0.0	0.0	6.0	0.0	5992.0	0.56	73416.0	6.879999999999999	56665.0	5.31	14166.0	1.3199999999999998	28987.0	2.7199999999999998	14030.0	1.3099999999999998	18179.0	1.7	14112.0	1.3199999999999998	903667	84.65
Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_r1_screen	1003946	33910.0	3.37	35.0	0.0	0.0	0.0	10.0	0.0	7107.0	0.71	33340.0	3.31	40458.0	4.03	16113.0	1.6099999999999999	26356.0	2.62	15878.0	1.5799999999999998	20132.0	2.01	16765.0	1.67	939291	93.56
Sfa-ABas_002-Ex1-7D-lcwgs-1-3.clmp.fp2_r2_screen	1003946	34012.0	3.39	25.0	0.0	0.0	0.0	9.0	0.0	6911.0	0.6900000000000001	32963.0	3.29	40600.0	4.04	15949.0	1.58	26372.0	2.62	15861.0	1.5799999999999998	20171.0	2.02	16715.0	1.66	939392	93.57
Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_r1_screen	938824	29879.0	3.1799999999999997	31.0	0.0	0.0	0.0	8.0	0.0	4939.0	0.52	30922.0	3.3	34680.0	3.6999999999999997	10679.0	1.1400000000000001	21226.0	2.27	12244.0	1.3	15439.0	1.6400000000000001	12565.0	1.3299999999999998	876110	93.32
Sfa-ABas_003-Ex1-7G-lcwgs-1-3.clmp.fp2_r2_screen	938824	29861.0	3.1799999999999997	27.0	0.0	0.0	0.0	4.0	0.0	4899.0	0.52	30765.0	3.27	34408.0	3.6599999999999997	10745.0	1.13	21161.0	2.26	12197.0	1.3	15472.0	1.6600000000000001	12440.0	1.3199999999999998	876298	93.34
Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_r1_screen	5918	230.0	3.88	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.26	473.0	8.0	330.0	5.57	63.0	1.07	108.0	1.83	60.0	1.01	77.0	1.3	51.0	0.86	5200	87.87
Sfa-ABas_004-Ex1-8B-lcwgs-1-3.clmp.fp2_r2_screen	5918	231.0	3.9	0.0	0.0	0.0	0.0	1.0	0.02	19.0	0.32	507.0	8.57	342.0	5.77	65.0	1.1	116.0	1.9600000000000002	68.0	1.1500000000000001	78.0	1.33	59.0	0.99	5181	87.56
Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_r1_screen	3233	134.0	4.1499999999999995	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.34	244.0	7.5600000000000005	179.0	5.539999999999999	31.0	0.96	68.0	2.1	39.0	1.21	35.0	1.08	29.0	0.8999999999999999	2853	88.25
Sfa-ABas_005-Ex1-8E-lcwgs-1-3.clmp.fp2_r2_screen	3233	139.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.34	230.0	7.109999999999999	166.0	5.13	31.0	0.96	70.0	2.16	33.0	1.02	37.0	1.1500000000000001	31.0	0.96	2857	88.4
