Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Goy-APnd_001-Ex1-1A-lcwgs-1-T.1	Goy-APnd_001-Ex1-1A-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	672691.0	0.0	150.0	44.0	78.74538566146921	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_001-Ex1-1A-lcwgs-1-T.2	Goy-APnd_001-Ex1-1A-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	672691.0	0.0	150.0	44.0	80.31075601154579	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_002-Ex1-1B-lcwgs-1-T.1	Goy-APnd_002-Ex1-1B-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1744965.0	0.0	150.0	42.0	86.10221793196013	150.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_002-Ex1-1B-lcwgs-1-T.2	Goy-APnd_002-Ex1-1B-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1744965.0	0.0	150.0	42.0	86.97542782552651	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_003-Ex1-1C-lcwgs-1-T.1	Goy-APnd_003-Ex1-1C-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2903791.0	0.0	150.0	43.0	82.78886549504607	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_003-Ex1-1C-lcwgs-1-T.2	Goy-APnd_003-Ex1-1C-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2903791.0	0.0	150.0	43.0	83.79884840430105	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_004-Ex1-1D-lcwgs-1-T.1	Goy-APnd_004-Ex1-1D-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2359275.0	0.0	150.0	44.0	86.47282010186167	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_004-Ex1-1D-lcwgs-1-T.2	Goy-APnd_004-Ex1-1D-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2359275.0	0.0	150.0	44.0	87.14560689160994	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_005-Ex1-1E-lcwgs-1-T.1	Goy-APnd_005-Ex1-1E-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1050904.0	0.0	150.0	42.0	82.99269545587964	150.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_005-Ex1-1E-lcwgs-1-T.2	Goy-APnd_005-Ex1-1E-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1050904.0	0.0	150.0	42.0	84.18853733856261	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_006-Ex1-1F-lcwgs-1-T.1	Goy-APnd_006-Ex1-1F-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1795153.0	0.0	150.0	44.0	83.78638572545267	150.0	pass	fail	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_006-Ex1-1F-lcwgs-1-T.2	Goy-APnd_006-Ex1-1F-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1795153.0	0.0	150.0	44.0	84.75857800167103	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_007-Ex1-1G-lcwgs-1-T.1	Goy-APnd_007-Ex1-1G-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1528292.0	0.0	150.0	45.0	85.31441959845006	150.0	pass	fail	fail	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_007-Ex1-1G-lcwgs-1-T.2	Goy-APnd_007-Ex1-1G-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1528292.0	0.0	150.0	45.0	86.1342980243755	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_008-Ex1-1H-lcwgs-1-T.1	Goy-APnd_008-Ex1-1H-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	638761.0	0.0	150.0	46.0	84.85381871315151	150.0	pass	fail	fail	pass	warn	warn	pass	pass	pass	fail	fail
Goy-APnd_008-Ex1-1H-lcwgs-1-T.2	Goy-APnd_008-Ex1-1H-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	638761.0	0.0	150.0	45.0	85.55290044165199	150.0	pass	warn	pass	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_009-Ex1-2A-lcwgs-1-T.1	Goy-APnd_009-Ex1-2A-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	468539.0	0.0	150.0	43.0	87.43447137845529	150.0	pass	warn	fail	pass	pass	pass	pass	pass	pass	warn	fail
Goy-APnd_009-Ex1-2A-lcwgs-1-T.2	Goy-APnd_009-Ex1-2A-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	468539.0	0.0	150.0	43.0	88.19751568149303	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_010-Ex1-2B-lcwgs-1-T.1	Goy-APnd_010-Ex1-2B-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2016988.0	0.0	150.0	45.0	88.19288705912236	150.0	pass	fail	fail	pass	pass	pass	pass	pass	pass	warn	fail
Goy-APnd_010-Ex1-2B-lcwgs-1-T.2	Goy-APnd_010-Ex1-2B-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2016988.0	0.0	150.0	45.0	88.79540543854311	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_011-Ex1-2C-lcwgs-1-T.1	Goy-APnd_011-Ex1-2C-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1955691.0	0.0	150.0	44.0	84.15163562850219	150.0	pass	fail	fail	pass	pass	warn	pass	pass	pass	fail	fail
Goy-APnd_011-Ex1-2C-lcwgs-1-T.2	Goy-APnd_011-Ex1-2C-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1955691.0	0.0	150.0	44.0	85.07929330252519	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_012-Ex1-2D-lcwgs-1-T.1	Goy-APnd_012-Ex1-2D-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2119295.0	0.0	150.0	44.0	89.56874152350758	150.0	pass	fail	fail	pass	pass	pass	pass	pass	pass	warn	fail
Goy-APnd_012-Ex1-2D-lcwgs-1-T.2	Goy-APnd_012-Ex1-2D-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2119295.0	0.0	150.0	44.0	90.03560156164916	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_013-Ex1-2E-lcwgs-1-T.1	Goy-APnd_013-Ex1-2E-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	705816.0	0.0	150.0	45.0	78.75325288630772	150.0	pass	fail	fail	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_013-Ex1-2E-lcwgs-1-T.2	Goy-APnd_013-Ex1-2E-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	705816.0	0.0	150.0	45.0	79.73959335808759	150.0	pass	warn	pass	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_014-Ex1-2F-lcwgs-1-T.1	Goy-APnd_014-Ex1-2F-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2497568.0	0.0	150.0	45.0	80.30782702808925	150.0	pass	fail	fail	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_014-Ex1-2F-lcwgs-1-T.2	Goy-APnd_014-Ex1-2F-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2497568.0	0.0	150.0	45.0	81.1967089663551	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_015-Ex1-2G-lcwgs-1-T.1	Goy-APnd_015-Ex1-2G-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1891475.0	0.0	150.0	45.0	83.1789420560435	150.0	pass	fail	fail	pass	warn	warn	pass	pass	pass	fail	fail
Goy-APnd_015-Ex1-2G-lcwgs-1-T.2	Goy-APnd_015-Ex1-2G-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1891475.0	0.0	150.0	45.0	83.9052677504315	150.0	pass	warn	warn	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_016-Ex1-2H-lcwgs-1-T.1	Goy-APnd_016-Ex1-2H-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2079841.0	0.0	150.0	46.0	83.3377207834504	150.0	pass	fail	fail	pass	warn	warn	pass	pass	pass	fail	fail
Goy-APnd_016-Ex1-2H-lcwgs-1-T.2	Goy-APnd_016-Ex1-2H-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2079841.0	0.0	150.0	46.0	84.06772487523055	150.0	pass	fail	warn	pass	warn	pass	pass	pass	pass	fail	fail
Goy-APnd_017-Ex1-3A-lcwgs-1-T.1	Goy-APnd_017-Ex1-3A-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	996051.0	0.0	150.0	44.0	84.76424109982699	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_017-Ex1-3A-lcwgs-1-T.2	Goy-APnd_017-Ex1-3A-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	996051.0	0.0	150.0	44.0	85.63169901561724	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_018-Ex1-3B-lcwgs-1-T.1	Goy-APnd_018-Ex1-3B-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	646092.0	0.0	150.0	43.0	86.36426254666875	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_018-Ex1-3B-lcwgs-1-T.2	Goy-APnd_018-Ex1-3B-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	646092.0	0.0	150.0	42.0	87.13081294401773	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_019-Ex1-3C-lcwgs-1-T.1	Goy-APnd_019-Ex1-3C-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2298238.0	0.0	150.0	44.0	84.154030113623	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_019-Ex1-3C-lcwgs-1-T.2	Goy-APnd_019-Ex1-3C-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2298238.0	0.0	150.0	44.0	84.98585186389786	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_020-Ex1-3D-lcwgs-1-T.1	Goy-APnd_020-Ex1-3D-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2203499.0	0.0	150.0	43.0	89.48419598114619	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	pass	fail
Goy-APnd_020-Ex1-3D-lcwgs-1-T.2	Goy-APnd_020-Ex1-3D-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2203499.0	0.0	150.0	43.0	90.0040068935655	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	fail
Goy-APnd_021-Ex1-3E-lcwgs-1-T.1	Goy-APnd_021-Ex1-3E-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2310768.0	0.0	150.0	44.0	89.14315598758468	150.0	pass	warn	fail	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_021-Ex1-3E-lcwgs-1-T.2	Goy-APnd_021-Ex1-3E-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2310768.0	0.0	150.0	44.0	89.6259474035481	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Goy-APnd_022-Ex1-3F-lcwgs-1-T.1	Goy-APnd_022-Ex1-3F-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3277420.0	0.0	150.0	45.0	88.68518460580788	150.0	pass	fail	fail	pass	pass	warn	pass	pass	pass	warn	fail
