# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	163	237
+	129	289
+	123	272
+	89	209
+	165	205
+	238	80
+	63	86
+	208	149
+	112	245
+	213	114
+	116	281
+	211	117
+	99	268
+	118	260
+	156	228
+	106	302
+	239	83
+	121	265
+	193	157
+	228	92
+	171	234
+	126	261
+	179	192
+	209	143
+	117	302
+	186	185
+	83	179
+	91	231
+	67	120
+	247	81
+	102	275
+	225	118
+	206	149
+	109	304
+	108	263
+	73	129
+	136	268
+	133	302
+	145	271
+	185	162
+	178	176
+	98	257
+	94	238
+	159	237
+	174	213
+	78	164
+	150	275
+	93	239
+	187	184
+	60	59
+	170	236
+	113	276
+	217	124
+	101	257
+	132	305
+	251	65
+	198	148
+	92	208
+	202	118
+	138	279
+	168	222
+	242	81
+	143	281
+	66	111
+	246	91
+	81	208
+	176	175
+	183	172
+	119	305
+	139	279
+	110	289
+	137	262
+	236	86
+	181	174
+	160	248
+	95	233
+	71	134
+	134	244
+	195	174
+	259	63
+	161	241
+	100	274
+	76	163
+	194	180
+	177	219
+	147	275
+	164	222
+	241	80
+	86	210
+	172	205
+	166	223
+	77	191
+	80	235
+	153	286
+	79	172
+	104	282
+	84	205
+	230	94
+	75	159
+	235	92
+	207	153
+	140	280
+	224	123
+	105	275
+	157	260
+	97	276
+	204	151
+	57	58
+	154	238
+	52	26
+	131	303
+	142	271
+	151	279
+	144	277
+	155	256
+	222	107
+	148	254
+	234	88
+	218	131
+	122	292
+	167	192
+	226	98
+	88	210
+	196	165
+	250	87
+	152	277
+	240	87
+	85	206
+	111	294
+	124	304
+	120	278
+	220	146
+	221	115
+	188	177
+	173	217
+	127	296
+	68	131
+	190	152
+	237	84
+	214	129
+	205	151
+	107	273
+	175	200
+	64	93
+	115	300
+	201	140
+	189	183
+	182	172
+	233	104
+	114	287
+	253	60
+	130	277
+	258	73
+	215	144
+	249	85
+	70	124
+	146	281
+	128	277
+	56	38
+	248	82
+	191	141
+	82	172
+	162	227
+	257	82
+	216	129
+	169	196
+	229	104
+	59	74
+	199	161
+	65	104
+	125	262
+	135	283
+	200	164
+	141	281
+	180	161
+	103	275
+	227	109
+	87	208
+	212	108
+	149	243
+	54	42
+	244	90
+	74	150
+	96	244
+	192	143
+	184	173
+	210	124
+	254	92
+	47	16
+	90	206
+	256	80
+	255	85
+	55	27
+	53	33
+	203	130
+	197	143
+	219	131
+	252	94
+	58	54
+	245	86
+	243	76
+	158	237
+	62	77
+	43	16
+	69	139
+	223	126
+	72	151
+	232	123
+	50	24
+	39	7
+	61	62
+	45	15
+	46	11
+	231	105
+	33	3
+	36	4
+	30	3
+	260	1
+	48	18
+	38	5
+	49	15
+	40	3
+	26	1
+	44	14
+	34	4
+	37	3
+	51	16
+	41	4
+	42	6
+	35	3
+	261	1
+	29	1
+	25	1
-	102	239
-	116	267
-	168	212
-	94	250
-	75	168
-	120	297
-	247	78
-	90	210
-	126	293
-	197	169
-	85	232
-	207	125
-	149	290
-	121	305
-	112	253
-	138	261
-	130	279
-	244	88
-	95	240
-	43	9
-	258	81
-	136	280
-	181	197
-	190	156
-	81	170
-	139	296
-	79	191
-	163	223
-	129	307
-	250	79
-	137	274
-	78	167
-	212	132
-	200	150
-	202	140
-	174	185
-	165	221
-	141	243
-	142	273
-	98	260
-	106	279
-	257	79
-	151	262
-	105	301
-	222	97
-	148	253
-	172	198
-	204	149
-	111	271
-	107	243
-	177	208
-	173	213
-	86	240
-	96	253
-	150	259
-	229	105
-	183	174
-	66	108
-	87	223
-	131	309
-	70	121
-	180	188
-	110	261
-	97	270
-	162	217
-	195	144
-	175	195
-	82	188
-	69	117
-	187	215
-	127	260
-	220	102
-	125	293
-	236	92
-	71	152
-	235	95
-	245	85
-	208	124
-	119	278
-	146	291
-	132	245
-	76	163
-	45	13
-	194	147
-	60	70
-	108	287
-	67	101
-	179	187
-	114	300
-	218	135
-	237	75
-	74	162
-	147	293
-	191	148
-	164	247
-	117	314
-	178	188
-	198	179
-	246	104
-	171	214
-	161	229
-	88	204
-	210	133
-	238	85
-	93	235
-	170	219
-	209	152
-	251	70
-	201	137
-	128	275
-	145	267
-	219	119
-	134	286
-	140	251
-	118	266
-	135	284
-	155	248
-	123	294
-	156	255
-	153	250
-	91	244
-	176	189
-	58	50
-	184	191
-	113	290
-	213	146
-	166	209
-	144	240
-	133	249
-	226	118
-	193	165
-	206	147
-	77	141
-	228	90
-	185	200
-	143	269
-	186	171
-	64	97
-	63	105
-	89	221
-	124	271
-	205	140
-	109	300
-	72	162
-	214	115
-	158	231
-	196	140
-	152	268
-	51	35
-	83	180
-	92	253
-	122	302
-	159	233
-	249	91
-	160	251
-	103	260
-	211	116
-	154	241
-	240	94
-	216	139
-	167	248
-	104	277
-	252	93
-	215	139
-	253	85
-	157	224
-	225	111
-	100	260
-	239	89
-	68	117
-	115	272
-	192	171
-	53	25
-	99	262
-	73	154
-	203	150
-	259	67
-	254	67
-	242	67
-	65	87
-	80	210
-	62	89
-	221	101
-	55	38
-	182	194
-	169	210
-	188	167
-	224	108
-	233	91
-	189	182
-	56	42
-	234	106
-	227	110
-	230	100
-	243	90
-	199	126
-	61	58
-	84	208
-	223	111
-	217	131
-	101	303
-	50	27
-	256	75
-	52	23
-	248	83
-	255	80
-	48	16
-	57	38
-	231	96
-	38	6
-	241	84
-	59	69
-	44	12
-	49	18
-	232	85
-	54	30
-	40	7
-	42	11
-	47	11
-	46	18
-	37	5
-	33	3
-	36	2
-	41	7
-	30	3
-	39	6
-	260	1
-	35	1
-	31	1
-	32	1
-	29	1
