pos	5pC>T
1	0.0100161833530158
2	0.00788989217147366
3	0.00849238312029417
4	0.00793616375384882
5	0.00722618840327355
6	0.00794132963027252
7	0.00713912589239074
8	0.00666407027565018
9	0.00710440384785103
10	0.00732377174244736
11	0.00704996277969961
12	0.0080017490161784
13	0.00713652482269504
14	0.00595445062586926
15	0.00696464780040554
16	0.00720173535791757
17	0.00661584297230985
18	0.00739203734924134
19	0.0068030158592599
20	0.00693505473895407
21	0.0077591147555438
22	0.00760955129887169
23	0.00693316951160648
24	0.00719173604149414
25	0.00725625577202164
