Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
GotPopAL11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	932549	73565.0	7.89	0.0	0.0	0.0	0.0	1.0	0.0	9334.0	1.01	35337.0	3.78	89662.0	9.61	39394.0	4.22	67739.0	7.27	42024.0	4.51	52951.0	5.680000000000001	51882.0	5.57	835004	89.54
GotPopAL11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	932549	73759.0	7.9	0.0	0.0	0.0	0.0	0.0	0.0	9300.0	1.0	35473.0	3.8000000000000003	90213.0	9.68	39132.0	4.2	67876.0	7.279999999999999	42022.0	4.51	52802.0	5.6499999999999995	51754.0	5.550000000000001	834724	89.51
GotPopAL12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	4114520	320966.0	7.8	1.0	0.0	0.0	0.0	4.0	0.0	42044.0	1.02	153441.0	3.73	392922.0	9.55	170342.0	4.14	297527.0	7.239999999999999	184658.0	4.49	230873.0	5.61	228474.0	5.5600000000000005	3688255	89.64
GotPopAL12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	4114520	322522.0	7.84	1.0	0.0	0.0	0.0	0.0	0.0	43167.0	1.05	154964.0	3.77	394721.0	9.59	171544.0	4.17	298615.0	7.26	185867.0	4.52	232397.0	5.64	230142.0	5.6	3686609	89.6
GotPopAL13_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	8755170	672548.0	7.680000000000001	7.0	0.0	0.0	0.0	3.0	0.0	80568.0	0.92	323129.0	3.69	822246.0	9.39	360684.0	4.12	620186.0	7.09	375400.0	4.29	475737.0	5.44	473229.0	5.42	7863018	89.81
GotPopAL13_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	8755170	678450.0	7.75	13.0	0.0	0.0	0.0	0.0	0.0	81985.0	0.9400000000000001	325981.0	3.73	830607.0	9.49	364133.0	4.16	626341.0	7.15	379940.0	4.34	480447.0	5.48	477548.0	5.46	7856014	89.73
GotPopAL14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	5015805	386994.0	7.71	2.0	0.0	0.0	0.0	1.0	0.0	47426.0	0.9500000000000001	183627.0	3.65	474979.0	9.48	205469.0	4.09	356639.0	7.109999999999999	220102.0	4.3999999999999995	274726.0	5.470000000000001	272257.0	5.44	4500180	89.72
GotPopAL14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	5015805	389122.0	7.7700000000000005	4.0	0.0	0.0	0.0	0.0	0.0	48688.0	0.97	186069.0	3.6999999999999997	478357.0	9.54	207613.0	4.140000000000001	359629.0	7.17	222674.0	4.4399999999999995	276768.0	5.510000000000001	274347.0	5.48	4497170	89.66
GotPopAL15_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	3227362	240331.0	7.4399999999999995	1.0	0.0	0.0	0.0	7.0	0.0	30881.0	0.9600000000000001	114326.0	3.54	295384.0	9.15	126203.0	3.92	222279.0	6.89	138368.0	4.29	172780.0	5.3500000000000005	169845.0	5.27	2905916	90.04
GotPopAL15_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	3227362	240543.0	7.46	1.0	0.0	0.0	0.0	1.0	0.0	31009.0	0.9600000000000001	114861.0	3.56	295486.0	9.15	126119.0	3.91	222694.0	6.890000000000001	138486.0	4.3	172787.0	5.3500000000000005	170096.0	5.279999999999999	2906239	90.05
GotPopAL16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	6834752	533026.0	7.8	9.0	0.0	0.0	0.0	5.0	0.0	65976.0	0.97	257657.0	3.77	649723.0	9.5	285966.0	4.18	490802.0	7.1899999999999995	299786.0	4.39	380013.0	5.56	375473.0	5.5	6130089	89.69
GotPopAL16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	6834752	538251.0	7.88	3.0	0.0	0.0	0.0	3.0	0.0	67618.0	0.99	260429.0	3.81	655870.0	9.6	289341.0	4.24	495308.0	7.24	303935.0	4.45	383304.0	5.61	379426.0	5.5600000000000005	6124621	89.61
GotPopAL17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	8923351	684360.0	7.67	3.0	0.0	0.0	0.0	3.0	0.0	84190.0	0.9500000000000001	326163.0	3.66	837147.0	9.38	362479.0	4.0600000000000005	632818.0	7.09	387077.0	4.34	489403.0	5.47	485114.0	5.45	8016738	89.84
