Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Sob-APnd_072-Ex1-12F-lcwgs-1-T.clmp.fp2_r2_screen	14408.0	18152.0	2302.0	1680.0	977.0	218.0	193.0	59.0	3.0	0.0	78410.0	1590368.0
Sob-APnd_073-Ex1-1G-lcwgs-1-T.clmp.fp2_r1_screen	13581.0	2575.0	499.0	207.0	166.0	40.0	30.0	12.0	0.0	0.0	12658.0	279019.0
Sob-APnd_073-Ex1-1G-lcwgs-1-T.clmp.fp2_r2_screen	13468.0	2580.0	500.0	219.0	138.0	45.0	27.0	12.0	1.0	0.0	12623.0	279174.0
Sob-APnd_074-Ex1-2G-lcwgs-1-T.clmp.fp2_r1_screen	272.0	235.0	108.0	29.0	16.0	5.0	6.0	1.0	0.0	0.0	1188.0	28419.0
Sob-APnd_074-Ex1-2G-lcwgs-1-T.clmp.fp2_r2_screen	281.0	238.0	108.0	26.0	16.0	2.0	5.0	2.0	1.0	0.0	1172.0	28428.0
Sob-APnd_075-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	962.0	1010.0	171.0	99.0	56.0	11.0	13.0	6.0	1.0	0.0	3979.0	120353.0
Sob-APnd_075-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	929.0	1042.0	169.0	97.0	62.0	16.0	8.0	1.0	0.0	0.0	3921.0	120416.0
Sob-APnd_076-Ex1-4G-lcwgs-1-T.clmp.fp2_r1_screen	804.0	369.0	51.0	40.0	26.0	4.0	3.0	2.0	0.0	0.0	1308.0	38244.0
Sob-APnd_076-Ex1-4G-lcwgs-1-T.clmp.fp2_r2_screen	778.0	360.0	55.0	45.0	24.0	3.0	4.0	1.0	0.0	0.0	1333.0	38248.0
Sob-APnd_077-Ex1-6G-lcwgs-1-T.clmp.fp2_r1_screen	1034.0	704.0	91.0	62.0	38.0	7.0	11.0	2.0	0.0	0.0	2397.0	75681.0
Sob-APnd_077-Ex1-6G-lcwgs-1-T.clmp.fp2_r2_screen	1028.0	655.0	118.0	55.0	39.0	6.0	8.0	2.0	0.0	0.0	2403.0	75713.0
Sob-APnd_078-Ex1-5G-lcwgs-1-T.clmp.fp2_r1_screen	3203.0	278.0	36.0	11.0	16.0	1.0	3.0	1.0	0.0	0.0	1620.0	18270.0
Sob-APnd_078-Ex1-5G-lcwgs-1-T.clmp.fp2_r2_screen	3217.0	292.0	36.0	18.0	13.0	1.0	2.0	1.0	0.0	0.0	1547.0	18312.0
Sob-APnd_079-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	11672.0	12318.0	1891.0	1267.0	940.0	170.0	194.0	61.0	1.0	0.0	44856.0	1698844.0
Sob-APnd_079-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	11502.0	12665.0	1950.0	1255.0	969.0	188.0	189.0	49.0	2.0	0.0	44424.0	1699021.0
Sob-APnd_080-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	9797.0	6193.0	965.0	549.0	365.0	79.0	95.0	26.0	0.0	0.0	22546.0	647774.0
Sob-APnd_080-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	9758.0	6223.0	1012.0	562.0	364.0	112.0	92.0	21.0	1.0	0.0	22539.0	647705.0
Sob-APnd_081-Ex1-9G-lcwgs-1-T.clmp.fp2_r1_screen	7700.0	2374.0	304.0	166.0	110.0	33.0	31.0	10.0	1.0	0.0	8904.0	193297.0
Sob-APnd_081-Ex1-9G-lcwgs-1-T.clmp.fp2_r2_screen	7742.0	2390.0	267.0	169.0	124.0	27.0	24.0	10.0	0.0	0.0	8731.0	193446.0
Sob-APnd_082-Ex1-10G-lcwgs-1-T.clmp.fp2_r1_screen	1198.0	2671.0	459.0	249.0	236.0	51.0	39.0	14.0	0.0	0.0	9593.0	342864.0
Sob-APnd_082-Ex1-10G-lcwgs-1-T.clmp.fp2_r2_screen	1199.0	2629.0	462.0	271.0	204.0	45.0	36.0	10.0	2.0	0.0	9545.0	342971.0
Sob-APnd_083-Ex1-11G-lcwgs-1-T.clmp.fp2_r1_screen	31369.0	11241.0	1285.0	941.0	511.0	131.0	120.0	30.0	1.0	0.0	42176.0	853290.0
Sob-APnd_083-Ex1-11G-lcwgs-1-T.clmp.fp2_r2_screen	31213.0	11180.0	1270.0	915.0	500.0	121.0	128.0	30.0	0.0	0.0	41977.0	853761.0
Sob-APnd_084-Ex1-12G-lcwgs-1-T.clmp.fp2_r1_screen	1931.0	5866.0	900.0	581.0	438.0	90.0	84.0	34.0	3.0	0.0	30113.0	617424.0
Sob-APnd_084-Ex1-12G-lcwgs-1-T.clmp.fp2_r2_screen	1931.0	5981.0	918.0	579.0	395.0	80.0	77.0	25.0	3.0	0.0	29985.0	617490.0
Sob-APnd_085-Ex1-1H-lcwgs-1-T.clmp.fp2_r1_screen	1977.0	992.0	185.0	101.0	76.0	14.0	14.0	3.0	1.0	0.0	4693.0	103515.0
Sob-APnd_085-Ex1-1H-lcwgs-1-T.clmp.fp2_r2_screen	1958.0	989.0	183.0	104.0	72.0	12.0	12.0	2.0	1.0	0.0	4678.0	103560.0
Sob-APnd_086-Ex1-2H-lcwgs-1-T.clmp.fp2_r1_screen	10444.0	1909.0	318.0	151.0	92.0	20.0	25.0	5.0	2.0	0.0	8661.0	134186.0
Sob-APnd_086-Ex1-2H-lcwgs-1-T.clmp.fp2_r2_screen	10430.0	1937.0	313.0	164.0	91.0	24.0	24.0	6.0	1.0	0.0	8528.0	134295.0
Sob-APnd_087-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	24994.0	4930.0	1203.0	477.0	291.0	67.0	52.0	20.0	1.0	0.0	23025.0	400731.0
Sob-APnd_087-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	25003.0	5031.0	1185.0	459.0	254.0	55.0	58.0	21.0	1.0	0.0	22674.0	401050.0
Sob-APnd_088-Ex1-4H-lcwgs-1-T.clmp.fp2_r1_screen	844082.0	73513.0	17234.0	3545.0	1676.0	505.0	442.0	202.0	4.0	0.0	369398.0	2867278.0
Sob-APnd_088-Ex1-4H-lcwgs-1-T.clmp.fp2_r2_screen	842050.0	74067.0	17280.0	3561.0	1739.0	500.0	450.0	196.0	4.0	0.0	363652.0	2874380.0
Sob-APnd_089-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	14906.0	1569.0	205.0	106.0	47.0	15.0	18.0	11.0	0.0	0.0	7789.0	98540.0
Sob-APnd_089-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	14812.0	1585.0	193.0	101.0	55.0	13.0	11.0	9.0	0.0	0.0	7727.0	98700.0
Sob-APnd_090-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	11061.0	2194.0	290.0	165.0	96.0	28.0	24.0	7.0	0.0	0.0	8944.0	182669.0
Sob-APnd_090-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	11143.0	2181.0	325.0	178.0	98.0	22.0	23.0	12.0	2.0	0.0	8681.0	182813.0
Sob-APnd_091-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	9374.0	6986.0	1064.0	686.0	462.0	97.0	127.0	28.0	1.0	0.0	25040.0	802934.0
Sob-APnd_091-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	9355.0	6907.0	984.0	706.0	454.0	103.0	112.0	28.0	1.0	0.0	25045.0	803104.0
Sob-APnd_092-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	6165.0	19013.0	3235.0	2063.0	1320.0	361.0	345.0	104.0	21.0	0.0	63596.0	2173173.0
Sob-APnd_092-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	6144.0	19035.0	3164.0	2079.0	1298.0	356.0	311.0	86.0	6.0	0.0	63290.0	2173627.0
Sob-APnd_093-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	6426.0	16414.0	3139.0	1700.0	1166.0	283.0	238.0	54.0	9.0	0.0	61722.0	2110549.0
Sob-APnd_093-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	6228.0	16804.0	3033.0	1729.0	1184.0	303.0	235.0	56.0	6.0	0.0	61133.0	2110989.0
Sob-APnd_094-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	2263.0	2304.0	523.0	245.0	173.0	35.0	38.0	11.0	1.0	0.0	10411.0	305356.0
Sob-APnd_094-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	2298.0	2327.0	509.0	259.0	172.0	43.0	34.0	10.0	3.0	0.0	10413.0	305292.0
Sob-APnd_095-Ex1-11H-lcwgs-1-T.clmp.fp2_r1_screen	2204.0	855.0	401.0	83.0	55.0	14.0	8.0	4.0	0.0	0.0	5659.0	91617.0
Sob-APnd_095-Ex1-11H-lcwgs-1-T.clmp.fp2_r2_screen	2157.0	898.0	398.0	97.0	52.0	13.0	8.0	2.0	0.0	0.0	5578.0	91697.0
Sob-APnd_096-Ex1-12H-lcwgs-1-T.clmp.fp2_r1_screen	1976.0	4969.0	776.0	525.0	380.0	68.0	60.0	20.0	1.0	0.0	23014.0	618274.0
Sob-APnd_096-Ex1-12H-lcwgs-1-T.clmp.fp2_r2_screen	1975.0	4971.0	770.0	520.0	363.0	63.0	62.0	27.0	0.0	0.0	22778.0	618534.0
Sob-CPnd_001-Ex1-12B-lcwgs-1-T.clmp.fp2_r1_screen	58.0	971.0	153.0	99.0	83.0	24.0	12.0	9.0	0.0	0.0	3869.0	97799.0
Sob-CPnd_001-Ex1-12B-lcwgs-1-T.clmp.fp2_r2_screen	52.0	948.0	151.0	106.0	84.0	16.0	15.0	5.0	0.0	0.0	3922.0	97778.0
Sob-CPnd_002-Ex1-12E-lcwgs-1-T.clmp.fp2_r1_screen	95.0	2161.0	232.0	162.0	117.0	23.0	26.0	4.0	0.0	0.0	10307.0	124608.0
Sob-CPnd_002-Ex1-12E-lcwgs-1-T.clmp.fp2_r2_screen	99.0	2043.0	270.0	177.0	99.0	32.0	26.0	12.0	1.0	0.0	10395.0	124581.0
Sob-CPnd_003-Ex1-2D-lcwgs-1-T.clmp.fp2_r1_screen	535.0	11143.0	1306.0	1078.0	656.0	202.0	123.0	51.0	3.0	0.0	53149.0	740348.0
Sob-CPnd_003-Ex1-2D-lcwgs-1-T.clmp.fp2_r2_screen	558.0	11081.0	1307.0	1044.0	623.0	143.0	109.0	58.0	2.0	0.0	52755.0	740914.0
Sob-CPnd_004-Ex1-12D-lcwgs-1-T.clmp.fp2_r1_screen	717.0	21057.0	2820.0	1961.0	1362.0	344.0	237.0	136.0	5.0	0.0	96429.0	1567324.0
Sob-CPnd_004-Ex1-12D-lcwgs-1-T.clmp.fp2_r2_screen	759.0	21110.0	2727.0	1946.0	1364.0	350.0	219.0	88.0	5.0	0.0	95485.0	1568339.0
Sob-CPnd_005-Ex1-10D-lcwgs-1-T.clmp.fp2_r1_screen	48.0	560.0	94.0	41.0	46.0	8.0	8.0	4.0	1.0	0.0	2105.0	48392.0
Sob-CPnd_005-Ex1-10D-lcwgs-1-T.clmp.fp2_r2_screen	53.0	560.0	78.0	49.0	32.0	15.0	9.0	2.0	0.0	0.0	2101.0	48408.0
Sob-CPnd_006-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	987.0	498.0	66.0	41.0	33.0	6.0	4.0	4.0	0.0	0.0	1962.0	38612.0
Sob-CPnd_006-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	993.0	502.0	80.0	39.0	33.0	7.0	4.0	6.0	0.0	0.0	1941.0	38608.0
Sob-CPnd_009-Ex1-11E-lcwgs-1-T.clmp.fp2_r1_screen	213.0	793.0	103.0	69.0	66.0	12.0	8.0	2.0	0.0	0.0	3839.0	52709.0
Sob-CPnd_009-Ex1-11E-lcwgs-1-T.clmp.fp2_r2_screen	213.0	776.0	122.0	48.0	40.0	13.0	8.0	5.0	0.0	0.0	3817.0	52772.0
Sob-CPnd_010-Ex1-12A-lcwgs-1-T.clmp.fp2_r1_screen	27.0	145.0	15.0	14.0	14.0	3.0	1.0	0.0	0.0	0.0	669.0	13759.0
Sob-CPnd_010-Ex1-12A-lcwgs-1-T.clmp.fp2_r2_screen	29.0	145.0	13.0	19.0	13.0	1.0	2.0	0.0	0.0	0.0	641.0	13784.0
Sob-CPnd_011-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	2988.0	14985.0	2582.0	1486.0	1376.0	262.0	192.0	115.0	2.0	0.0	64005.0	1411021.0
Sob-CPnd_011-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	2977.0	14891.0	2452.0	1461.0	1280.0	259.0	189.0	109.0	10.0	0.0	62566.0	1412820.0
Sob-CPnd_012-Ex1-1C-lcwgs-1-T.clmp.fp2_r1_screen	40.0	247.0	42.0	25.0	20.0	7.0	3.0	2.0	0.0	0.0	1158.0	24132.0
Sob-CPnd_012-Ex1-1C-lcwgs-1-T.clmp.fp2_r2_screen	35.0	276.0	43.0	29.0	13.0	7.0	4.0	2.0	0.0	0.0	1104.0	24163.0
Sob-CPnd_013-Ex1-1D-lcwgs-1-T.clmp.fp2_r1_screen	471.0	2373.0	389.0	218.0	220.0	28.0	30.0	11.0	0.0	0.0	9403.0	237666.0
Sob-CPnd_013-Ex1-1D-lcwgs-1-T.clmp.fp2_r2_screen	472.0	2433.0	405.0	208.0	201.0	43.0	23.0	23.0	3.0	0.0	9181.0	237817.0
Sob-CPnd_014-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	208.0	1379.0	206.0	136.0	116.0	26.0	15.0	8.0	0.0	0.0	5505.0	125236.0
Sob-CPnd_014-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	205.0	1360.0	231.0	121.0	110.0	23.0	13.0	12.0	0.0	0.0	5471.0	125289.0
Sob-CPnd_015-Ex1-1E-lcwgs-1-T.clmp.fp2_r1_screen	1144.0	30109.0	3495.0	2871.0	1509.0	479.0	371.0	128.0	4.0	0.0	141385.0	1953730.0
Sob-CPnd_015-Ex1-1E-lcwgs-1-T.clmp.fp2_r2_screen	1150.0	30733.0	3446.0	2889.0	1495.0	446.0	330.0	142.0	9.0	0.0	141068.0	1953517.0
Sob-CPnd_017-Ex1-10A-lcwgs-1-T.clmp.fp2_r1_screen	59.0	1302.0	196.0	126.0	118.0	25.0	18.0	3.0	0.0	0.0	5135.0	122297.0
Sob-CPnd_017-Ex1-10A-lcwgs-1-T.clmp.fp2_r2_screen	60.0	1268.0	191.0	108.0	95.0	28.0	22.0	16.0	0.0	0.0	5116.0	122375.0
Sob-CPnd_018-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	3529.0	108657.0	14118.0	10666.0	7155.0	1821.0	1421.0	506.0	37.0	0.0	524492.0	7753686.0
Sob-CPnd_018-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	3537.0	110494.0	13974.0	10393.0	6913.0	1699.0	1240.0	486.0	34.0	0.0	519419.0	7757899.0
Sob-CPnd_019-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	195.0	1252.0	207.0	117.0	121.0	34.0	13.0	12.0	0.0	0.0	5049.0	114527.0
Sob-CPnd_019-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	166.0	1315.0	199.0	123.0	119.0	25.0	18.0	6.0	2.0	0.0	4979.0	114575.0
Sob-CPnd_021-Ex1-12G-lcwgs-1-T.clmp.fp2_r1_screen	38.0	712.0	129.0	81.0	64.0	20.0	10.0	11.0	0.0	0.0	3034.0	68834.0
Sob-CPnd_021-Ex1-12G-lcwgs-1-T.clmp.fp2_r2_screen	43.0	772.0	108.0	72.0	55.0	16.0	10.0	10.0	0.0	0.0	3006.0	68841.0
Sob-CPnd_022-Ex1-11H-lcwgs-1-T.clmp.fp2_r1_screen	625.0	1500.0	190.0	137.0	84.0	18.0	15.0	7.0	0.0	0.0	7570.0	94336.0
Sob-CPnd_022-Ex1-11H-lcwgs-1-T.clmp.fp2_r2_screen	645.0	1563.0	189.0	124.0	64.0	18.0	16.0	14.0	0.0	0.0	7554.0	94295.0
Sob-CPnd_023-Ex1-9E-lcwgs-1-T.clmp.fp2_r1_screen	294.0	324.0	76.0	32.0	34.0	4.0	3.0	1.0	0.0	0.0	1338.0	28545.0
Sob-CPnd_023-Ex1-9E-lcwgs-1-T.clmp.fp2_r2_screen	294.0	330.0	68.0	25.0	20.0	4.0	4.0	0.0	0.0	0.0	1324.0	28582.0
Sob-CPnd_024-Ex1-12C-lcwgs-1-T.clmp.fp2_r1_screen	143.0	2352.0	355.0	193.0	191.0	27.0	36.0	14.0	0.0	0.0	8624.0	218012.0
Sob-CPnd_024-Ex1-12C-lcwgs-1-T.clmp.fp2_r2_screen	122.0	2272.0	353.0	219.0	181.0	34.0	17.0	12.0	0.0	0.0	8702.0	218035.0
Sob-CPnd_025-Ex1-10B-lcwgs-1-T.clmp.fp2_r1_screen	161.0	1848.0	315.0	191.0	165.0	35.0	24.0	15.0	0.0	0.0	7258.0	179235.0
Sob-CPnd_025-Ex1-10B-lcwgs-1-T.clmp.fp2_r2_screen	145.0	1864.0	326.0	202.0	184.0	26.0	21.0	6.0	1.0	0.0	6934.0	179538.0
Sob-CPnd_026-Ex1-12F-lcwgs-1-T.clmp.fp2_r1_screen	6.0	80.0	13.0	7.0	3.0	4.0	1.0	0.0	0.0	0.0	344.0	7590.0
Sob-CPnd_026-Ex1-12F-lcwgs-1-T.clmp.fp2_r2_screen	9.0	94.0	13.0	6.0	6.0	1.0	2.0	0.0	0.0	0.0	331.0	7586.0
Sob-CPnd_027-Ex1-10F-lcwgs-1-T.clmp.fp2_r1_screen	4.0	123.0	14.0	10.0	2.0	2.0	2.0	1.0	0.0	0.0	441.0	7272.0
Sob-CPnd_027-Ex1-10F-lcwgs-1-T.clmp.fp2_r2_screen	5.0	108.0	8.0	12.0	5.0	5.0	1.0	0.0	0.0	0.0	444.0	7283.0
Sob-CPnd_028-Ex1-2B-lcwgs-1-T.clmp.fp2_r1_screen	1731.0	50251.0	7273.0	4667.0	3537.0	772.0	533.0	303.0	20.0	0.0	190906.0	4309302.0
Sob-CPnd_028-Ex1-2B-lcwgs-1-T.clmp.fp2_r2_screen	1697.0	49540.0	7124.0	4655.0	3543.0	773.0	473.0	301.0	11.0	0.0	189592.0	4311586.0
Sob-CPnd_029-Ex1-10E-lcwgs-1-T.clmp.fp2_r1_screen	146.0	4432.0	553.0	418.0	221.0	65.0	57.0	26.0	0.0	0.0	17485.0	338307.0
Sob-CPnd_029-Ex1-10E-lcwgs-1-T.clmp.fp2_r2_screen	144.0	4447.0	561.0	395.0	221.0	73.0	49.0	22.0	2.0	0.0	17561.0	338235.0
Sob-CPnd_030-Ex1-10G-lcwgs-1-T.clmp.fp2_r1_screen	11.0	325.0	48.0	30.0	28.0	10.0	2.0	4.0	0.0	0.0	1396.0	29944.0
Sob-CPnd_030-Ex1-10G-lcwgs-1-T.clmp.fp2_r2_screen	21.0	310.0	61.0	31.0	21.0	9.0	2.0	3.0	0.0	0.0	1342.0	29998.0
Sob-CPnd_031-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	51.0	340.0	46.0	40.0	15.0	5.0	1.0	1.0	0.0	0.0	1394.0	32209.0
Sob-CPnd_031-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	48.0	337.0	47.0	46.0	18.0	2.0	3.0	1.0	0.0	0.0	1367.0	32233.0
Sob-CPnd_032-Ex1-2C-lcwgs-1-T.clmp.fp2_r1_screen	91.0	2193.0	289.0	216.0	127.0	45.0	22.0	9.0	0.0	0.0	10288.0	152719.0
Sob-CPnd_032-Ex1-2C-lcwgs-1-T.clmp.fp2_r2_screen	94.0	2137.0	269.0	225.0	150.0	23.0	26.0	16.0	1.0	0.0	10256.0	152802.0
Sob-CPnd_033-Ex1-11G-lcwgs-1-T.clmp.fp2_r1_screen	42.0	510.0	81.0	53.0	37.0	9.0	7.0	3.0	0.0	0.0	1936.0	48128.0
Sob-CPnd_033-Ex1-11G-lcwgs-1-T.clmp.fp2_r2_screen	32.0	559.0	93.0	61.0	60.0	9.0	1.0	4.0	0.0	0.0	1879.0	48108.0
Sob-CPnd_034-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	182.0	771.0	99.0	79.0	68.0	10.0	7.0	4.0	0.0	0.0	3071.0	64802.0
Sob-CPnd_034-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	187.0	739.0	125.0	67.0	63.0	7.0	9.0	5.0	0.0	0.0	2958.0	64933.0
Sob-CPnd_035-Ex1-9F-lcwgs-1-T.clmp.fp2_r1_screen	35.0	311.0	52.0	26.0	31.0	3.0	7.0	2.0	0.0	0.0	1249.0	29147.0
Sob-CPnd_035-Ex1-9F-lcwgs-1-T.clmp.fp2_r2_screen	41.0	308.0	43.0	31.0	27.0	3.0	7.0	2.0	0.0	0.0	1239.0	29162.0
Sob-CPnd_036-Ex1-9D-lcwgs-1-T.clmp.fp2_r1_screen	189.0	460.0	65.0	46.0	37.0	8.0	5.0	5.0	0.0	0.0	1963.0	39756.0
Sob-CPnd_036-Ex1-9D-lcwgs-1-T.clmp.fp2_r2_screen	190.0	475.0	74.0	30.0	32.0	5.0	4.0	3.0	0.0	0.0	1880.0	39841.0
Sob-CPnd_037-Ex1-1A-lcwgs-1-T.clmp.fp2_r1_screen	5748.0	154487.0	27271.0	14093.0	11254.0	2791.0	2088.0	880.0	49.0	0.0	696270.0	12720393.0
Sob-CPnd_037-Ex1-1A-lcwgs-1-T.clmp.fp2_r2_screen	5674.0	154340.0	26102.0	13840.0	10688.0	2722.0	1883.0	881.0	54.0	0.0	678294.0	12740846.0
Sob-CPnd_038-Ex1-1F-lcwgs-1-T.clmp.fp2_r1_screen	120.0	2907.0	470.0	285.0	196.0	31.0	33.0	16.0	1.0	0.0	14663.0	205754.0
Sob-CPnd_038-Ex1-1F-lcwgs-1-T.clmp.fp2_r2_screen	122.0	3003.0	478.0	298.0	202.0	37.0	32.0	13.0	0.0	0.0	14582.0	205709.0
Sob-CPnd_039-Ex1-1G-lcwgs-1-T.clmp.fp2_r1_screen	208.0	536.0	102.0	35.0	44.0	10.0	9.0	4.0	0.0	0.0	2678.0	51472.0
Sob-CPnd_039-Ex1-1G-lcwgs-1-T.clmp.fp2_r2_screen	193.0	578.0	82.0	59.0	36.0	14.0	6.0	4.0	2.0	0.0	2657.0	51467.0
Sob-CPnd_040-Ex1-10C-lcwgs-1-T.clmp.fp2_r1_screen	13.0	240.0	30.0	32.0	14.0	2.0	2.0	2.0	0.0	0.0	956.0	18322.0
Sob-CPnd_040-Ex1-10C-lcwgs-1-T.clmp.fp2_r2_screen	14.0	226.0	26.0	22.0	19.0	4.0	0.0	1.0	0.0	0.0	1003.0	18298.0
Sob-CPnd_041-Ex1-1B-lcwgs-1-T.clmp.fp2_r1_screen	311.0	7284.0	1011.0	713.0	552.0	128.0	77.0	36.0	3.0	0.0	29097.0	615397.0
Sob-CPnd_041-Ex1-1B-lcwgs-1-T.clmp.fp2_r2_screen	320.0	7347.0	979.0	646.0	513.0	130.0	72.0	38.0	4.0	0.0	28770.0	615790.0
Sob-CPnd_042-Ex1-1H-lcwgs-1-T.clmp.fp2_r1_screen	1112.0	3471.0	501.0	307.0	233.0	54.0	45.0	17.0	1.0	0.0	15777.0	283697.0
Sob-CPnd_042-Ex1-1H-lcwgs-1-T.clmp.fp2_r2_screen	1104.0	3530.0	460.0	317.0	238.0	68.0	41.0	18.0	1.0	0.0	15497.0	283941.0
Sob-CPnd_043-Ex1-9G-lcwgs-1-T.clmp.fp2_r1_screen	39.0	247.0	31.0	28.0	12.0	2.0	3.0	0.0	0.0	0.0	1032.0	21597.0
Sob-CPnd_043-Ex1-9G-lcwgs-1-T.clmp.fp2_r2_screen	38.0	246.0	36.0	21.0	18.0	4.0	2.0	1.0	0.0	0.0	1012.0	21613.0
Sob-CPnd_044-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	215.0	1995.0	303.0	194.0	163.0	36.0	19.0	14.0	0.0	0.0	8257.0	167638.0
Sob-CPnd_044-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	200.0	2045.0	304.0	185.0	160.0	35.0	27.0	16.0	1.0	0.0	8097.0	167764.0
Sob-CPnd_045-Ex1-12H-lcwgs-1-T.clmp.fp2_r1_screen	184.0	796.0	116.0	80.0	54.0	11.0	10.0	2.0	0.0	0.0	3221.0	71728.0
Sob-CPnd_045-Ex1-12H-lcwgs-1-T.clmp.fp2_r2_screen	191.0	816.0	128.0	68.0	56.0	22.0	7.0	6.0	0.0	0.0	3172.0	71736.0
Sob-CPnd_046-Ex1-9C-lcwgs-1-T.clmp.fp2_r1_screen	346.0	1188.0	226.0	128.0	89.0	19.0	28.0	7.0	0.0	0.0	5647.0	102320.0
Sob-CPnd_046-Ex1-9C-lcwgs-1-T.clmp.fp2_r2_screen	344.0	1264.0	242.0	97.0	80.0	26.0	11.0	9.0	0.0	0.0	5517.0	102408.0
Sob-CPnd_047-Ex1-11D-lcwgs-1-T.clmp.fp2_r1_screen	169.0	1415.0	193.0	147.0	95.0	21.0	11.0	8.0	1.0	0.0	6525.0	97785.0
Sob-CPnd_047-Ex1-11D-lcwgs-1-T.clmp.fp2_r2_screen	164.0	1392.0	178.0	134.0	77.0	19.0	21.0	8.0	0.0	0.0	6592.0	97785.0
Sob-CPnd_049-Ex1-2A-lcwgs-1-T.clmp.fp2_r1_screen	973.0	15659.0	2326.0	1537.0	1229.0	315.0	213.0	119.0	3.0	0.0	79594.0	1201963.0
Sob-CPnd_049-Ex1-2A-lcwgs-1-T.clmp.fp2_r2_screen	945.0	15808.0	2224.0	1415.0	1193.0	264.0	177.0	100.0	3.0	0.0	77492.0	1204310.0
Sob-CPnd_050-Ex1-11F-lcwgs-1-T.clmp.fp2_r1_screen	30.0	516.0	99.0	66.0	46.0	13.0	9.0	1.0	1.0	0.0	2238.0	55364.0
Sob-CPnd_050-Ex1-11F-lcwgs-1-T.clmp.fp2_r2_screen	32.0	559.0	96.0	71.0	52.0	12.0	4.0	2.0	1.0	0.0	2149.0	55405.0
Sob-CPnd_051-Ex1-4E-lcwgs-1-T.clmp.fp2_r1_screen	1347.0	1432.0	217.0	137.0	104.0	32.0	23.0	7.0	0.0	0.0	6071.0	131951.0
Sob-CPnd_051-Ex1-4E-lcwgs-1-T.clmp.fp2_r2_screen	1340.0	1457.0	241.0	172.0	103.0	18.0	19.0	13.0	2.0	0.0	6076.0	131880.0
Sob-CPnd_052-Ex1-4H-lcwgs-1-T.clmp.fp2_r1_screen	1661.0	734.0	131.0	63.0	51.0	11.0	7.0	8.0	0.0	0.0	3314.0	68389.0
Sob-CPnd_052-Ex1-4H-lcwgs-1-T.clmp.fp2_r2_screen	1659.0	790.0	132.0	77.0	44.0	15.0	11.0	9.0	0.0	0.0	3332.0	68300.0
Sob-CPnd_053-Ex1-4F-lcwgs-1-T.clmp.fp2_r1_screen	233.0	3600.0	448.0	345.0	231.0	38.0	31.0	19.0	0.0	0.0	14340.0	254261.0
Sob-CPnd_053-Ex1-4F-lcwgs-1-T.clmp.fp2_r2_screen	235.0	3433.0	429.0	300.0	224.0	59.0	32.0	17.0	0.0	0.0	14310.0	254507.0
Sob-CPnd_055-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	339.0	975.0	123.0	105.0	64.0	15.0	10.0	11.0	0.0	0.0	4259.0	79239.0
Sob-CPnd_055-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	331.0	989.0	138.0	98.0	75.0	18.0	9.0	6.0	0.0	0.0	4169.0	79307.0
