pos	3pG>A
1	0.0294340767713549
2	0.0258899676375405
3	0.0182139699381079
4	0.0163455925277291
5	0.0169072948328267
6	0.0180364828858373
7	0.0191674733785092
8	0.0151946818613485
9	0.0162751988163492
10	0.0180144115292234
11	0.0192487385535414
12	0.0126089375115891
13	0.0182502351834431
14	0.0121904761904762
15	0.0171698113207547
16	0.0161290322580645
17	0.0153730783652043
18	0.0152033447358419
19	0.015
20	0.0134904047121414
21	0.0139846743295019
22	0.0137667304015296
23	0.0126010908406996
24	0.0143940867535499
25	0.0131096973202236
