# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	184	151
+	108	631
+	140	490
+	202	105
+	109	634
+	97	461
+	150	377
+	193	131
+	136	456
+	113	564
+	145	406
+	148	401
+	162	299
+	126	571
+	213	76
+	110	599
+	189	145
+	120	586
+	175	213
+	99	506
+	125	554
+	124	557
+	112	626
+	83	142
+	185	189
+	151	406
+	231	33
+	133	514
+	158	316
+	220	74
+	91	270
+	200	138
+	63	85
+	95	376
+	98	488
+	116	592
+	104	633
+	114	590
+	195	104
+	111	607
+	130	563
+	170	236
+	92	323
+	115	578
+	134	509
+	71	92
+	152	360
+	137	534
+	129	563
+	118	576
+	147	432
+	167	246
+	156	353
+	142	428
+	173	228
+	105	598
+	106	598
+	274	12
+	157	319
+	61	80
+	155	337
+	107	592
+	218	68
+	194	117
+	103	555
+	86	155
+	168	266
+	101	562
+	119	609
+	183	160
+	62	92
+	139	438
+	154	335
+	143	419
+	135	480
+	265	11
+	186	163
+	178	185
+	100	521
+	176	197
+	210	60
+	117	607
+	138	448
+	121	618
+	159	322
+	68	93
+	204	88
+	132	487
+	123	546
+	82	139
+	127	563
+	146	418
+	85	144
+	211	73
+	122	543
+	164	246
+	169	237
+	192	150
+	67	97
+	225	33
+	81	143
+	180	174
+	266	12
+	191	132
+	46	35
+	78	143
+	131	503
+	56	64
+	141	441
+	94	354
+	102	553
+	166	281
+	179	190
+	128	554
+	253	26
+	221	45
+	196	114
+	174	224
+	232	39
+	190	141
+	207	88
+	172	219
+	87	212
+	90	264
+	153	336
+	219	55
+	72	107
+	144	447
+	233	37
+	160	306
+	96	458
+	165	281
+	188	143
+	182	198
+	244	20
+	88	197
+	49	45
+	80	126
+	161	339
+	75	97
+	55	66
+	177	220
+	65	105
+	77	94
+	215	57
+	149	391
+	70	105
+	181	163
+	38	14
+	50	53
+	84	146
+	223	48
+	93	330
+	212	81
+	222	50
+	74	120
+	199	105
+	198	122
+	66	81
+	208	80
+	47	40
+	163	264
+	89	256
+	217	48
+	249	18
+	236	42
+	197	115
+	235	29
+	216	72
+	171	245
+	54	66
+	226	48
+	60	71
+	48	42
+	69	97
+	76	104
+	64	90
+	79	96
+	28	4
+	58	66
+	214	69
+	44	35
+	241	26
+	243	31
+	238	32
