Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Abu-APnd_019-Ex1-6G-lcwgs-1-T.clmp.fp2_r2_screen	6504.0	7780.0	802.0	567.0	286.0	80.0	65.0	30.0	0.0	0.0	0.0	37326.0	838712.0
Abu-APnd_020-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	707.0	159.0	102.0	61.0	47.0	12.0	9.0	6.0	0.0	0.0	0.0	4429.0	77642.0
Abu-APnd_020-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	718.0	168.0	93.0	66.0	39.0	9.0	6.0	5.0	1.0	0.0	0.0	4535.0	77534.0
Abu-APnd_021-Ex1-8E-lcwgs-1-T.clmp.fp2_r1_screen	5692.0	2952.0	809.0	487.0	338.0	77.0	53.0	28.0	1.0	0.0	0.0	28186.0	777920.0
Abu-APnd_021-Ex1-8E-lcwgs-1-T.clmp.fp2_r2_screen	5651.0	2838.0	790.0	485.0	324.0	70.0	46.0	31.0	0.0	0.0	0.0	28225.0	778083.0
Abu-APnd_022-Ex1-8F-lcwgs-1-T.clmp.fp2_r1_screen	23887.0	14433.0	2533.0	1937.0	1090.0	345.0	294.0	108.0	1.0	0.0	0.0	103436.0	2672199.0
Abu-APnd_022-Ex1-8F-lcwgs-1-T.clmp.fp2_r2_screen	24034.0	14277.0	2575.0	2052.0	1081.0	390.0	267.0	93.0	8.0	0.0	0.0	104133.0	2671353.0
Abu-APnd_023-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	2988.0	567.0	473.0	273.0	187.0	30.0	32.0	16.0	0.0	0.0	0.0	18330.0	303248.0
Abu-APnd_023-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	3039.0	574.0	470.0	249.0	186.0	28.0	28.0	17.0	0.0	0.0	0.0	18403.0	303150.0
Abu-APnd_024-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	23916.0	13428.0	3081.0	2261.0	1001.0	316.0	274.0	83.0	4.0	0.0	0.0	136079.0	2308420.0
Abu-APnd_024-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	24002.0	13366.0	3022.0	2247.0	996.0	278.0	264.0	85.0	7.0	0.0	0.0	137420.0	2307176.0
Abu-APnd_025-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	11525.0	8771.0	1732.0	952.0	780.0	156.0	143.0	78.0	3.0	0.0	0.0	67139.0	1605341.0
Abu-APnd_025-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	11749.0	8764.0	1694.0	975.0	785.0	168.0	131.0	84.0	7.0	0.0	0.0	67770.0	1604493.0
Abu-APnd_026-Ex1-7F-lcwgs-1-T.clmp.fp2_r1_screen	1707.0	712.0	224.0	115.0	103.0	21.0	9.0	9.0	1.0	0.0	0.0	9050.0	221454.0
Abu-APnd_026-Ex1-7F-lcwgs-1-T.clmp.fp2_r2_screen	1672.0	722.0	220.0	126.0	113.0	23.0	24.0	12.0	1.0	0.0	0.0	9085.0	221407.0
Abu-APnd_027-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	3669.0	1172.0	533.0	309.0	256.0	37.0	42.0	21.0	0.0	0.0	0.0	20867.0	502722.0
Abu-APnd_027-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	3704.0	1149.0	541.0	332.0	250.0	45.0	40.0	18.0	3.0	0.0	0.0	21088.0	502458.0
Abu-APnd_028-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	1039.0	871.0	162.0	84.0	61.0	16.0	12.0	8.0	0.0	0.0	0.0	7411.0	165714.0
Abu-APnd_028-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	1086.0	859.0	176.0	85.0	69.0	10.0	12.0	6.0	1.0	0.0	0.0	7483.0	165591.0
Abu-APnd_029-Ex1-8A-lcwgs-1-T.clmp.fp2_r1_screen	4840.0	1626.0	491.0	383.0	213.0	52.0	60.0	19.0	0.0	0.0	0.0	19545.0	522849.0
Abu-APnd_029-Ex1-8A-lcwgs-1-T.clmp.fp2_r2_screen	4854.0	1624.0	491.0	392.0	227.0	77.0	52.0	15.0	1.0	0.0	0.0	19661.0	522684.0
Abu-APnd_030-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	16772.0	7275.0	2217.0	1449.0	975.0	258.0	197.0	81.0	2.0	0.0	0.0	70836.0	2259876.0
Abu-APnd_030-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	16722.0	7305.0	2185.0	1478.0	919.0	231.0	194.0	86.0	1.0	0.0	0.0	71177.0	2259640.0
Abu-APnd_031-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	653.0	486.0	70.0	52.0	34.0	9.0	6.0	1.0	0.0	0.0	0.0	3582.0	78595.0
Abu-APnd_031-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	655.0	472.0	72.0	51.0	30.0	7.0	12.0	3.0	0.0	0.0	0.0	3691.0	78495.0
Abu-APnd_032-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	3609.0	1205.0	393.0	294.0	224.0	34.0	21.0	14.0	0.0	0.0	0.0	17962.0	473230.0
Abu-APnd_032-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	3691.0	1204.0	404.0	256.0	200.0	59.0	27.0	25.0	1.0	0.0	0.0	17989.0	473130.0
Abu-APnd_033-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	982.0	446.0	361.0	78.0	46.0	10.0	3.0	11.0	2.0	0.0	0.0	5412.0	109323.0
Abu-APnd_033-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	923.0	486.0	359.0	79.0	60.0	8.0	7.0	5.0	0.0	0.0	0.0	5447.0	109300.0
Abu-APnd_034-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	5071.0	3450.0	706.0	406.0	276.0	60.0	50.0	29.0	1.0	0.0	0.0	21571.0	623019.0
Abu-APnd_034-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	5058.0	3385.0	702.0	401.0	271.0	63.0	47.0	27.0	0.0	0.0	0.0	21731.0	622954.0
Abu-APnd_035-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	34.0	12.0	9.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	239.0	5592.0
Abu-APnd_035-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	45.0	13.0	4.0	5.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	248.0	5575.0
Abu-APnd_036-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	7127.0	2754.0	946.0	585.0	332.0	84.0	74.0	31.0	3.0	0.0	0.0	37330.0	828905.0
Abu-APnd_036-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	7259.0	2764.0	962.0	625.0	332.0	83.0	58.0	26.0	3.0	0.0	0.0	37417.0	828642.0
Abu-APnd_037-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	8765.0	6488.0	1017.0	732.0	487.0	111.0	87.0	47.0	3.0	0.0	0.0	41748.0	989626.0
Abu-APnd_037-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	8661.0	6443.0	1011.0	702.0	438.0	130.0	98.0	51.0	1.0	0.0	0.0	41740.0	989836.0
Abu-APnd_038-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	21.0	8.0	4.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	177.0	2914.0
Abu-APnd_038-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	17.0	5.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	2916.0
Abu-APnd_039-Ex1-9C-lcwgs-1-T.clmp.fp2_r1_screen	453.0	462.0	62.0	21.0	35.0	6.0	2.0	4.0	0.0	0.0	0.0	3100.0	54894.0
Abu-APnd_039-Ex1-9C-lcwgs-1-T.clmp.fp2_r2_screen	464.0	455.0	53.0	21.0	33.0	6.0	2.0	4.0	0.0	0.0	0.0	3142.0	54859.0
Abu-APnd_040-Ex1-9D-lcwgs-1-T.clmp.fp2_r1_screen	563.0	398.0	60.0	48.0	33.0	6.0	10.0	6.0	0.0	0.0	0.0	3411.0	68478.0
Abu-APnd_040-Ex1-9D-lcwgs-1-T.clmp.fp2_r2_screen	561.0	405.0	65.0	42.0	28.0	2.0	6.0	5.0	0.0	0.0	0.0	3435.0	68464.0
Abu-APnd_041-Ex1-9E-lcwgs-1-T.clmp.fp2_r1_screen	1423.0	266.0	156.0	97.0	69.0	16.0	11.0	8.0	0.0	0.0	0.0	6600.0	157936.0
Abu-APnd_041-Ex1-9E-lcwgs-1-T.clmp.fp2_r2_screen	1374.0	263.0	145.0	82.0	74.0	11.0	3.0	12.0	0.0	0.0	0.0	6649.0	157969.0
Abu-APnd_042-Ex1-9F-lcwgs-1-T.clmp.fp2_r1_screen	1891.0	364.0	226.0	142.0	92.0	17.0	17.0	8.0	0.0	0.0	0.0	7705.0	227842.0
Abu-APnd_042-Ex1-9F-lcwgs-1-T.clmp.fp2_r2_screen	1856.0	349.0	204.0	133.0	94.0	14.0	11.0	6.0	0.0	0.0	0.0	7795.0	227842.0
Abu-APnd_043-Ex1-9G-lcwgs-1-T.clmp.fp2_r1_screen	297.0	48.0	41.0	25.0	19.0	6.0	2.0	0.0	0.0	0.0	0.0	1417.0	34581.0
Abu-APnd_043-Ex1-9G-lcwgs-1-T.clmp.fp2_r2_screen	292.0	52.0	34.0	20.0	15.0	2.0	2.0	2.0	1.0	0.0	0.0	1457.0	34559.0
Abu-APnd_044-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	64.0	11.0	6.0	3.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	323.0	5218.0
Abu-APnd_044-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	50.0	10.0	6.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	347.0	5209.0
Abu-APnd_045-Ex1-10A-lcwgs-1-T.clmp.fp2_r1_screen	119.0	31.0	15.0	11.0	10.0	1.0	0.0	1.0	0.0	0.0	0.0	714.0	13729.0
Abu-APnd_045-Ex1-10A-lcwgs-1-T.clmp.fp2_r2_screen	134.0	26.0	17.0	6.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	708.0	13732.0
Abu-APnd_046-Ex1-10B-lcwgs-1-T.clmp.fp2_r1_screen	27.0	13.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	148.0	3681.0
Abu-APnd_046-Ex1-10B-lcwgs-1-T.clmp.fp2_r2_screen	37.0	8.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	3677.0
Abu-APnd_047-Ex1-10C-lcwgs-1-T.clmp.fp2_r1_screen	1926.0	2032.0	552.0	180.0	107.0	26.0	13.0	17.0	0.0	0.0	0.0	7293.0	270973.0
Abu-APnd_047-Ex1-10C-lcwgs-1-T.clmp.fp2_r2_screen	1942.0	2008.0	556.0	192.0	116.0	40.0	26.0	14.0	1.0	0.0	0.0	7251.0	270973.0
Abu-APnd_048-Ex1-10D-lcwgs-1-T.clmp.fp2_r1_screen	8523.0	6671.0	1224.0	832.0	489.0	111.0	112.0	46.0	0.0	0.0	0.0	40773.0	1098323.0
Abu-APnd_048-Ex1-10D-lcwgs-1-T.clmp.fp2_r2_screen	8431.0	6572.0	1237.0	788.0	475.0	126.0	103.0	46.0	2.0	0.0	0.0	40886.0	1098438.0
Abu-APnd_049-Ex1-10E-lcwgs-1-T.clmp.fp2_r1_screen	220.0	42.0	23.0	15.0	12.0	3.0	1.0	1.0	0.0	0.0	0.0	1264.0	24038.0
Abu-APnd_049-Ex1-10E-lcwgs-1-T.clmp.fp2_r2_screen	234.0	35.0	30.0	11.0	13.0	1.0	0.0	0.0	1.0	0.0	0.0	1241.0	24053.0
Abu-APnd_050-Ex1-10F-lcwgs-1-T.clmp.fp2_r1_screen	789.0	459.0	90.0	67.0	42.0	10.0	5.0	3.0	0.0	0.0	0.0	3240.0	91891.0
Abu-APnd_050-Ex1-10F-lcwgs-1-T.clmp.fp2_r2_screen	806.0	435.0	85.0	63.0	42.0	7.0	2.0	3.0	1.0	0.0	0.0	3319.0	91833.0
Abu-APnd_051-Ex1-10G-lcwgs-1-T.clmp.fp2_r1_screen	1514.0	1093.0	205.0	144.0	79.0	21.0	21.0	10.0	0.0	0.0	0.0	8680.0	189364.0
Abu-APnd_051-Ex1-10G-lcwgs-1-T.clmp.fp2_r2_screen	1475.0	1111.0	211.0	129.0	79.0	15.0	22.0	13.0	0.0	0.0	0.0	8752.0	189324.0
Abu-APnd_052-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	1318.0	1122.0	165.0	120.0	87.0	18.0	10.0	7.0	0.0	0.0	0.0	6923.0	178110.0
Abu-APnd_052-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	1322.0	1131.0	179.0	106.0	67.0	16.0	13.0	7.0	0.0	0.0	0.0	7136.0	177903.0
Abu-APnd_053-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	530.0	165.0	61.0	39.0	22.0	4.0	2.0	2.0	0.0	0.0	0.0	2268.0	68332.0
Abu-APnd_053-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	490.0	171.0	59.0	40.0	20.0	2.0	2.0	6.0	1.0	0.0	0.0	2295.0	68339.0
Abu-APnd_054-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	313.0	102.0	36.0	22.0	14.0	4.0	3.0	2.0	0.0	0.0	0.0	1769.0	45716.0
Abu-APnd_054-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	331.0	101.0	48.0	28.0	14.0	5.0	5.0	7.0	0.0	0.0	0.0	1755.0	45687.0
Abu-APnd_055-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	45.0	6.0	6.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	156.0	6378.0
Abu-APnd_055-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	45.0	5.0	5.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	152.0	6384.0
Abu-CPnd_001-Ex1-5F-lcwgs-1-T.clmp.fp2_r1_screen	4503.0	678.0	539.0	358.0	301.0	79.0	32.0	23.0	1.0	0.0	0.0	20360.0	249322.0
Abu-CPnd_001-Ex1-5F-lcwgs-1-T.clmp.fp2_r2_screen	4505.0	690.0	514.0	346.0	320.0	56.0	38.0	28.0	2.0	0.0	0.0	20873.0	248824.0
Abu-CPnd_004-Ex1-7F-lcwgs-1-T.clmp.fp2_r1_screen	3548.0	415.0	453.0	271.0	234.0	30.0	20.0	12.0	1.0	0.0	0.0	17192.0	177422.0
Abu-CPnd_004-Ex1-7F-lcwgs-1-T.clmp.fp2_r2_screen	3474.0	412.0	432.0	275.0	224.0	38.0	26.0	14.0	2.0	0.0	0.0	17598.0	177103.0
Abu-CPnd_005-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	3088.0	444.0	440.0	221.0	161.0	35.0	14.0	11.0	0.0	0.0	0.0	15114.0	164870.0
Abu-CPnd_005-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	3096.0	436.0	472.0	229.0	159.0	33.0	19.0	12.0	2.0	0.0	0.0	15255.0	164685.0
Abu-CPnd_006-Ex1-5A-lcwgs-1-T.clmp.fp2_r1_screen	64641.0	12799.0	6521.0	4957.0	3847.0	781.0	395.0	343.0	11.0	1.0	0.0	377781.0	2759111.0
Abu-CPnd_006-Ex1-5A-lcwgs-1-T.clmp.fp2_r2_screen	64917.0	12767.0	6490.0	4992.0	3869.0	764.0	473.0	350.0	14.0	0.0	0.0	382288.0	2754264.0
Abu-CPnd_007-Ex1-4G-lcwgs-1-T.clmp.fp2_r1_screen	3977.0	438.0	464.0	311.0	273.0	54.0	49.0	19.0	0.0	0.0	0.0	16836.0	256100.0
Abu-CPnd_007-Ex1-4G-lcwgs-1-T.clmp.fp2_r2_screen	3947.0	426.0	468.0	308.0	253.0	55.0	52.0	21.0	2.0	0.0	0.0	17168.0	255821.0
Abu-CPnd_008-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	3122.0	408.0	389.0	239.0	199.0	46.0	24.0	11.0	0.0	0.0	0.0	15333.0	169780.0
Abu-CPnd_008-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	3277.0	405.0	347.0	263.0	184.0	40.0	23.0	16.0	3.0	0.0	0.0	15478.0	169515.0
Abu-CPnd_009-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	3619.0	206.0	335.0	275.0	203.0	43.0	20.0	13.0	0.0	0.0	0.0	16921.0	192997.0
Abu-CPnd_009-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	3707.0	187.0	351.0	270.0	212.0	43.0	33.0	11.0	0.0	0.0	0.0	17058.0	192760.0
Abu-CPnd_010-Ex1-6E-lcwgs-1-T.clmp.fp2_r1_screen	13879.0	1265.0	1473.0	1050.0	870.0	145.0	99.0	62.0	3.0	0.0	0.0	67513.0	754523.0
Abu-CPnd_010-Ex1-6E-lcwgs-1-T.clmp.fp2_r2_screen	14055.0	1235.0	1558.0	1103.0	873.0	177.0	100.0	74.0	5.0	0.0	0.0	68524.0	753178.0
Abu-CPnd_011-Ex1-1G-lcwgs-1-T.clmp.fp2_r1_screen	3654.0	467.0	458.0	296.0	267.0	41.0	27.0	23.0	0.0	0.0	0.0	19597.0	213912.0
Abu-CPnd_011-Ex1-1G-lcwgs-1-T.clmp.fp2_r2_screen	3657.0	474.0	484.0	298.0	272.0	50.0	32.0	25.0	0.0	0.0	0.0	20039.0	213411.0
Abu-CPnd_012-Ex1-4H-lcwgs-1-T.clmp.fp2_r1_screen	4987.0	875.0	537.0	338.0	322.0	46.0	32.0	20.0	2.0	0.0	0.0	25098.0	264490.0
Abu-CPnd_012-Ex1-4H-lcwgs-1-T.clmp.fp2_r2_screen	5093.0	875.0	514.0	334.0	311.0	38.0	31.0	27.0	2.0	0.0	0.0	25358.0	264164.0
Abu-CPnd_013-Ex1-2D-lcwgs-1-T.clmp.fp2_r1_screen	2569.0	758.0	341.0	222.0	199.0	33.0	18.0	16.0	0.0	0.0	0.0	14230.0	169417.0
Abu-CPnd_013-Ex1-2D-lcwgs-1-T.clmp.fp2_r2_screen	2687.0	736.0	323.0	206.0	193.0	30.0	20.0	11.0	0.0	0.0	0.0	14406.0	169191.0
Abu-CPnd_014-Ex1-5E-lcwgs-1-T.clmp.fp2_r1_screen	12400.0	2048.0	1352.0	1025.0	838.0	124.0	50.0	62.0	0.0	0.0	0.0	68903.0	595065.0
Abu-CPnd_014-Ex1-5E-lcwgs-1-T.clmp.fp2_r2_screen	12528.0	1973.0	1363.0	1027.0	880.0	97.0	73.0	65.0	2.0	0.0	0.0	70090.0	593769.0
Abu-CPnd_015-Ex1-1C-lcwgs-1-T.clmp.fp2_r1_screen	2897.0	411.0	372.0	252.0	160.0	66.0	40.0	15.0	0.0	0.0	0.0	12118.0	213032.0
Abu-CPnd_015-Ex1-1C-lcwgs-1-T.clmp.fp2_r2_screen	2987.0	377.0	371.0	232.0	180.0	50.0	31.0	18.0	3.0	0.0	0.0	12243.0	212871.0
Abu-CPnd_020-Ex1-1H-lcwgs-1-T.clmp.fp2_r1_screen	13605.0	1391.0	1437.0	1000.0	753.0	177.0	95.0	43.0	1.0	0.0	0.0	55259.0	1003030.0
Abu-CPnd_020-Ex1-1H-lcwgs-1-T.clmp.fp2_r2_screen	13687.0	1397.0	1442.0	1000.0	739.0	190.0	103.0	52.0	3.0	0.0	0.0	56117.0	1002061.0
Abu-CPnd_032-Ex1-8F-lcwgs-1-T.clmp.fp2_r1_screen	1395.0	191.0	173.0	104.0	90.0	16.0	6.0	20.0	0.0	0.0	0.0	5496.0	74105.0
Abu-CPnd_032-Ex1-8F-lcwgs-1-T.clmp.fp2_r2_screen	1461.0	192.0	177.0	104.0	72.0	9.0	5.0	16.0	1.0	0.0	0.0	5601.0	73958.0
Abu-CPnd_033-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	2848.0	232.0	331.0	258.0	205.0	36.0	28.0	11.0	1.0	0.0	0.0	13552.0	148077.0
