Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
GotPopAL21_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	85000.0	12684.0	6688.0	4897.0	1844.0	1586.0	1239.0	523.0	9.0	0.0	460687.0	5113829.0
GotPopAL21_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	85814.0	12493.0	6608.0	4804.0	1793.0	1574.0	1098.0	549.0	12.0	0.0	462119.0	5112122.0
GotPopAL22_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	90067.0	13751.0	6945.0	5156.0	1946.0	1366.0	1466.0	457.0	19.0	0.0	482191.0	5497379.0
GotPopAL22_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	91194.0	13527.0	6884.0	4997.0	1973.0	1379.0	1523.0	419.0	11.0	0.0	483897.0	5494939.0
GotPopAL23_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	75929.0	11600.0	6040.0	4517.0	1677.0	1069.0	1239.0	422.0	13.0	0.0	405064.0	4703614.0
GotPopAL23_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	76938.0	11334.0	5819.0	4333.0	1601.0	1068.0	1267.0	443.0	13.0	0.0	406317.0	4702051.0
GotPopAL24_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	72760.0	10944.0	5632.0	4147.0	1642.0	1282.0	917.0	404.0	10.0	0.0	383570.0	4440039.0
GotPopAL24_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	73523.0	10904.0	5400.0	4030.0	1587.0	1281.0	910.0	401.0	14.0	0.0	386211.0	4437086.0
GotPopAL25_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	10400.0	1554.0	731.0	576.0	222.0	190.0	132.0	51.0	1.0	0.0	54012.0	621855.0
GotPopAL25_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	10326.0	1484.0	793.0	597.0	214.0	218.0	127.0	72.0	1.0	0.0	54658.0	621234.0
GotPopAL27_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	50178.0	7658.0	3941.0	2854.0	1027.0	839.0	1063.0	262.0	6.0	0.0	268805.0	3053423.0
GotPopAL27_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	50354.0	7524.0	3859.0	2743.0	1107.0	853.0	1000.0	280.0	7.0	0.0	268228.0	3054101.0
GotPopAL28_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	133654.0	20176.0	10192.0	7510.0	3045.0	1935.0	1824.0	824.0	12.0	0.0	740961.0	7893400.0
GotPopAL28_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	134865.0	19985.0	10304.0	7331.0	2886.0	1872.0	1824.0	703.0	23.0	0.0	741222.0	7892518.0
GotPopAL29_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	4622.0	675.0	327.0	262.0	77.0	52.0	82.0	32.0	0.0	0.0	25235.0	269633.0
GotPopAL29_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	4568.0	675.0	281.0	235.0	94.0	55.0	55.0	24.0	0.0	0.0	25197.0	269813.0
GotPopAL30_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	22839.0	3478.0	1767.0	1448.0	466.0	369.0	388.0	167.0	4.0	0.0	123582.0	1436713.0
GotPopAL30_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	23390.0	3461.0	1790.0	1467.0	486.0	409.0	428.0	158.0	2.0	0.0	124667.0	1434963.0
GotPopAL31_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	56902.0	8674.0	4409.0	3205.0	1348.0	856.0	679.0	259.0	9.0	0.0	297314.0	3435257.0
GotPopAL31_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	57723.0	8626.0	4352.0	3148.0	1253.0	774.0	619.0	282.0	7.0	0.0	299537.0	3432591.0
GotPopAL34_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	116608.0	17391.0	8841.0	6373.0	2501.0	2256.0	1859.0	583.0	18.0	0.0	626025.0	7042093.0
GotPopAL34_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	118640.0	17572.0	8868.0	6491.0	2569.0	2197.0	1836.0	556.0	10.0	0.0	633106.0	7032703.0
GotPopAL36_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	69808.0	10214.0	5382.0	3986.0	1488.0	1093.0	759.0	366.0	8.0	0.0	372377.0	4089125.0
GotPopAL36_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	70128.0	9997.0	5136.0	3807.0	1458.0	1092.0	715.0	360.0	7.0	0.0	372781.0	4089125.0
GotPopAL38_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	72375.0	11030.0	5626.0	4143.0	1565.0	1400.0	813.0	401.0	10.0	0.0	384789.0	4301095.0
GotPopAL38_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	73219.0	10904.0	5503.0	4109.0	1507.0	1431.0	793.0	360.0	10.0	0.0	387186.0	4298225.0
GotPopAL39_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	136396.0	20866.0	10504.0	8005.0	3002.0	2345.0	2019.0	868.0	20.0	0.0	736685.0	8222386.0
GotPopAL39_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	137417.0	20054.0	10393.0	7957.0	2920.0	2370.0	1961.0	909.0	24.0	0.0	741277.0	8217814.0
GotPopAL3_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	1144.0	180.0	84.0	66.0	23.0	20.0	16.0	5.0	0.0	0.0	6026.0	69776.0
GotPopAL3_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	1077.0	160.0	62.0	69.0	17.0	9.0	34.0	6.0	0.0	0.0	6068.0	69838.0
GotPopAL40_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	143849.0	22064.0	11359.0	8179.0	3194.0	2660.0	2499.0	822.0	21.0	0.0	776420.0	8720212.0
GotPopAL40_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	146708.0	21764.0	11378.0	8223.0	3028.0	2743.0	2484.0	767.0	21.0	0.0	786549.0	8707614.0
GotPopAL41_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	102647.0	15489.0	7960.0	5769.0	2242.0	1789.0	1357.0	633.0	13.0	0.0	553580.0	6161626.0
GotPopAL41_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	102914.0	15445.0	7712.0	5736.0	2217.0	1807.0	1391.0	595.0	15.0	0.0	552961.0	6162312.0
GotPopAL42_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	56678.0	8719.0	4437.0	3318.0	1226.0	956.0	996.0	347.0	11.0	0.0	307090.0	3548364.0
GotPopAL42_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	58110.0	8753.0	4524.0	3276.0	1198.0	936.0	978.0	294.0	11.0	0.0	309236.0	3544826.0
GotPopAL43_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	61122.0	9126.0	4764.0	3348.0	1318.0	1034.0	702.0	325.0	9.0	0.0	323249.0	3748817.0
GotPopAL43_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	60987.0	9192.0	4700.0	3327.0	1271.0	1010.0	656.0	306.0	9.0	0.0	325201.0	3747155.0
GotPopAL44_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	24761.0	3664.0	1949.0	1354.0	543.0	407.0	408.0	137.0	4.0	0.0	131982.0	1515451.0
GotPopAL44_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	25115.0	3786.0	1904.0	1393.0	506.0	315.0	412.0	138.0	3.0	0.0	132982.0	1514106.0
GotPopAL45_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	125374.0	18808.0	9696.0	7277.0	2789.0	1834.0	1377.0	736.0	22.0	0.0	672522.0	7648804.0
GotPopAL45_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	127246.0	18731.0	9457.0	7169.0	2694.0	1814.0	1405.0	690.0	19.0	0.0	676304.0	7643710.0
GotPopAL46_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	23390.0	3590.0	1856.0	1338.0	492.0	448.0	485.0	137.0	6.0	0.0	127445.0	1448760.0
GotPopAL46_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	23698.0	3529.0	1737.0	1277.0	472.0	389.0	474.0	141.0	3.0	0.0	127628.0	1448599.0
GotPopAL49_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	25618.0	4014.0	1977.0	1433.0	570.0	407.0	452.0	152.0	4.0	0.0	137625.0	1543402.0
GotPopAL49_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	26085.0	3801.0	1918.0	1458.0	569.0	408.0	394.0	160.0	3.0	0.0	138486.0	1542372.0
GotPopAL4_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	157116.0	23265.0	11855.0	8614.0	3495.0	3421.0	2528.0	832.0	19.0	0.0	854733.0	9143676.0
GotPopAL4_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	157776.0	23123.0	11660.0	8282.0	3501.0	3302.0	2492.0	754.0	17.0	0.0	851908.0	9146739.0
GotPopAL50_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	17152.0	2651.0	1321.0	949.0	377.0	372.0	215.0	88.0	3.0	0.0	90985.0	1069631.0
GotPopAL50_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	17261.0	2608.0	1246.0	995.0	337.0	412.0	217.0	82.0	0.0	0.0	91784.0	1068802.0
GotPopAL5_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	70796.0	10793.0	5660.0	3998.0	1607.0	1085.0	1305.0	390.0	7.0	0.0	387281.0	4289026.0
GotPopAL5_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	71019.0	10809.0	5728.0	4132.0	1528.0	1054.0	1325.0	404.0	8.0	0.0	389778.0	4286163.0
GotPopAL6_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	75630.0	11365.0	5840.0	4318.0	1655.0	1232.0	911.0	410.0	10.0	0.0	402139.0	4572189.0
GotPopAL6_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	77081.0	11308.0	5685.0	4234.0	1620.0	1116.0	909.0	421.0	9.0	0.0	406710.0	4566606.0
GotPopAL8_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	802.0	117.0	61.0	43.0	16.0	14.0	10.0	3.0	0.0	0.0	4203.0	48992.0
GotPopAL8_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	806.0	98.0	61.0	46.0	13.0	5.0	10.0	3.0	0.0	0.0	4168.0	49051.0
GotPopAL9_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	409642.0	62227.0	31040.0	22845.0	9098.0	6745.0	5616.0	2338.0	64.0	0.0	2211100.0	24600185.0
GotPopAL9_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	412589.0	61308.0	31078.0	22603.0	8901.0	6785.0	5607.0	2224.0	57.0	0.0	2228716.0	24581032.0
GotPopAS10_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	52866.0	8016.0	4113.0	2994.0	1077.0	939.0	894.0	347.0	12.0	0.0	286349.0	3218460.0
GotPopAS10_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	53457.0	7806.0	4150.0	2924.0	1106.0	899.0	851.0	317.0	3.0	0.0	285379.0	3219175.0
GotPopAS11_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	36378.0	5538.0	2788.0	2037.0	843.0	606.0	636.0	193.0	2.0	0.0	193959.0	2251673.0
GotPopAS11_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	36509.0	5368.0	2760.0	1961.0	820.0	606.0	632.0	177.0	7.0	0.0	193890.0	2251923.0
GotPopAS12_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	37993.0	5881.0	2992.0	2160.0	820.0	602.0	522.0	244.0	6.0	0.0	202132.0	2355825.0
GotPopAS12_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	38423.0	5793.0	2912.0	2182.0	861.0	570.0	524.0	238.0	3.0	0.0	202367.0	2355304.0
GotPopAS13_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	611693.0	92808.0	47620.0	36410.0	13787.0	10243.0	6631.0	4192.0	98.0	0.0	3462338.0	36146439.0
GotPopAS13_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	620072.0	91618.0	46433.0	35898.0	13253.0	9903.0	6526.0	3939.0	85.0	0.0	3458093.0	36146439.0
GotPopAS14_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	59803.0	8819.0	4659.0	3490.0	1258.0	860.0	819.0	366.0	6.0	0.0	332519.0	3479839.0
GotPopAS14_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	60039.0	8865.0	4686.0	3368.0	1267.0	846.0	810.0	402.0	8.0	0.0	331919.0	3480228.0
GotPopAS15_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	15198.0	2381.0	1103.0	916.0	339.0	244.0	228.0	87.0	2.0	0.0	80829.0	974330.0
GotPopAS15_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	15564.0	2368.0	1195.0	966.0	323.0	242.0	222.0	75.0	1.0	0.0	81339.0	973362.0
GotPopAS16_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	278018.0	42247.0	21309.0	15562.0	6210.0	5414.0	4807.0	1536.0	33.0	0.0	1502779.0	16938859.0
GotPopAS16_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	282758.0	42351.0	21561.0	15431.0	6193.0	5454.0	4771.0	1509.0	46.0	0.0	1526066.0	16910634.0
GotPopAS17_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	147251.0	21953.0	11286.0	8257.0	3143.0	2597.0	1824.0	960.0	16.0	0.0	772426.0	8805614.0
GotPopAS17_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	148526.0	21719.0	11360.0	8138.0	3179.0	2546.0	1779.0	883.0	22.0	0.0	785246.0	8791929.0
GotPopAS18_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	20781.0	3173.0	1620.0	1125.0	472.0	395.0	322.0	135.0	0.0	0.0	112369.0	1263525.0
GotPopAS18_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	21042.0	3117.0	1588.0	1151.0	438.0	384.0	319.0	111.0	2.0	0.0	112100.0	1263665.0
GotPopAS19_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	48371.0	7193.0	3689.0	2711.0	1037.0	757.0	972.0	272.0	11.0	0.0	257991.0	2868727.0
GotPopAS19_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	48705.0	7104.0	3595.0	2663.0	1019.0	720.0	921.0	213.0	6.0	0.0	258377.0	2868408.0
GotPopAS1_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	10238.0	1533.0	741.0	586.0	229.0	162.0	141.0	43.0	0.0	0.0	54138.0	648246.0
GotPopAS1_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	10467.0	1500.0	761.0	552.0	216.0	179.0	144.0	62.0	1.0	0.0	54359.0	647816.0
GotPopAS21_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	70728.0	10151.0	5279.0	3905.0	1495.0	1114.0	1213.0	446.0	9.0	0.0	386097.0	4121447.0
GotPopAS21_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	71221.0	10244.0	5413.0	3966.0	1500.0	1062.0	1304.0	423.0	10.0	0.0	391277.0	4115464.0
GotPopAS22_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	89591.0	14251.0	7146.0	5216.0	1956.0	1831.0	1448.0	517.0	9.0	0.0	492905.0	5442960.0
GotPopAS22_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	90826.0	13680.0	7045.0	5202.0	1973.0	1859.0	1421.0	512.0	10.0	0.0	494160.0	5441142.0
GotPopAS23_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	825.0	139.0	55.0	54.0	18.0	20.0	12.0	3.0	0.0	0.0	4404.0	51475.0
GotPopAS23_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	869.0	128.0	77.0	41.0	10.0	15.0	8.0	1.0	0.0	0.0	4404.0	51452.0
GotPopAS24_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	92114.0	14222.0	7225.0	5163.0	1980.0	1873.0	1661.0	560.0	18.0	0.0	497940.0	5693227.0
GotPopAS24_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	93492.0	14224.0	7319.0	5381.0	2051.0	1820.0	1635.0	534.0	17.0	0.0	501968.0	5687542.0
GotPopAS25_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	92627.0	14414.0	7125.0	5395.0	1991.0	1326.0	1098.0	581.0	13.0	0.0	508581.0	5496090.0
GotPopAS25_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	93281.0	14265.0	7040.0	5409.0	1959.0	1269.0	1078.0	543.0	11.0	0.0	508909.0	5495477.0
GotPopAS26_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	98066.0	14703.0	7419.0	5450.0	2159.0	1521.0	1597.0	585.0	14.0	0.0	528145.0	5845851.0
GotPopAS26_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	99234.0	14582.0	7435.0	5564.0	2111.0	1477.0	1608.0	538.0	11.0	0.0	533605.0	5839345.0
GotPopAS27_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	45083.0	6666.0	3479.0	2569.0	979.0	691.0	612.0	253.0	9.0	0.0	241025.0	2703271.0
GotPopAS27_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	45343.0	6772.0	3461.0	2528.0	905.0	733.0	576.0	244.0	5.0	0.0	242301.0	2701769.0
GotPopAS29_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	69667.0	10609.0	5408.0	3942.0	1561.0	1038.0	1430.0	359.0	12.0	0.0	372114.0	4185953.0
GotPopAS29_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	69880.0	10328.0	5181.0	3874.0	1493.0	995.0	1372.0	367.0	8.0	0.0	371712.0	4186883.0
GotPopAS2_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	87767.0	13317.0	6839.0	5115.0	1882.0	1491.0	1056.0	497.0	12.0	0.0	472842.0	5365002.0
GotPopAS2_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	88823.0	13176.0	6744.0	4986.0	1937.0	1472.0	1012.0	417.0	14.0	0.0	471641.0	5365598.0
GotPopAS30_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	116189.0	17520.0	8948.0	6343.0	2526.0	2913.0	2128.0	560.0	14.0	0.0	626419.0	6936241.0
GotPopAS30_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	117429.0	17194.0	8857.0	6154.0	2615.0	2611.0	2018.0	648.0	13.0	0.0	625249.0	6937013.0
GotPopAS31_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	57428.0	8827.0	4368.0	3210.0	1257.0	894.0	742.0	288.0	10.0	0.0	299408.0	3590185.0
GotPopAS31_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	57459.0	8488.0	4382.0	3192.0	1129.0	850.0	768.0	268.0	10.0	0.0	302266.0	3587805.0
GotPopAS32_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	77278.0	11796.0	6007.0	4433.0	1702.0	1260.0	1540.0	423.0	9.0	0.0	415125.0	4776780.0
GotPopAS32_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	78889.0	11774.0	6019.0	4295.0	1660.0	1278.0	1509.0	394.0	9.0	0.0	421161.0	4769365.0
GotPopAS33_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	47967.0	7311.0	3623.0	2752.0	1032.0	799.0	597.0	318.0	5.0	0.0	258972.0	2894288.0
GotPopAS33_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	48729.0	7103.0	3636.0	2681.0	1007.0	781.0	600.0	278.0	8.0	0.0	260162.0	2892679.0
GotPopAS34_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	145707.0	21468.0	11036.0	7800.0	3100.0	2406.0	2950.0	739.0	12.0	0.0	776831.0	8276747.0
GotPopAS34_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	148374.0	21304.0	10779.0	7822.0	3140.0	2324.0	2897.0	773.0	18.0	0.0	783867.0	8267498.0
GotPopAS35_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	18654.0	2793.0	1416.0	1063.0	381.0	376.0	266.0	105.0	0.0	0.0	97905.0	1144654.0
GotPopAS35_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	18670.0	2728.0	1440.0	1029.0	396.0	353.0	257.0	105.0	1.0	0.0	98233.0	1144401.0
GotPopAS37_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	74921.0	11400.0	5783.0	4265.0	1674.0	1113.0	814.0	402.0	14.0	0.0	400989.0	4542633.0
GotPopAS37_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r2_screen	75955.0	11119.0	5860.0	4242.0	1563.0	1199.0	810.0	418.0	9.0	0.0	404235.0	4538598.0
GotPopAS38_CKDL230018273-1A_H5YMHDSX7_L3_clmp.fp2_r1_screen	38031.0	5729.0	3109.0	2131.0	830.0	565.0	742.0	195.0	3.0	0.0	203314.0	2291840.0
