#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	281276	275734	98.03	339	0.12	135	0.05	652	0.23	4416	1.57
Ecoli	281276	281274	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	281276	281276	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	281276	281273	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	281276	280926	99.87	0	0.00	0	0.00	20	0.01	330	0.12
Bacteria_24k	281276	277089	98.51	351	0.12	873	0.31	359	0.13	2604	0.93
Protists_1k	281276	270700	96.24	983	0.35	2632	0.94	376	0.13	6585	2.34
Viruses	281276	278857	99.14	33	0.01	4	0.00	274	0.10	2108	0.75
Fungi_RefSeq_release	281276	275584	97.98	147	0.05	87	0.03	792	0.28	4666	1.66
Coral	281276	278763	99.11	21	0.01	3	0.00	317	0.11	2172	0.77
Bird	281276	277865	98.79	112	0.04	25	0.01	689	0.24	2585	0.92
Plant	281276	278550	99.03	15	0.01	1	0.00	336	0.12	2374	0.84

%Hit_no_genomes: 95.39
