#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4938039	4835150	97.92	5266	0.11	2111	0.04	13834	0.28	81678	1.65
Ecoli	4938039	4937998	100.00	0	0.00	0	0.00	21	0.00	20	0.00
PhiX	4938039	4938039	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4938039	4937938	100.00	0	0.00	0	0.00	1	0.00	100	0.00
Vectors	4938039	4929497	99.83	8	0.00	2	0.00	533	0.01	7999	0.16
Bacteria_24k	4938039	4881933	98.85	2257	0.05	7162	0.15	5913	0.12	40774	0.83
Protists_1k	4938039	4743958	96.07	18362	0.37	50482	1.02	5483	0.11	119754	2.43
Viruses	4938039	4897384	99.17	493	0.01	54	0.00	4722	0.10	35386	0.72
Fungi_RefSeq_release	4938039	4830984	97.83	2612	0.05	1565	0.03	15606	0.32	87272	1.77
Coral	4938039	4888468	99.00	399	0.01	93	0.00	7454	0.15	41625	0.84
Bird	4938039	4872676	98.67	1765	0.04	430	0.01	11510	0.23	51658	1.05
Plant	4938039	4883294	98.89	392	0.01	86	0.00	7781	0.16	46486	0.94

%Hit_no_genomes: 95.47
