#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2661570	2644210	99.35	8290	0.31	2194	0.08	462	0.02	6414	0.24
Ecoli	2661570	2658017	99.86	0	0.00	0	0.00	1805	0.07	1748	0.07
PhiX	2661570	2661570	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2661570	2661532	100.00	0	0.00	0	0.00	2	0.00	36	0.00
Vectors	2661570	2658542	99.89	1	0.00	0	0.00	1169	0.04	1858	0.07
Bacteria_24k	2661570	2062149	77.48	149663	5.62	280527	10.54	10323	0.39	158908	5.97
Protists_1k	2661570	2464174	92.59	19642	0.74	6767	0.25	78560	2.95	92427	3.47
Viruses	2661570	2650971	99.60	525	0.02	383	0.01	2042	0.08	7649	0.29
Fungi_RefSeq_release	2661570	2638388	99.12	9544	0.36	715	0.03	4689	0.18	8234	0.31
Coral	2661570	2657123	99.83	4	0.00	0	0.00	689	0.03	3754	0.14
Bird	2661570	2658878	99.90	8	0.00	2	0.00	391	0.01	2291	0.09
Plant	2661570	2658393	99.89	26	0.00	32	0.00	356	0.01	2763	0.10

%Hit_no_genomes: 75.50
