#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	327991	322017	98.18	291	0.09	93	0.03	761	0.23	4829	1.47
Ecoli	327991	327988	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	327991	327991	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	327991	327977	100.00	0	0.00	0	0.00	0	0.00	14	0.00
Vectors	327991	327486	99.85	0	0.00	0	0.00	35	0.01	470	0.14
Bacteria_24k	327991	323855	98.74	283	0.09	822	0.25	368	0.11	2663	0.81
Protists_1k	327991	316382	96.46	1225	0.37	2812	0.86	454	0.14	7118	2.17
Viruses	327991	325410	99.22	32	0.01	7	0.00	302	0.09	2240	0.68
Fungi_RefSeq_release	327991	321689	98.08	189	0.06	112	0.03	880	0.27	5121	1.56
Coral	327991	325159	99.14	28	0.01	6	0.00	439	0.13	2359	0.72
Bird	327991	324231	98.85	119	0.04	21	0.01	704	0.21	2916	0.89
Plant	327991	324844	99.04	24	0.01	4	0.00	424	0.13	2695	0.82

%Hit_no_genomes: 95.75
