#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	95873	93531	97.56	361	0.38	108	0.11	254	0.26	1619	1.69
Ecoli	95873	95870	100.00	0	0.00	0	0.00	2	0.00	1	0.00
PhiX	95873	95873	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	95873	95869	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	95873	95705	99.83	0	0.00	0	0.00	12	0.01	156	0.16
Bacteria_24k	95873	94005	98.05	209	0.22	475	0.50	108	0.11	1076	1.12
Protists_1k	95873	91861	95.81	350	0.37	957	1.00	239	0.25	2466	2.57
Viruses	95873	95002	99.09	18	0.02	0	0.00	97	0.10	756	0.79
Fungi_RefSeq_release	95873	93797	97.84	57	0.06	30	0.03	281	0.29	1708	1.78
Coral	95873	94913	98.99	6	0.01	2	0.00	151	0.16	801	0.84
Bird	95873	94622	98.69	40	0.04	6	0.01	245	0.26	960	1.00
Plant	95873	94859	98.94	5	0.01	0	0.00	135	0.14	874	0.91

%Hit_no_genomes: 94.33
