#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1910478	1852700	96.97	1854	0.10	513	0.03	5913	0.31	49498	2.59
Ecoli	1910478	1910477	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	1910478	1910478	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1910478	1910439	100.00	0	0.00	0	0.00	1	0.00	38	0.00
Vectors	1910478	1903986	99.66	4	0.00	1	0.00	378	0.02	6109	0.32
Bacteria_24k	1910478	1873797	98.08	655	0.03	714	0.04	3016	0.16	32296	1.69
Protists_1k	1910478	1826183	95.60	6572	0.34	13164	0.69	2572	0.13	61987	3.24
Viruses	1910478	1880697	98.45	56	0.00	22	0.00	2573	0.13	27130	1.42
Fungi_RefSeq_release	1910478	1851382	96.91	1409	0.07	360	0.02	6067	0.32	51260	2.68
Coral	1910478	1871806	97.98	283	0.01	66	0.00	4519	0.24	33804	1.77
Bird	1910478	1863003	97.50	1065	0.06	321	0.02	5662	0.30	40427	2.12
Plant	1910478	1876236	98.22	263	0.01	54	0.00	4231	0.22	29694	1.55

%Hit_no_genomes: 95.03
