#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1213262	1173938	96.76	1199	0.10	360	0.03	4051	0.33	33714	2.78
Ecoli	1213262	1213260	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	1213262	1213262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1213262	1213241	100.00	0	0.00	0	0.00	0	0.00	21	0.00
Vectors	1213262	1208664	99.62	1	0.00	0	0.00	231	0.02	4366	0.36
Bacteria_24k	1213262	1188815	97.99	363	0.03	396	0.03	2050	0.17	21638	1.78
Protists_1k	1213262	1155867	95.27	4343	0.36	8760	0.72	1725	0.14	42567	3.51
Viruses	1213262	1193113	98.34	44	0.00	6	0.00	1799	0.15	18300	1.51
Fungi_RefSeq_release	1213262	1172909	96.67	921	0.08	269	0.02	4133	0.34	35030	2.89
Coral	1213262	1187591	97.89	150	0.01	33	0.00	3005	0.25	22483	1.85
Bird	1213262	1181287	97.37	692	0.06	181	0.01	3911	0.32	27191	2.24
Plant	1213262	1189971	98.09	157	0.01	27	0.00	2834	0.23	20273	1.67

%Hit_no_genomes: 94.72
