#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	418587	416762	99.56	818	0.20	243	0.06	60	0.01	704	0.17
Ecoli	418587	418457	99.96	0	0.00	0	0.00	23	0.01	107	0.03
PhiX	418587	418587	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	418587	418581	100.00	0	0.00	0	0.00	0	0.00	6	0.00
Vectors	418587	418545	99.99	0	0.00	0	0.00	4	0.00	38	0.01
Bacteria_24k	418587	312607	74.69	35390	8.45	38800	9.27	3158	0.75	28632	6.84
Protists_1k	418587	380584	90.93	4456	1.06	1356	0.32	17281	4.13	14910	3.56
Viruses	418587	417870	99.83	30	0.01	4	0.00	174	0.04	509	0.12
Fungi_RefSeq_release	418587	417278	99.69	54	0.01	10	0.00	568	0.14	677	0.16
Coral	418587	418248	99.92	4	0.00	0	0.00	60	0.01	275	0.07
Bird	418587	418207	99.92	10	0.00	5	0.00	52	0.01	313	0.07
Plant	418587	418278	99.93	2	0.00	0	0.00	52	0.01	255	0.06

%Hit_no_genomes: 72.88
