#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1849175	1793070	96.97	1661	0.09	462	0.02	5541	0.30	48441	2.62
Ecoli	1849175	1849174	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	1849175	1849175	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1849175	1849147	100.00	0	0.00	0	0.00	4	0.00	24	0.00
Vectors	1849175	1842456	99.64	1	0.00	2	0.00	360	0.02	6356	0.34
Bacteria_24k	1849175	1812809	98.04	747	0.04	816	0.04	2968	0.16	31835	1.72
Protists_1k	1849175	1767475	95.58	6072	0.33	12317	0.67	2470	0.13	60841	3.29
Viruses	1849175	1819645	98.40	49	0.00	19	0.00	2536	0.14	26926	1.46
Fungi_RefSeq_release	1849175	1791621	96.89	1240	0.07	392	0.02	5810	0.31	50112	2.71
Coral	1849175	1812108	98.00	238	0.01	54	0.00	4098	0.22	32677	1.77
Bird	1849175	1803518	97.53	967	0.05	281	0.02	5398	0.29	39011	2.11
Plant	1849175	1815356	98.18	229	0.01	50	0.00	3900	0.21	29640	1.60

%Hit_no_genomes: 95.05
