#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2184368	2094126	95.87	3747	0.17	930	0.04	10218	0.47	75347	3.45
Ecoli	2184368	2184328	100.00	0	0.00	0	0.00	7	0.00	33	0.00
PhiX	2184368	2184368	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2184368	2184102	99.99	0	0.00	0	0.00	27	0.00	239	0.01
Vectors	2184368	2174142	99.53	3	0.00	0	0.00	718	0.03	9505	0.44
Bacteria_24k	2184368	2114306	96.79	7200	0.33	7798	0.36	5837	0.27	49227	2.25
Protists_1k	2184368	2048345	93.77	12632	0.58	19868	0.91	7718	0.35	95805	4.39
Viruses	2184368	2142846	98.10	59	0.00	38	0.00	4125	0.19	37300	1.71
Fungi_RefSeq_release	2184368	2094388	95.88	2294	0.11	487	0.02	11142	0.51	76057	3.48
Coral	2184368	2125000	97.29	484	0.02	82	0.00	8519	0.39	50283	2.30
Bird	2184368	2111325	96.66	1375	0.06	345	0.02	10107	0.46	61216	2.80
Plant	2184368	2133273	97.67	488	0.02	72	0.00	6814	0.31	43721	2.00

%Hit_no_genomes: 92.39
