#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1193151	1158638	97.11	1161	0.10	281	0.02	3666	0.31	29405	2.46
Ecoli	1193151	1193149	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	1193151	1193151	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1193151	1193145	100.00	0	0.00	0	0.00	0	0.00	6	0.00
Vectors	1193151	1189362	99.68	0	0.00	0	0.00	221	0.02	3568	0.30
Bacteria_24k	1193151	1170025	98.07	756	0.06	730	0.06	1948	0.16	19692	1.65
Protists_1k	1193151	1142049	95.72	4175	0.35	7625	0.64	1810	0.15	37492	3.14
Viruses	1193151	1175462	98.53	31	0.00	16	0.00	1489	0.12	16153	1.35
Fungi_RefSeq_release	1193151	1157804	97.04	849	0.07	253	0.02	3850	0.32	30395	2.55
Coral	1193151	1170274	98.09	155	0.01	36	0.00	2614	0.22	20072	1.68
Bird	1193151	1164841	97.63	640	0.05	182	0.02	3451	0.29	24037	2.01
Plant	1193151	1172726	98.29	154	0.01	28	0.00	2469	0.21	17774	1.49

%Hit_no_genomes: 95.13
