#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2730696	2651118	97.09	2554	0.09	714	0.03	8054	0.29	68256	2.50
Ecoli	2730696	2730688	100.00	0	0.00	0	0.00	0	0.00	8	0.00
PhiX	2730696	2730696	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2730696	2730661	100.00	0	0.00	0	0.00	1	0.00	34	0.00
Vectors	2730696	2721592	99.67	8	0.00	2	0.00	521	0.02	8573	0.31
Bacteria_24k	2730696	2676096	97.99	2126	0.08	2693	0.10	4258	0.16	45523	1.67
Protists_1k	2730696	2613079	95.68	8974	0.33	17901	0.66	4246	0.16	86496	3.17
Viruses	2730696	2689372	98.49	78	0.00	34	0.00	3563	0.13	37649	1.38
Fungi_RefSeq_release	2730696	2649199	97.02	1934	0.07	595	0.02	8303	0.30	70665	2.59
Coral	2730696	2678220	98.08	328	0.01	83	0.00	5925	0.22	46140	1.69
Bird	2730696	2666064	97.64	1354	0.05	352	0.01	7729	0.28	55197	2.02
Plant	2730696	2683553	98.27	327	0.01	69	0.00	5362	0.20	41385	1.52

%Hit_no_genomes: 95.06
