#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	291636	288945	99.08	1462	0.50	343	0.12	62	0.02	824	0.28
Ecoli	291636	291541	99.97	0	0.00	0	0.00	12	0.00	83	0.03
PhiX	291636	291636	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	291636	291620	99.99	0	0.00	0	0.00	0	0.00	16	0.01
Vectors	291636	291581	99.98	0	0.00	1	0.00	2	0.00	52	0.02
Bacteria_24k	291636	212501	72.86	26543	9.10	29190	10.01	2298	0.79	21104	7.24
Protists_1k	291636	263530	90.36	3156	1.08	997	0.34	12681	4.35	11272	3.87
Viruses	291636	291035	99.80	12	0.00	4	0.00	148	0.05	437	0.15
Fungi_RefSeq_release	291636	290494	99.60	104	0.04	4	0.00	428	0.15	606	0.21
Coral	291636	291318	99.89	2	0.00	0	0.00	66	0.02	250	0.09
Bird	291636	291253	99.88	8	0.00	1	0.00	68	0.02	306	0.10
Plant	291636	291360	99.91	1	0.00	0	0.00	39	0.01	236	0.08

%Hit_no_genomes: 70.55
