pos	5pC>T
1	0.00532724505327245
2	0.00572349175393225
3	0.0047482568336399
4	0.00431329005807995
5	0.00372894432300373
6	0.00395972871645815
7	0.00375923789995301
8	0.00398693642108835
9	0.00405626995771123
10	0.00390442643126936
11	0.00432507244496345
12	0.00375907362599378
13	0.00430603279544169
14	0.00362992091957997
15	0.00408795559189294
16	0.00469583778014941
17	0.00401743738781092
18	0.00387546266057043
19	0.00372133275638252
20	0.00437336534751104
21	0.00434348260435217
22	0.00536719465898678
23	0.0037025743781853
24	0.00451741812179654
25	0.00358701758935131
