# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	122	228
+	222	158
+	154	246
+	253	130
+	146	239
+	204	163
+	246	140
+	208	197
+	132	229
+	226	155
+	178	233
+	135	272
+	189	218
+	186	226
+	286	82
+	150	271
+	197	221
+	169	231
+	219	179
+	238	155
+	105	128
+	155	240
+	272	96
+	163	240
+	108	172
+	114	155
+	110	168
+	235	174
+	242	137
+	227	153
+	287	83
+	112	171
+	205	183
+	274	86
+	88	64
+	106	154
+	171	243
+	142	241
+	156	244
+	128	221
+	101	144
+	183	229
+	256	124
+	195	224
+	250	117
+	151	264
+	176	252
+	248	145
+	265	113
+	221	173
+	97	110
+	213	201
+	81	27
+	111	173
+	160	251
+	134	219
+	179	215
+	214	196
+	168	232
+	187	243
+	136	254
+	158	234
+	247	138
+	129	201
+	263	111
+	172	257
+	201	204
+	127	206
+	86	48
+	233	132
+	167	230
+	249	154
+	166	256
+	157	256
+	190	231
+	140	247
+	177	219
+	149	265
+	229	184
+	185	227
+	175	242
+	121	213
+	198	182
+	202	198
+	116	207
+	230	160
+	161	229
+	236	139
+	243	128
+	220	178
+	123	211
+	203	200
+	165	260
+	273	86
+	258	109
+	74	19
+	104	146
+	130	234
+	118	223
+	228	156
+	152	249
+	206	191
+	218	187
+	188	233
+	113	191
+	237	142
+	90	70
+	192	215
+	199	219
+	95	94
+	141	216
+	143	224
+	159	243
+	120	226
+	277	84
+	85	48
+	162	238
+	96	109
+	99	128
+	261	100
+	153	267
+	84	42
+	266	108
+	210	188
+	139	253
+	180	243
+	224	167
+	225	156
+	257	132
+	200	199
+	107	193
+	173	233
+	217	159
+	103	143
+	93	74
+	145	238
+	223	173
+	125	229
+	56	6
+	252	113
+	268	90
+	164	244
+	191	196
+	61	8
+	102	168
+	131	194
+	194	177
+	271	107
+	147	270
+	148	238
+	193	206
+	289	75
+	92	70
+	174	232
+	94	87
+	117	212
+	211	180
+	212	195
+	182	244
+	138	254
+	215	179
+	282	83
+	254	144
+	231	147
+	255	116
+	144	268
+	126	209
+	119	179
+	262	104
+	281	80
+	124	218
+	184	242
+	209	193
+	260	110
+	170	237
+	234	126
+	284	82
+	133	216
+	77	35
+	207	203
+	216	173
+	240	142
+	115	174
+	275	108
+	44	5
+	181	217
+	239	142
+	69	13
+	264	120
+	245	162
+	137	235
+	285	83
+	278	79
+	196	214
+	259	117
+	279	92
+	232	145
+	244	144
+	241	140
+	82	39
+	280	98
+	251	123
+	283	93
+	91	75
+	83	35
+	100	130
+	276	89
+	98	132
+	72	15
+	78	22
+	267	113
+	270	95
+	89	57
+	109	160
+	269	102
+	290	3
+	68	9
+	288	73
+	73	20
+	80	34
+	59	11
+	87	45
+	55	5
+	79	28
+	47	4
+	48	6
+	65	16
+	34	1
+	51	1
+	62	8
+	71	16
+	70	19
+	64	15
+	66	11
+	75	21
+	45	1
+	58	7
+	293	1
+	60	10
+	67	11
+	53	5
+	49	6
+	63	4
+	50	4
+	54	5
+	57	9
+	76	22
+	291	2
+	52	7
+	39	2
+	42	1
+	46	1
+	43	1
+	35	1
-	267	103
-	218	177
-	255	128
-	154	256
-	217	153
-	198	203
-	104	151
-	140	257
-	142	277
-	285	81
-	184	211
-	85	45
-	161	227
-	157	273
-	261	109
-	283	78
-	208	195
-	276	101
-	122	203
-	169	243
-	99	123
-	125	214
-	246	155
-	139	218
-	146	237
-	80	26
-	226	170
-	115	185
-	209	172
-	136	235
-	159	267
-	175	226
-	107	160
-	185	229
-	187	241
-	128	225
-	245	151
-	149	266
-	126	198
-	182	243
-	183	244
-	263	109
-	188	213
-	119	216
-	190	198
-	252	142
-	230	137
-	108	167
-	133	233
-	216	170
-	170	216
-	186	221
-	181	219
-	200	209
-	176	263
-	75	29
-	124	231
-	189	198
-	247	130
-	106	171
-	221	174
-	134	213
-	141	252
-	204	193
-	138	256
-	130	220
-	225	156
-	192	198
-	166	226
-	173	262
-	201	204
-	103	133
-	202	186
-	163	225
-	117	175
-	280	99
-	86	42
-	248	135
-	96	112
-	111	190
-	69	13
-	207	204
-	174	248
-	148	251
-	131	227
-	94	71
-	253	126
-	172	217
-	132	247
-	144	242
-	179	230
-	239	156
-	195	229
-	145	249
-	213	198
-	194	198
-	205	179
-	249	136
-	214	150
-	118	199
-	129	224
-	196	201
-	137	270
-	210	173
-	92	93
-	89	66
-	193	198
-	127	232
-	135	224
-	222	174
-	153	258
-	229	171
-	244	135
-	212	179
-	121	232
-	164	211
-	97	113
-	143	267
-	237	143
-	275	94
-	150	251
-	220	181
-	235	118
-	288	60
-	250	139
-	100	156
-	110	157
-	109	177
-	162	246
-	151	230
-	271	103
-	272	84
-	191	194
-	178	237
-	165	241
-	171	237
-	256	106
-	232	148
-	282	86
-	269	104
-	215	213
-	63	16
-	273	83
-	113	194
-	228	159
-	152	250
-	91	74
-	156	226
-	102	144
-	112	195
-	197	205
-	259	111
-	233	137
-	147	258
-	79	33
-	260	104
-	70	17
-	155	246
-	211	196
-	158	260
-	123	215
-	71	27
-	203	186
-	224	180
-	101	164
-	243	112
-	66	18
-	254	109
-	279	97
-	93	90
-	234	148
-	177	233
-	284	94
-	238	136
-	120	234
-	199	180
-	236	147
-	270	115
-	58	4
-	95	120
-	287	82
-	265	104
-	223	145
-	160	236
-	168	246
-	74	19
-	262	91
-	281	80
-	116	185
-	266	112
-	277	80
-	180	238
-	84	48
-	206	187
-	274	97
-	242	138
-	231	137
-	227	153
-	258	111
-	114	195
-	289	93
-	240	172
-	62	14
-	219	202
-	167	208
-	87	49
-	77	26
-	286	80
-	241	130
-	98	115
-	264	99
-	78	21
-	76	19
-	105	133
-	251	141
-	54	11
-	90	74
-	48	4
-	278	98
-	64	14
-	59	6
-	73	18
-	81	22
-	257	107
-	83	31
-	52	8
-	68	20
-	44	2
-	65	19
-	51	3
-	61	9
-	88	53
-	55	10
-	268	97
-	60	8
-	290	4
-	57	6
-	82	28
-	36	2
-	72	16
-	67	8
-	45	2
-	53	4
-	47	3
-	56	5
-	43	2
-	293	1
-	50	5
-	46	4
-	49	1
-	37	1
-	39	1
-	40	1
-	42	1
