Module	Section	Sample Name	Source
Snippy	snippy	multiqc	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/fqscrn_mqc_data/multiqc.log
FastQ Screen	all_sections	Goy-CPnd_005-Ex1-6A-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_005-Ex1-6A-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_056-Ex1-3G-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_056-Ex1-3G-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_038-Ex1-5F-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_038-Ex1-5F-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-APnd_053-Ex1-7E-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_053-Ex1-7E-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_055-Ex1-7G-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_055-Ex1-7G-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-APnd_052-Ex1-7D-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_052-Ex1-7D-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_047-Ex1-6E-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_047-Ex1-6E-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-APnd_056-Ex1-7H-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_056-Ex1-7H-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_095-Ex1-5A-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_095-Ex1-5A-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_037-Ex1-3H-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_037-Ex1-3H-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_064-Ex1-8H-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_064-Ex1-8H-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-APnd_003-Ex1-1C-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_003-Ex1-1C-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_060-Ex1-8D-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_060-Ex1-8D-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_037-Ex1-5E-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_037-Ex1-5E-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_010-Ex1-6D-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_010-Ex1-6D-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_016-Ex1-2H-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_016-Ex1-2H-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-APnd_040-Ex1-5H-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_040-Ex1-5H-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-CPnd_035-Ex1-3A-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_035-Ex1-3A-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_041-Ex1-3C-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_041-Ex1-3C-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-APnd_024-Ex1-3H-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_024-Ex1-3H-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-APnd_046-Ex1-6F-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-APnd_046-Ex1-6F-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-CPnd_042-Ex1-3B-lcwgs-1-2.clmp.fp2_r2_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_042-Ex1-3B-lcwgs-1-2.clmp.fp2_r2_screen.txt
FastQ Screen	all_sections	Goy-CPnd_026-Ex1-2F-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_026-Ex1-2F-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-CPnd_073-Ex1-4C-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_073-Ex1-4C-lcwgs-1-2.clmp.fp2_r1_screen.txt
FastQ Screen	all_sections	Goy-CPnd_020-Ex1-5B-lcwgs-1-2.clmp.fp2_r1_screen	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/gerres_oyena/2nd_sequencing_run/fq_fp1_clmp_fp2_fqscrn/Goy-CPnd_020-Ex1-5B-lcwgs-1-2.clmp.fp2_r1_screen.txt
