Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Lva-APnd_001-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	32.0	27.0	5.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	146.0	4837.0
Lva-APnd_001-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	44.0	26.0	7.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	131.0	4837.0
Lva-APnd_002-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	11.0	11.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	71.0	2066.0
Lva-APnd_002-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	17.0	15.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	66.0	2063.0
Lva-APnd_003-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	15.0	9.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	1539.0
Lva-APnd_003-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	9.0	9.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	1543.0
Lva-APnd_004-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	28.0	27.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	3693.0
Lva-APnd_004-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	21.0	27.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	3689.0
Lva-APnd_005-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	31.0	24.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	2884.0
Lva-APnd_005-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	32.0	20.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	94.0	2894.0
Lva-APnd_006-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	64.0	8.0	5.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	201.0	8592.0
Lva-APnd_006-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	62.0	7.0	8.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	188.0	8610.0
Lva-APnd_007-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	16.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	49.0	1838.0
Lva-APnd_007-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	10.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	47.0	1846.0
Lva-APnd_008-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	14.0	2.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	50.0	1925.0
Lva-APnd_008-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	12.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	1929.0
Lva-APnd_009-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	26.0	3.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	79.0	3188.0
Lva-APnd_009-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	18.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	73.0	3204.0
Lva-APnd_010-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	10.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	35.0	1275.0
Lva-APnd_010-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	9.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	36.0	1275.0
Lva-APnd_011-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	5.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	23.0	1008.0
Lva-APnd_011-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	10.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	26.0	998.0
Lva-APnd_012-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	14.0	4.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	49.0	2406.0
Lva-APnd_012-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	17.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	50.0	2406.0
Lva-APnd_013-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	14.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	51.0	1755.0
Lva-APnd_013-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	10.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	45.0	1765.0
Lva-APnd_014-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	56.0	4.0	5.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	215.0	8461.0
Lva-APnd_014-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	59.0	9.0	5.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	223.0	8442.0
Lva-APnd_015-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	16.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	44.0	2032.0
Lva-APnd_015-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	10.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	2041.0
Lva-APnd_016-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	13.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	1828.0
Lva-APnd_016-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	12.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	29.0	1828.0
Lva-APnd_017-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	23.0	2.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	77.0	2994.0
Lva-APnd_017-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	23.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	73.0	2999.0
Lva-APnd_018-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	1275.0
Lva-APnd_018-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	3.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	28.0	1269.0
Lva-APnd_019-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	6.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	999.0
Lva-APnd_019-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	999.0
Lva-APnd_020-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	9.0	5.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	63.0	2344.0
Lva-APnd_020-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	8.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	59.0	2355.0
Lva-APnd_021-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	10.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	43.0	1766.0
Lva-APnd_021-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	15.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	44.0	1761.0
Lva-APnd_022-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	78.0	4.0	9.0	6.0	5.0	1.0	0.0	0.0	0.0	0.0	243.0	9083.0
Lva-APnd_022-Ex1-12A-lcwgs-1-1.clmp.fp2_r2_screen	71.0	6.0	9.0	6.0	4.0	0.0	1.0	1.0	0.0	0.0	240.0	9091.0
Lva-APnd_023-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	24.0	3.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	49.0	2336.0
Lva-APnd_023-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	12.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	57.0	2344.0
Lva-APnd_024-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	15.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	2047.0
Lva-APnd_024-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	11.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	60.0	2043.0
Lva-APnd_025-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	17.0	3.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	90.0	3431.0
Lva-APnd_025-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	25.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	3427.0
Lva-APnd_026-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	1335.0
Lva-APnd_026-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	1332.0
Lva-APnd_027-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	14.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	1057.0
Lva-APnd_027-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	9.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	25.0	1066.0
Lva-APnd_028-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	13.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	2475.0
Lva-APnd_028-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	11.0	6.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	52.0	2470.0
Lva-APnd_029-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	14.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	64.0	1867.0
Lva-APnd_029-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	16.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	64.0	1862.0
Lva-APnd_030-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	24.0	1.0	6.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	65.0	3031.0
Lva-APnd_030-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	22.0	0.0	3.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	74.0	3027.0
Lva-APnd_031-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	5.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	27.0	1122.0
Lva-APnd_031-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	5.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	27.0	1119.0
Lva-APnd_032-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	6.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	20.0	703.0
Lva-APnd_032-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	15.0	711.0
Lva-APnd_033-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	1009.0
Lva-APnd_033-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	1013.0
Lva-APnd_034-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	471.0
Lva-APnd_034-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	5.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	467.0
Lva-APnd_035-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	371.0
Lva-APnd_035-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	371.0
Lva-APnd_036-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	4.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	875.0
Lva-APnd_036-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	5.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	879.0
Lva-APnd_037-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	654.0
Lva-APnd_037-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	653.0
Lva-APnd_038-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	23.0	1.0	5.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	91.0	3082.0
Lva-APnd_038-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	21.0	2.0	5.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	87.0	3088.0
Lva-APnd_039-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	7.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	1382.0
Lva-APnd_039-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	14.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	38.0	1379.0
Lva-APnd_040-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	4.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	700.0
Lva-APnd_040-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	704.0
Lva-APnd_041-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	10.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	32.0	1225.0
Lva-APnd_041-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	5.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	30.0	1233.0
Lva-APnd_042-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	5.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	461.0
Lva-APnd_042-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	463.0
Lva-APnd_043-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	348.0
Lva-APnd_043-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	347.0
Lva-APnd_044-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	21.0	904.0
Lva-APnd_044-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	905.0
Lva-APnd_045-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	698.0
Lva-APnd_045-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	23.0	694.0
Lva-APnd_046-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	1880.0
Lva-APnd_046-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	10.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	43.0	1880.0
Lva-APnd_047-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	14.0	386.0
Lva-APnd_047-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	390.0
Lva-CPnd_001-Ex1-1A-lcwgs-2-1.clmp.fp2_r1_screen	16578.0	2681.0	2118.0	1390.0	1002.0	264.0	212.0	73.0	7.0	1.0	64702.0	2193717.0
Lva-CPnd_001-Ex1-1A-lcwgs-2-1.clmp.fp2_r2_screen	16513.0	2677.0	2107.0	1338.0	979.0	243.0	210.0	71.0	1.0	0.0	63975.0	2194631.0
Lva-CPnd_002-Ex1-2A-lcwgs-2-1.clmp.fp2_r1_screen	10989.0	11199.0	1445.0	921.0	699.0	198.0	120.0	171.0	6.0	0.0	45707.0	1439208.0
Lva-CPnd_002-Ex1-2A-lcwgs-2-1.clmp.fp2_r2_screen	10740.0	11127.0	1430.0	912.0	673.0	175.0	128.0	158.0	4.0	0.0	45050.0	1440266.0
Lva-CPnd_003-Ex1-3A-lcwgs-2-1.clmp.fp2_r1_screen	18060.0	8067.0	4653.0	1631.0	1312.0	328.0	224.0	111.0	4.0	0.0	71356.0	2544508.0
Lva-CPnd_003-Ex1-3A-lcwgs-2-1.clmp.fp2_r2_screen	18242.0	8057.0	4666.0	1594.0	1279.0	320.0	255.0	120.0	0.0	0.0	69357.0	2546364.0
