Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Lva-APnd_001-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	5052	115.0	2.2800000000000002	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.34	107.0	2.13	174.0	3.45	72.0	1.43	113.0	2.2399999999999998	74.0	1.4700000000000002	90.0	1.78	66.0	1.31	4837	95.76
Lva-APnd_001-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	5052	109.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.32	100.0	1.99	172.0	3.4000000000000004	71.0	1.41	104.0	2.06	65.0	1.29	81.0	1.6099999999999999	65.0	1.29	4837	95.76
Lva-APnd_002-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	2165	57.0	2.6199999999999997	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.23	52.0	2.4	81.0	3.7399999999999998	33.0	1.52	51.0	2.36	34.0	1.57	36.0	1.6600000000000001	33.0	1.52	2066	95.43
Lva-APnd_002-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	2165	57.0	2.6399999999999997	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.23	48.0	2.21	79.0	3.65	30.0	1.3900000000000001	44.0	2.04	29.0	1.34	35.0	1.62	30.0	1.3900000000000001	2063	95.33
Lva-APnd_003-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	1608	31.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.37	34.0	2.11	57.0	3.54	19.0	1.1800000000000002	34.0	2.11	20.0	1.25	21.0	1.2999999999999998	22.0	1.37	1539	95.71
Lva-APnd_003-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	1608	31.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.25	37.0	2.3000000000000003	51.0	3.18	18.0	1.12	33.0	2.0500000000000003	24.0	1.49	24.0	1.4900000000000002	20.0	1.2400000000000002	1543	95.96
Lva-APnd_004-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	3859	87.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.28	96.0	2.49	126.0	3.26	52.0	1.3499999999999999	76.0	1.97	59.0	1.5299999999999998	69.0	1.79	46.0	1.19	3693	95.7
Lva-APnd_004-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	3859	90.0	2.33	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.23	93.0	2.41	126.0	3.26	55.0	1.4300000000000002	85.0	2.2	56.0	1.4500000000000002	69.0	1.79	50.0	1.29	3689	95.62
Lva-APnd_005-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	3046	84.0	2.76	0.0	0.0	0.0	0.0	1.0	0.03	18.0	0.59	90.0	2.96	131.0	4.29	60.0	1.9700000000000002	87.0	2.85	63.0	2.0700000000000003	72.0	2.3600000000000003	50.0	1.6400000000000001	2884	94.71
Lva-APnd_005-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	3046	81.0	2.65	0.0	0.0	0.0	0.0	1.0	0.03	14.0	0.46	79.0	2.59	124.0	4.07	53.0	1.74	85.0	2.79	58.0	1.91	65.0	2.13	41.0	1.3399999999999999	2894	95.01
