#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1178109	1143101	97.03	1033	0.09	288	0.02	3189	0.27	30498	2.59
Ecoli	1178109	1178107	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	1178109	1178109	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1178109	1178067	100.00	0	0.00	0	0.00	5	0.00	37	0.00
Vectors	1178109	1174122	99.66	1	0.00	0	0.00	208	0.02	3778	0.32
Bacteria_24k	1178109	1157518	98.25	241	0.02	234	0.02	1739	0.15	18377	1.56
Protists_1k	1178109	1127288	95.69	3996	0.34	7803	0.66	1387	0.12	37635	3.19
Viruses	1178109	1159629	98.44	31	0.00	11	0.00	1799	0.15	16639	1.41
Fungi_RefSeq_release	1178109	1142364	96.96	783	0.07	228	0.02	3780	0.32	30954	2.63
Coral	1178109	1155883	98.12	137	0.01	25	0.00	2502	0.21	19562	1.66
Bird	1178109	1150109	97.62	556	0.05	106	0.01	3527	0.30	23811	2.02
Plant	1178109	1156545	98.17	144	0.01	40	0.00	2573	0.22	18807	1.60

%Hit_no_genomes: 95.23
