#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	53775	52371	97.38	35	0.07	10	0.02	143	0.27	1216	2.26
Ecoli	53775	53775	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	53775	53775	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	53775	53774	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	53775	53609	99.69	0	0.00	0	0.00	9	0.02	157	0.29
Bacteria_24k	53775	52932	98.43	12	0.02	14	0.03	75	0.14	742	1.38
Protists_1k	53775	51759	96.25	140	0.26	288	0.54	64	0.12	1524	2.83
Viruses	53775	53043	98.65	1	0.00	2	0.00	82	0.15	647	1.20
Fungi_RefSeq_release	53775	52328	97.31	43	0.08	13	0.02	145	0.27	1246	2.32
Coral	53775	52903	98.38	8	0.01	1	0.00	100	0.19	763	1.42
Bird	53775	52645	97.89	14	0.03	5	0.01	187	0.35	924	1.72
Plant	53775	52927	98.42	4	0.01	4	0.01	97	0.18	743	1.38

%Hit_no_genomes: 95.83
