#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	275402	267069	96.98	226	0.08	62	0.02	689	0.25	7356	2.67
Ecoli	275402	275402	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	275402	275402	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	275402	275399	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	275402	274467	99.67	0	0.00	0	0.00	40	0.01	895	0.32
Bacteria_24k	275402	270027	98.06	93	0.03	177	0.06	396	0.14	4709	1.71
Protists_1k	275402	263396	95.64	851	0.31	1844	0.67	328	0.12	8983	3.26
Viruses	275402	270832	98.35	5	0.00	4	0.00	399	0.14	4162	1.51
Fungi_RefSeq_release	275402	266915	96.91	159	0.06	42	0.02	786	0.29	7500	2.72
Coral	275402	269965	98.03	35	0.01	5	0.00	530	0.19	4867	1.77
Bird	275402	268727	97.58	104	0.04	25	0.01	781	0.28	5765	2.09
Plant	275402	270172	98.10	41	0.01	4	0.00	565	0.21	4620	1.68

%Hit_no_genomes: 95.16
