#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2436341	2321698	95.30	9934	0.41	2780	0.11	8271	0.34	93658	3.84
Ecoli	2436341	2436340	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	2436341	2436341	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2436341	2436317	100.00	0	0.00	0	0.00	3	0.00	21	0.00
Vectors	2436341	2424640	99.52	7	0.00	2	0.00	464	0.02	11228	0.46
Bacteria_24k	2436341	2374286	97.45	659	0.03	831	0.03	5320	0.22	55245	2.27
Protists_1k	2436341	2288048	93.91	9007	0.37	20925	0.86	3337	0.14	115024	4.72
Viruses	2436341	2379732	97.68	86	0.00	43	0.00	5561	0.23	50919	2.09
Fungi_RefSeq_release	2436341	2331184	95.68	1657	0.07	598	0.02	9674	0.40	93228	3.83
Coral	2436341	2372339	97.37	225	0.01	60	0.00	6311	0.26	57406	2.36
Bird	2436341	2353371	96.60	1319	0.05	260	0.01	9656	0.40	71735	2.94
Plant	2436341	2373133	97.41	309	0.01	83	0.00	6843	0.28	55973	2.30

%Hit_no_genomes: 93.01
