#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	150067	139452	92.94	94	0.06	34	0.02	502	0.33	9985	6.65
Ecoli	150067	150067	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	150067	150067	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	150067	150059	99.99	0	0.00	0	0.00	0	0.00	8	0.01
Vectors	150067	148005	98.63	0	0.00	0	0.00	16	0.01	2046	1.36
Bacteria_24k	150067	143064	95.32	99	0.07	132	0.09	414	0.28	6358	4.24
Protists_1k	150067	136604	91.03	481	0.32	1298	0.86	164	0.11	11520	7.68
Viruses	150067	143610	95.70	4	0.00	1	0.00	471	0.31	5981	3.99
Fungi_RefSeq_release	150067	139193	92.76	84	0.06	35	0.02	577	0.38	10178	6.78
Coral	150067	142786	95.15	5	0.00	5	0.00	552	0.37	6719	4.48
Bird	150067	141339	94.18	43	0.03	3	0.00	719	0.48	7963	5.31
Plant	150067	142769	95.13	13	0.01	2	0.00	549	0.37	6734	4.49

%Hit_no_genomes: 90.58
