#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	321706	304997	94.81	250	0.08	61	0.02	973	0.30	15425	4.79
Ecoli	321706	321706	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	321706	321706	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	321706	321664	99.99	0	0.00	0	0.00	12	0.00	30	0.01
Vectors	321706	318905	99.13	0	0.00	0	0.00	33	0.01	2768	0.86
Bacteria_24k	321706	311538	96.83	106	0.03	145	0.05	698	0.22	9219	2.87
Protists_1k	321706	299787	93.19	944	0.29	2511	0.78	311	0.10	18153	5.64
Viruses	321706	312140	97.03	4	0.00	3	0.00	864	0.27	8695	2.70
Fungi_RefSeq_release	321706	304713	94.72	148	0.05	64	0.02	1132	0.35	15649	4.86
Coral	321706	310715	96.59	22	0.01	9	0.00	1013	0.31	9947	3.09
Bird	321706	308217	95.80	117	0.04	26	0.01	1371	0.43	11975	3.72
Plant	321706	310774	96.60	24	0.01	1	0.00	978	0.30	9929	3.09

%Hit_no_genomes: 92.80
