#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	10007	9742	97.35	37	0.37	4	0.04	16	0.16	208	2.08
Ecoli	10007	10007	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	10007	10007	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	10007	10006	99.99	0	0.00	0	0.00	0	0.00	1	0.01
Vectors	10007	9973	99.66	0	0.00	0	0.00	2	0.02	32	0.32
Bacteria_24k	10007	9854	98.47	3	0.03	9	0.09	12	0.12	129	1.29
Protists_1k	10007	9686	96.79	22	0.22	44	0.44	7	0.07	248	2.48
Viruses	10007	9884	98.77	0	0.00	0	0.00	8	0.08	115	1.15
Fungi_RefSeq_release	10007	9772	97.65	6	0.06	3	0.03	21	0.21	205	2.05
Coral	10007	9861	98.54	0	0.00	1	0.01	11	0.11	134	1.34
Bird	10007	9828	98.21	2	0.02	0	0.00	22	0.22	155	1.55
Plant	10007	9857	98.50	1	0.01	0	0.00	20	0.20	129	1.29

%Hit_no_genomes: 96.04
