#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	704660	684584	97.16	589	0.08	170	0.02	1896	0.27	17421	2.47
Ecoli	704660	704659	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	704660	704660	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	704660	704650	100.00	0	0.00	0	0.00	0	0.00	10	0.00
Vectors	704660	702757	99.73	0	0.00	0	0.00	96	0.01	1807	0.26
Bacteria_24k	704660	692723	98.30	127	0.02	189	0.03	1057	0.15	10564	1.50
Protists_1k	704660	675697	95.89	2322	0.33	4436	0.63	755	0.11	21450	3.04
Viruses	704660	694184	98.52	20	0.00	10	0.00	1021	0.14	9425	1.34
Fungi_RefSeq_release	704660	684345	97.11	440	0.06	123	0.02	2152	0.31	17600	2.50
Coral	704660	691959	98.21	95	0.01	19	0.00	1430	0.20	11157	1.58
Bird	704660	688688	97.73	359	0.05	52	0.01	2081	0.30	13480	1.91
Plant	704660	692445	98.28	85	0.01	16	0.00	1443	0.20	10671	1.51

%Hit_no_genomes: 95.44
