#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	25389	24678	97.20	21	0.08	5	0.02	66	0.26	619	2.44
Ecoli	25389	25389	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	25389	25389	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	25389	25389	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	25389	25312	99.70	0	0.00	0	0.00	10	0.04	67	0.26
Bacteria_24k	25389	24974	98.36	9	0.04	7	0.03	33	0.13	366	1.44
Protists_1k	25389	24360	95.95	75	0.30	156	0.61	25	0.10	773	3.04
Viruses	25389	25023	98.56	0	0.00	0	0.00	36	0.14	330	1.30
Fungi_RefSeq_release	25389	24664	97.14	15	0.06	7	0.03	65	0.26	638	2.51
Coral	25389	24939	98.24	1	0.00	1	0.00	59	0.23	389	1.53
Bird	25389	24821	97.76	9	0.04	3	0.01	75	0.30	481	1.89
Plant	25389	24934	98.21	5	0.02	0	0.00	63	0.25	387	1.52

%Hit_no_genomes: 95.50
