# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	215	123
+	191	128
+	189	97
+	220	113
+	124	137
+	96	94
+	151	118
+	154	136
+	212	117
+	211	130
+	115	125
+	242	115
+	202	127
+	185	115
+	97	97
+	184	136
+	181	149
+	192	136
+	144	135
+	106	145
+	208	117
+	174	119
+	204	113
+	175	117
+	140	157
+	229	101
+	121	122
+	183	125
+	168	112
+	75	70
+	190	124
+	216	106
+	110	117
+	122	154
+	111	122
+	232	115
+	228	112
+	141	129
+	76	67
+	195	103
+	218	105
+	95	98
+	128	137
+	241	90
+	150	127
+	147	132
+	100	106
+	155	119
+	109	112
+	133	121
+	247	106
+	137	143
+	149	139
+	73	67
+	253	102
+	66	47
+	146	126
+	198	124
+	125	124
+	182	126
+	51	17
+	71	66
+	136	140
+	234	117
+	163	150
+	82	81
+	160	162
+	102	117
+	123	123
+	165	138
+	86	86
+	77	70
+	187	106
+	214	118
+	224	125
+	152	153
+	259	72
+	98	97
+	156	125
+	83	95
+	197	122
+	103	109
+	201	112
+	170	141
+	203	131
+	258	80
+	85	81
+	92	102
+	223	103
+	157	140
+	250	94
+	56	26
+	130	124
+	138	133
+	161	132
+	107	122
+	172	148
+	120	137
+	171	142
+	142	134
+	153	146
+	243	85
+	231	92
+	188	134
+	65	30
+	105	93
+	178	125
+	257	97
+	252	101
+	207	110
+	148	132
+	132	133
+	79	86
+	210	115
+	118	135
+	81	80
+	255	113
+	177	127
+	238	110
+	199	136
+	162	126
+	113	100
+	127	117
+	108	115
+	200	107
+	246	95
+	104	130
+	239	103
+	135	147
+	69	49
+	249	91
+	89	87
+	217	141
+	166	134
+	194	108
+	235	110
+	63	42
+	126	145
+	179	133
+	131	127
+	221	116
+	176	121
+	91	85
+	112	104
+	139	127
+	94	102
+	180	139
+	256	93
+	219	107
+	244	93
+	60	29
+	49	11
+	74	44
+	117	111
+	159	123
+	213	115
+	226	114
+	167	129
+	88	73
+	72	73
+	169	140
+	193	134
+	87	92
+	158	115
+	116	101
+	209	108
+	237	91
+	114	113
+	47	10
+	206	112
+	143	138
+	57	18
+	236	99
+	254	106
+	129	117
+	119	123
+	186	119
+	227	86
+	61	42
+	196	120
+	93	120
+	225	106
+	70	46
+	248	89
+	245	103
+	230	116
+	222	122
+	80	65
+	64	37
+	67	33
+	164	139
+	173	118
+	33	1
+	134	133
+	101	124
+	145	142
+	90	91
+	78	69
+	233	102
+	240	107
+	62	31
+	58	24
+	99	101
+	251	94
+	205	111
+	84	72
+	52	13
+	263	2
+	44	4
+	260	6
+	41	3
+	39	3
+	68	41
+	54	11
+	50	7
+	46	7
+	59	22
+	45	3
+	27	1
+	42	5
+	34	2
+	37	4
+	53	12
+	55	11
+	43	6
+	35	6
+	40	4
+	48	4
+	36	1
+	38	4
+	30	1
+	261	1
-	138	144
-	203	123
-	93	105
-	148	141
-	202	134
-	145	117
-	255	91
-	212	111
-	142	132
-	241	96
-	160	139
-	77	72
-	216	121
-	168	111
-	102	118
-	159	129
-	198	115
-	178	127
-	250	97
-	204	116
-	136	133
-	163	126
-	193	134
-	180	143
-	256	93
-	179	138
-	259	93
-	170	145
-	196	106
-	220	140
-	117	143
-	243	106
-	100	108
-	161	126
-	172	117
-	150	155
-	112	118
-	228	112
-	128	135
-	253	105
-	195	120
-	107	127
-	103	116
-	101	103
-	208	125
-	133	162
-	247	97
-	234	116
-	105	103
-	73	62
-	139	115
-	88	90
-	225	119
-	123	118
-	135	134
-	244	91
-	69	46
-	164	130
-	115	116
-	222	105
-	183	132
-	125	144
-	157	128
-	173	152
-	184	128
-	99	94
-	151	129
-	149	145
-	141	148
-	235	99
-	177	135
-	194	116
-	95	106
-	55	11
-	83	87
-	155	113
-	185	114
-	70	54
-	111	105
-	257	101
-	254	102
-	217	106
-	143	117
-	201	138
-	249	75
-	87	99
-	104	113
-	246	113
-	74	60
-	181	129
-	134	114
-	238	118
-	152	144
-	214	111
-	89	82
-	200	121
-	233	108
-	144	128
-	126	101
-	191	116
-	36	1
-	57	15
-	199	127
-	146	138
-	68	40
-	91	106
-	187	123
-	80	65
-	86	65
-	124	129
-	251	78
-	154	137
-	114	128
-	121	124
-	211	121
-	85	101
-	232	103
-	169	119
-	96	110
-	190	126
-	110	111
-	162	111
-	248	101
-	231	101
-	137	139
-	223	128
-	109	105
-	174	162
-	118	109
-	236	99
-	127	136
-	197	117
-	140	115
-	175	119
-	82	72
-	98	99
-	132	160
-	192	115
-	230	124
-	242	108
-	52	8
-	207	127
-	176	144
-	130	129
-	166	125
-	90	90
-	108	114
-	237	99
-	219	122
-	116	131
-	186	132
-	67	40
-	147	143
-	92	98
-	120	147
-	218	108
-	171	137
-	229	103
-	227	100
-	239	121
-	97	98
-	79	80
-	158	140
-	106	112
-	210	117
-	188	142
-	122	115
-	182	133
-	165	136
-	94	100
-	240	126
-	129	138
-	221	118
-	213	114
-	167	133
-	252	116
-	113	127
-	131	108
-	42	3
-	224	120
-	205	110
-	64	45
-	66	44
-	81	83
-	153	126
-	156	118
-	215	121
-	206	113
-	54	19
-	41	3
-	43	5
-	72	51
-	84	72
-	245	98
-	61	35
-	63	31
-	209	105
-	258	93
-	76	62
-	71	63
-	226	92
-	189	130
-	78	72
-	75	65
-	65	38
-	60	34
-	53	11
-	62	27
-	59	31
-	58	18
-	119	93
-	47	11
-	46	8
-	51	5
-	27	1
-	50	9
-	49	6
-	56	17
-	35	1
-	261	2
-	44	6
-	48	10
-	260	3
-	45	6
-	40	4
-	38	2
-	262	1
-	33	2
-	39	3
-	31	1
-	34	1
