pos	3pG>A
1	0.00720309205903022
2	0.00553440184184893
3	0.00575195787797
4	0.00512729056132685
5	0.00538940672350577
6	0.00471904220921087
7	0.00459104078448852
8	0.00454160915445924
9	0.00516151997864199
10	0.00458001689714972
11	0.00412801278352346
12	0.00418689590664113
13	0.00381251401659565
14	0.00439238653001464
15	0.00400748063051029
16	0.00419963750497326
17	0.00504871567759079
18	0.00385460086952624
19	0.00391720454039617
20	0.00461079468402495
21	0.00458118122613968
22	0.00450309866690445
23	0.00473277671116667
24	0.00401248328131966
25	0.00371418464803679
