#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	45828219	44064245	96.15	44927	0.10	12568	0.03	166092	0.36	1540387	3.36
Ecoli	45828219	45828206	100.00	0	0.00	0	0.00	5	0.00	8	0.00
PhiX	45828219	45828219	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	45828219	45828173	100.00	0	0.00	0	0.00	6	0.00	40	0.00
Vectors	45828219	45601489	99.51	62	0.00	31	0.00	9510	0.02	217127	0.47
Bacteria_24k	45828219	44691875	97.52	9502	0.02	12415	0.03	86973	0.19	1027454	2.24
Protists_1k	45828219	43313305	94.51	172872	0.38	361378	0.79	65972	0.14	1914692	4.18
Viruses	45828219	44869761	97.91	1530	0.00	514	0.00	72109	0.16	884305	1.93
Fungi_RefSeq_release	45828219	44005693	96.02	35801	0.08	12711	0.03	165995	0.36	1608019	3.51
Coral	45828219	44622808	97.38	6773	0.01	1617	0.00	125089	0.27	1071932	2.34
Bird	45828219	44374491	96.82	26289	0.06	7525	0.02	158600	0.35	1261314	2.75
Plant	45828219	44727718	97.61	6782	0.01	1277	0.00	110385	0.24	982057	2.14

%Hit_no_genomes: 93.96
