# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	139	128
+	229	111
+	214	118
+	159	122
+	125	106
+	215	106
+	158	132
+	219	105
+	234	96
+	113	105
+	176	99
+	155	98
+	171	137
+	111	103
+	218	127
+	204	115
+	157	122
+	151	130
+	128	113
+	129	123
+	66	48
+	99	71
+	142	131
+	192	105
+	120	118
+	115	113
+	216	103
+	242	98
+	199	124
+	255	94
+	185	127
+	206	123
+	164	107
+	51	12
+	239	108
+	200	99
+	100	96
+	233	103
+	150	133
+	118	102
+	211	112
+	220	119
+	208	125
+	177	115
+	228	119
+	135	107
+	108	99
+	252	93
+	221	95
+	170	114
+	165	122
+	232	88
+	163	100
+	178	141
+	81	67
+	202	115
+	107	100
+	241	102
+	256	86
+	189	145
+	126	131
+	210	114
+	187	110
+	76	57
+	152	121
+	245	108
+	95	102
+	134	117
+	80	61
+	254	104
+	161	122
+	207	106
+	106	108
+	224	112
+	114	104
+	259	109
+	109	92
+	70	52
+	55	16
+	65	42
+	147	108
+	87	68
+	162	126
+	73	51
+	130	96
+	102	110
+	198	136
+	183	140
+	213	126
+	132	116
+	69	40
+	93	91
+	117	104
+	236	134
+	180	123
+	237	117
+	89	78
+	154	132
+	167	122
+	124	115
+	223	116
+	112	91
+	182	132
+	101	97
+	175	121
+	195	110
+	174	120
+	79	50
+	104	99
+	250	93
+	222	111
+	209	117
+	201	117
+	119	114
+	227	120
+	253	100
+	169	125
+	246	105
+	110	129
+	193	97
+	194	112
+	231	94
+	258	109
+	205	132
+	140	125
+	248	99
+	136	109
+	96	81
+	217	113
+	156	112
+	235	99
+	121	125
+	48	8
+	197	109
+	166	118
+	94	74
+	116	110
+	67	40
+	225	88
+	122	112
+	103	97
+	172	128
+	56	18
+	184	110
+	141	103
+	85	81
+	90	65
+	179	102
+	153	115
+	144	120
+	148	113
+	98	107
+	244	94
+	75	48
+	84	61
+	138	119
+	78	68
+	86	78
+	91	88
+	230	96
+	131	125
+	240	109
+	146	125
+	42	2
+	191	130
+	188	125
+	123	130
+	226	98
+	190	96
+	249	87
+	82	71
+	203	121
+	137	121
+	149	117
+	243	118
+	47	7
+	133	99
+	145	115
+	77	67
+	257	103
+	168	124
+	196	113
+	88	77
+	181	115
+	143	117
+	105	100
+	97	109
+	247	111
+	68	43
+	260	2
+	173	118
+	61	18
+	64	37
+	186	110
+	63	36
+	83	61
+	160	116
+	50	8
+	212	101
+	127	100
+	238	103
+	72	57
+	60	31
+	39	5
+	62	22
+	59	26
+	74	63
+	71	40
+	92	96
+	57	19
+	251	95
+	46	8
+	58	20
+	38	2
+	49	11
+	45	4
+	44	3
+	53	10
+	41	4
+	40	3
+	52	5
+	54	11
+	37	2
+	35	2
+	32	1
+	43	3
+	33	1
+	262	1
-	242	104
-	174	111
-	149	147
-	134	146
-	74	55
-	103	101
-	126	118
-	257	87
-	71	48
-	176	134
-	239	111
-	87	82
-	55	17
-	160	114
-	243	102
-	117	100
-	139	119
-	252	98
-	203	134
-	214	109
-	208	128
-	173	143
-	144	102
-	175	110
-	228	96
-	107	117
-	140	129
-	233	117
-	152	151
-	111	112
-	179	94
-	109	109
-	161	121
-	142	130
-	169	126
-	248	118
-	153	135
-	206	123
-	217	132
-	136	128
-	101	77
-	148	122
-	137	131
-	219	116
-	133	106
-	95	100
-	177	118
-	122	104
-	172	108
-	116	98
-	213	117
-	256	92
-	212	134
-	102	114
-	78	50
-	225	108
-	120	135
-	241	80
-	128	109
-	194	113
-	200	113
-	165	113
-	195	128
-	94	79
-	205	104
-	82	83
-	166	120
-	146	125
-	258	81
-	132	115
-	150	114
-	204	115
-	73	59
-	182	119
-	236	119
-	199	107
-	183	135
-	237	99
-	255	94
-	129	130
-	145	114
-	112	106
-	91	78
-	164	114
-	127	108
-	238	93
-	190	117
-	192	125
-	96	78
-	178	114
-	154	117
-	100	98
-	201	103
-	69	46
-	61	29
-	105	87
-	131	99
-	90	74
-	106	84
-	130	93
-	85	75
-	250	97
-	157	133
-	211	123
-	247	87
-	67	38
-	191	117
-	235	115
-	189	116
-	89	90
-	181	127
-	88	70
-	180	141
-	113	102
-	197	102
-	186	128
-	156	135
-	234	109
-	249	99
-	124	125
-	138	123
-	229	95
-	254	108
-	224	109
-	97	102
-	76	68
-	77	65
-	70	46
-	141	111
-	230	110
-	231	103
-	171	123
-	198	118
-	218	116
-	114	108
-	125	128
-	115	109
-	119	102
-	123	114
-	147	116
-	163	120
-	220	101
-	93	69
-	207	119
-	185	131
-	158	120
-	210	114
-	79	66
-	151	111
-	202	105
-	193	138
-	159	129
-	155	122
-	188	133
-	81	60
-	92	89
-	52	9
-	170	127
-	259	87
-	108	89
-	59	24
-	104	104
-	121	109
-	253	105
-	251	83
-	167	130
-	196	108
-	72	50
-	222	95
-	184	129
-	246	92
-	143	134
-	83	64
-	168	124
-	215	109
-	65	29
-	221	114
-	216	98
-	118	98
-	98	75
-	53	13
-	66	42
-	162	110
-	44	4
-	110	119
-	226	92
-	135	124
-	99	76
-	56	16
-	187	140
-	86	63
-	80	60
-	245	97
-	223	108
-	244	110
-	75	48
-	62	26
-	60	28
-	68	32
-	58	15
-	209	109
-	57	18
-	64	36
-	84	69
-	240	88
-	227	102
-	54	18
-	48	10
-	232	122
-	63	29
-	51	8
-	38	3
-	39	2
-	35	4
-	46	8
-	26	1
-	41	3
-	49	12
-	40	1
-	36	5
-	47	3
-	33	1
-	43	6
-	42	3
-	50	3
-	261	1
-	37	2
-	32	1
-	260	1
-	31	1
-	45	1
-	262	1
-	264	1
