#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	35548	30858	86.81	40	0.11	10	0.03	139	0.39	4501	12.66
Ecoli	35548	35506	99.88	0	0.00	0	0.00	4	0.01	38	0.11
PhiX	35548	35548	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	35548	35548	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	35548	32986	92.79	0	0.00	0	0.00	7	0.02	2555	7.19
Bacteria_24k	35548	31062	87.38	88	0.25	510	1.43	85	0.24	3803	10.70
Protists_1k	35548	30281	85.18	155	0.44	246	0.69	71	0.20	4795	13.49
Viruses	35548	31587	88.86	0	0.00	1	0.00	82	0.23	3878	10.91
Fungi_RefSeq_release	35548	30899	86.93	19	0.05	7	0.02	171	0.48	4452	12.52
Coral	35548	31563	88.79	5	0.01	1	0.00	162	0.46	3817	10.74
Bird	35548	31310	88.08	10	0.03	15	0.04	140	0.39	4073	11.46
Plant	35548	31315	88.10	5	0.01	0	0.00	121	0.34	4107	11.55

%Hit_no_genomes: 83.04
