#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	25392	20173	79.44	31	0.12	4	0.02	99	0.39	5085	20.03
Ecoli	25392	25392	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	25392	25392	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	25392	25392	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	25392	21689	85.42	0	0.00	0	0.00	8	0.03	3695	14.55
Bacteria_24k	25392	20768	81.79	17	0.07	39	0.15	85	0.33	4483	17.66
Protists_1k	25392	19871	78.25	83	0.33	162	0.64	41	0.16	5235	20.62
Viruses	25392	20732	81.65	0	0.00	0	0.00	56	0.22	4604	18.13
Fungi_RefSeq_release	25392	20263	79.80	11	0.04	7	0.03	113	0.45	4998	19.68
Coral	25392	20696	81.50	2	0.01	2	0.01	110	0.43	4582	18.05
Bird	25392	20487	80.67	4	0.02	9	0.04	94	0.37	4798	18.90
Plant	25392	20521	80.82	2	0.01	1	0.00	83	0.33	4785	18.84

%Hit_no_genomes: 77.59
