#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	16571	13636	82.29	8	0.05	7	0.04	72	0.43	2848	17.19
Ecoli	16571	16565	99.96	0	0.00	0	0.00	0	0.00	6	0.04
PhiX	16571	16571	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	16571	16571	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	16571	14670	88.53	0	0.00	0	0.00	4	0.02	1897	11.45
Bacteria_24k	16571	13790	83.22	28	0.17	231	1.39	37	0.22	2485	15.00
Protists_1k	16571	13366	80.66	71	0.43	121	0.73	30	0.18	2983	18.00
Viruses	16571	13969	84.30	0	0.00	0	0.00	36	0.22	2566	15.48
Fungi_RefSeq_release	16571	13662	82.45	14	0.08	0	0.00	68	0.41	2827	17.06
Coral	16571	13966	84.28	0	0.00	0	0.00	81	0.49	2524	15.23
Bird	16571	13851	83.58	4	0.02	1	0.01	84	0.51	2631	15.88
Plant	16571	13823	83.41	1	0.01	1	0.01	62	0.37	2684	16.20

%Hit_no_genomes: 78.70
