#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	291451	272578	93.52	203	0.07	51	0.02	983	0.34	17636	6.05
Ecoli	291451	291450	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	291451	291451	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	291451	291447	100.00	0	0.00	0	0.00	1	0.00	3	0.00
Vectors	291451	286690	98.37	3	0.00	0	0.00	30	0.01	4728	1.62
Bacteria_24k	291451	276869	95.00	387	0.13	415	0.14	614	0.21	13166	4.52
Protists_1k	291451	268886	92.25	1023	0.35	1829	0.63	519	0.18	19194	6.59
Viruses	291451	277471	95.20	6	0.00	2	0.00	485	0.17	13487	4.63
Fungi_RefSeq_release	291451	273194	93.74	149	0.05	32	0.01	968	0.33	17108	5.87
Coral	291451	276914	95.01	14	0.00	5	0.00	834	0.29	13684	4.70
Bird	291451	275623	94.57	51	0.02	60	0.02	885	0.30	14832	5.09
Plant	291451	275580	94.55	49	0.02	20	0.01	872	0.30	14930	5.12

%Hit_no_genomes: 91.64
