#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	259	250	96.52	0	0.00	1	0.39	0	0.00	8	3.09
Ecoli	259	259	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	259	259	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	259	259	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	259	258	99.61	0	0.00	0	0.00	0	0.00	1	0.39
Bacteria_24k	259	251	96.91	1	0.39	3	1.16	0	0.00	4	1.54
Protists_1k	259	249	96.13	1	0.39	1	0.39	1	0.39	7	2.70
Viruses	259	254	98.07	0	0.00	0	0.00	0	0.00	5	1.93
Fungi_RefSeq_release	259	251	96.91	0	0.00	0	0.00	1	0.39	7	2.70
Coral	259	255	98.46	0	0.00	0	0.00	0	0.00	4	1.54
Bird	259	254	98.07	0	0.00	0	0.00	0	0.00	5	1.93
Plant	259	253	97.68	0	0.00	0	0.00	0	0.00	6	2.32

%Hit_no_genomes: 93.82
