#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4971338	4433128	89.16	5230	0.11	1272	0.03	18288	0.37	513420	10.33
Ecoli	4971338	4971283	100.00	0	0.00	0	0.00	12	0.00	43	0.00
PhiX	4971338	4971338	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4971338	4971322	100.00	0	0.00	0	0.00	3	0.00	13	0.00
Vectors	4971338	4794024	96.43	9	0.00	2	0.00	870	0.02	176433	3.55
Bacteria_24k	4971338	4490877	90.33	17864	0.36	21779	0.44	13177	0.27	427641	8.60
Protists_1k	4971338	4356212	87.63	20015	0.40	33331	0.67	14370	0.29	547410	11.01
Viruses	4971338	4535011	91.23	118	0.00	45	0.00	10510	0.21	425654	8.56
Fungi_RefSeq_release	4971338	4444489	89.40	2653	0.05	522	0.01	19225	0.39	504449	10.15
Coral	4971338	4521724	90.95	349	0.01	115	0.00	17268	0.35	431882	8.69
Bird	4971338	4494022	90.40	1198	0.02	818	0.02	18467	0.37	456833	9.19
Plant	4971338	4492848	90.38	967	0.02	209	0.00	17410	0.35	459904	9.25

%Hit_no_genomes: 86.42
