# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	172	95
+	108	464
+	66	432
+	88	575
+	114	393
+	111	436
+	64	414
+	52	143
+	144	195
+	77	592
+	81	644
+	119	338
+	60	258
+	196	46
+	65	376
+	89	591
+	138	224
+	74	580
+	106	473
+	61	261
+	94	563
+	76	597
+	78	587
+	100	501
+	225	15
+	150	175
+	135	294
+	84	566
+	72	546
+	162	118
+	54	133
+	128	302
+	63	316
+	103	464
+	75	570
+	147	215
+	118	386
+	134	264
+	58	207
+	252	8
+	80	573
+	50	137
+	73	543
+	125	348
+	117	386
+	91	555
+	186	61
+	97	530
+	79	584
+	170	99
+	56	160
+	156	161
+	158	146
+	69	476
+	131	282
+	93	571
+	175	96
+	116	418
+	241	9
+	154	168
+	85	618
+	168	107
+	239	8
+	33	27
+	112	420
+	96	570
+	105	471
+	251	11
+	165	93
+	109	428
+	87	596
+	164	103
+	55	160
+	68	505
+	101	527
+	177	88
+	102	484
+	212	26
+	187	66
+	151	166
+	146	203
+	41	56
+	70	511
+	51	130
+	47	113
+	167	115
+	82	573
+	104	444
+	141	241
+	59	205
+	159	125
+	123	313
+	160	139
+	174	101
+	132	281
+	171	88
+	120	321
+	83	608
+	43	89
+	90	554
+	110	437
+	210	26
+	99	552
+	36	46
+	42	83
+	86	616
+	148	215
+	237	12
+	152	174
+	67	468
+	145	216
+	140	255
+	71	522
+	124	349
+	202	34
+	180	77
+	199	36
+	173	102
+	92	528
+	39	78
+	98	525
+	143	219
+	113	412
+	127	282
+	122	334
+	228	15
+	213	30
+	45	87
+	126	342
+	149	192
+	48	110
+	163	113
+	188	66
+	206	47
+	95	550
+	220	23
+	198	53
+	62	308
+	191	46
+	130	314
+	184	59
+	189	46
+	229	16
+	136	234
+	121	325
+	230	19
+	107	467
+	34	28
+	137	258
+	129	303
+	40	77
+	182	61
+	185	70
+	218	16
+	192	60
+	115	371
+	193	44
+	201	42
+	133	287
+	179	69
+	157	148
+	181	60
+	216	31
+	169	102
+	195	37
+	53	143
+	46	90
+	139	203
+	222	29
+	161	122
+	176	74
+	197	41
+	153	181
+	190	62
+	254	10
+	224	19
+	259	5
+	49	116
+	142	200
+	178	61
+	44	96
+	155	155
+	226	20
+	166	129
+	35	31
+	30	16
+	209	24
+	203	38
+	57	167
+	204	27
+	217	22
+	205	36
+	253	6
+	38	54
+	207	28
+	255	5
+	246	12
+	211	29
+	37	50
+	257	7
+	256	9
+	215	20
+	194	45
+	238	9
+	31	13
+	248	10
+	200	25
+	219	19
+	29	7
+	183	62
+	240	18
+	208	35
+	243	8
+	233	18
+	235	12
+	234	7
+	236	13
+	221	20
+	242	7
+	27	6
+	247	6
+	231	5
+	26	4
+	249	7
+	223	23
+	244	4
+	250	7
+	214	24
+	258	11
+	32	12
+	245	11
+	227	11
+	232	12
+	25	1
+	28	6
-	105	465
-	119	362
-	83	599
-	96	572
-	107	468
-	148	201
-	91	594
-	72	558
-	89	574
-	101	494
-	74	580
-	111	406
-	54	153
-	69	484
-	67	447
-	112	426
-	109	454
-	80	587
-	76	577
-	129	308
-	123	370
-	237	18
-	142	255
-	147	193
-	139	236
-	120	362
-	68	491
-	70	507
-	185	68
-	222	17
-	85	582
-	47	102
-	61	257
-	97	515
-	84	592
-	75	608
-	126	342
-	110	429
-	41	69
-	117	377
-	65	351
-	64	371
-	82	607
-	214	28
-	196	43
-	87	518
-	100	560
-	118	366
-	104	456
-	71	513
-	95	518
-	98	474
-	90	577
-	94	553
-	124	365
-	140	218
-	86	581
-	182	60
-	99	497
-	113	412
-	137	272
-	187	63
-	138	255
-	146	192
-	201	39
-	60	223
-	125	332
-	57	183
-	153	148
-	170	105
-	133	271
-	121	358
-	236	15
-	122	317
-	55	161
-	145	207
-	143	201
-	62	292
-	32	13
-	167	109
-	191	79
-	116	393
-	79	609
-	230	19
-	51	135
-	150	189
-	56	208
-	63	290
-	132	270
-	131	302
-	77	579
-	88	592
-	103	487
-	93	533
-	34	32
-	154	164
-	203	39
-	177	82
-	50	137
-	199	43
-	141	211
-	188	74
-	128	279
-	115	455
-	192	61
-	183	64
-	73	552
-	46	102
-	180	61
-	174	93
-	155	157
-	227	16
-	52	171
-	92	537
-	152	184
-	37	41
-	42	68
-	78	625
-	162	124
-	59	226
-	135	246
-	205	34
-	130	267
-	106	449
-	127	317
-	39	71
-	161	114
-	45	86
-	144	198
-	176	83
-	165	122
-	81	606
-	168	119
-	44	74
-	171	97
-	190	58
-	193	40
-	102	524
-	156	157
-	29	7
-	114	421
-	40	72
-	149	190
-	179	78
-	233	17
-	163	120
-	66	406
-	58	201
-	108	434
-	35	35
-	175	93
-	36	47
-	189	51
-	160	124
-	136	251
-	43	96
-	254	8
-	134	278
-	221	18
-	200	33
-	164	113
-	173	101
-	186	62
-	49	109
-	181	79
-	184	58
-	204	37
-	178	74
-	206	26
-	151	167
-	217	24
-	197	46
-	212	29
-	48	121
-	38	46
-	225	16
-	159	151
-	33	28
-	213	26
-	242	13
-	169	87
-	195	53
-	210	34
-	250	11
-	249	8
-	172	87
-	215	24
-	228	11
-	53	127
-	238	14
-	157	167
-	166	115
-	256	7
-	30	17
-	235	14
-	207	35
-	198	44
-	219	13
-	234	8
-	218	14
-	232	13
-	258	8
-	211	24
-	208	20
-	194	39
-	229	21
-	158	136
-	220	18
-	27	6
-	216	28
-	28	6
-	247	8
-	224	20
-	202	26
-	251	9
-	223	16
-	253	2
-	209	33
-	246	6
-	255	6
-	257	4
-	243	6
-	25	3
-	244	11
-	240	7
-	252	10
-	231	13
-	241	5
-	31	17
-	259	4
-	245	9
-	239	7
-	26	4
-	226	7
-	248	2
