#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1097867	953960	86.89	2172	0.20	744	0.07	10970	1.00	130021	11.84
Ecoli	1097867	1097867	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1097867	1097867	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1097867	1097845	100.00	0	0.00	0	0.00	1	0.00	21	0.00
Vectors	1097867	1079494	98.32	3	0.00	0	0.00	522	0.05	17848	1.63
Bacteria_24k	1097867	1027950	93.63	253	0.02	185	0.02	6775	0.62	62704	5.71
Protists_1k	1097867	924744	84.23	7626	0.69	16606	1.51	3682	0.34	145209	13.23
Viruses	1097867	1020971	93.00	57	0.01	20	0.00	6402	0.58	70417	6.41
Fungi_RefSeq_release	1097867	962393	87.66	1361	0.12	281	0.03	11799	1.07	122033	11.12
Coral	1097867	1013253	92.30	239	0.02	80	0.01	11360	1.03	72935	6.64
Bird	1097867	992929	90.45	808	0.07	144	0.01	12521	1.14	91465	8.33
Plant	1097867	991944	90.35	397	0.04	91	0.01	10111	0.92	95324	8.68

%Hit_no_genomes: 83.24
