#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1557894	1391681	89.33	2808	0.18	1044	0.07	13240	0.85	149121	9.57
Ecoli	1557894	1557892	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	1557894	1557894	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1557894	1557873	100.00	0	0.00	0	0.00	1	0.00	20	0.00
Vectors	1557894	1537705	98.70	0	0.00	1	0.00	631	0.04	19557	1.26
Bacteria_24k	1557894	1477302	94.82	312	0.02	258	0.02	7967	0.51	72055	4.63
Protists_1k	1557894	1356143	87.04	9614	0.62	20105	1.29	4624	0.30	167408	10.75
Viruses	1557894	1470061	94.36	115	0.01	31	0.00	7493	0.48	80194	5.15
Fungi_RefSeq_release	1557894	1401947	89.99	1747	0.11	345	0.02	14163	0.91	139692	8.97
Coral	1557894	1461206	93.80	297	0.02	72	0.00	13074	0.84	83245	5.34
Bird	1557894	1437370	92.27	1100	0.07	208	0.01	15126	0.97	104090	6.68
Plant	1557894	1437335	92.25	475	0.03	104	0.01	11776	0.76	108204	6.95

%Hit_no_genomes: 86.14
