#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1605519	1393935	86.83	3263	0.20	1125	0.07	16238	1.01	190958	11.89
Ecoli	1605519	1605518	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	1605519	1605519	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1605519	1605512	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	1605519	1580684	98.45	2	0.00	0	0.00	777	0.05	24056	1.50
Bacteria_24k	1605519	1506058	93.80	188	0.01	105	0.01	10202	0.64	88966	5.54
Protists_1k	1605519	1349049	84.02	11575	0.72	25337	1.58	5579	0.35	213979	13.33
Viruses	1605519	1493791	93.04	115	0.01	44	0.00	10303	0.64	101266	6.31
Fungi_RefSeq_release	1605519	1407366	87.66	1938	0.12	469	0.03	18122	1.13	177624	11.06
Coral	1605519	1485185	92.51	335	0.02	399	0.02	16821	1.05	102779	6.40
Bird	1605519	1455057	90.63	1252	0.08	220	0.01	19647	1.22	129343	8.06
Plant	1605519	1452535	90.46	573	0.04	137	0.01	15540	0.97	136734	8.52

%Hit_no_genomes: 83.00
