Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sfa-ABas_001-Ex1-7A-lcwgs-1-T	5218722.0	27948.0	1002.0	668.0	48178.0	0.0
Sfa-ABas_002-Ex1-7D-lcwgs-1-T	9444696.0	63688.0	1962.0	1416.0	70764.0	0.0
Sfa-ABas_003-Ex1-7G-lcwgs-1-T	5856746.0	33334.0	1134.0	892.0	38360.0	0.0
Sfa-ABas_004-Ex1-8B-lcwgs-1-T	3070480.0	18492.0	598.0	488.0	28484.0	0.0
Sfa-ABas_005-Ex1-8E-lcwgs-1-T	7605730.0	43256.0	1534.0	1086.0	53402.0	0.0
Sfa-ABas_006-Ex1-8H-lcwgs-1-T	8452430.0	45814.0	1748.0	1254.0	58998.0	0.0
Sfa-ABas_007-Ex1-9C-lcwgs-1-T	856512.0	5680.0	180.0	114.0	10036.0	0.0
Sfa-ABas_008-Ex1-9F-lcwgs-1-T	12966426.0	84804.0	2946.0	1982.0	141432.0	0.0
Sfa-ABas_009-Ex1-10A-lcwgs-1-T	7197268.0	49198.0	1536.0	1172.0	99878.0	0.0
Sfa-ABas_010-Ex1-10D-lcwgs-1-T	5393778.0	33372.0	1210.0	800.0	46870.0	0.0
Sfa-ABas_011-Ex1-10G-lcwgs-1-T	1232970.0	9862.0	254.0	74.0	6920.0	0.0
Sfa-ABas_012-Ex1-11B-lcwgs-1-T	361306.0	2626.0	88.0	6.0	11472.0	0.0
Sfa-ABas_013-Ex1-7B-lcwgs-1-T	4122310.0	26212.0	876.0	542.0	34988.0	0.0
Sfa-ABas_014-Ex1-7E-lcwgs-1-T	5050000.0	30828.0	1042.0	594.0	39552.0	0.0
Sfa-ABas_015-Ex1-7H-lcwgs-1-T	200806.0	1180.0	32.0	8.0	1788.0	0.0
Sfa-ABas_016-Ex1-8C-lcwgs-1-T	3118010.0	19954.0	654.0	534.0	37656.0	0.0
Sfa-ABas_017-Ex1-8F-lcwgs-1-T	6528560.0	38948.0	1420.0	876.0	49862.0	0.0
Sfa-ABas_018-Ex1-9A-lcwgs-1-T	3926854.0	26514.0	826.0	510.0	50226.0	0.0
Sfa-ABas_019-Ex1-9D-lcwgs-1-T	5493384.0	34544.0	1044.0	772.0	59364.0	0.0
Sfa-ABas_020-Ex1-1A-lcwgs-2-T	1763066.0	14414.0	366.0	154.0	92584.0	0.0
Sfa-ABas_021-Ex1-2A-lcwgs-2-T	7575530.0	64236.0	1614.0	864.0	215490.0	0.0
Sfa-ABas_022-Ex1-10E-lcwgs-1-T	5073678.0	32180.0	1108.0	632.0	42398.0	0.0
Sfa-ABas_023-Ex1-10H-lcwgs-1-T	4297672.0	25810.0	820.0	698.0	46810.0	0.0
Sfa-ABas_024-Ex1-4A-lcwgs-2-T	208176.0	1602.0	24.0	30.0	6134.0	0.0
Sfa-ABas_025-Ex1-7C-lcwgs-1-T	6547900.0	35518.0	1106.0	842.0	57712.0	0.0
Sfa-ABas_026-Ex1-7F-lcwgs-1-T	7678888.0	46452.0	1626.0	1158.0	54918.0	0.0
Sfa-ABas_027-Ex1-8A-lcwgs-1-T	3788756.0	26222.0	800.0	702.0	90328.0	0.0
Sfa-ABas_028-Ex1-8D-lcwgs-1-T	5222936.0	33666.0	1194.0	674.0	31522.0	0.0
Sfa-ABas_029-Ex1-8G-lcwgs-1-T	3436534.0	20602.0	682.0	438.0	31984.0	0.0
Sfa-ABas_030-Ex1-9B-lcwgs-1-T	5989346.0	85160.0	1092.0	1112.0	1628990.0	0.0
Sfa-ABas_031-Ex1-9E-lcwgs-1-T	7358258.0	61888.0	1572.0	1488.0	57148.0	0.0
Sfa-ABas_032-Ex1-9H-lcwgs-1-T	5622882.0	33084.0	1106.0	760.0	65138.0	0.0
Sfa-ABas_033-Ex1-10C-lcwgs-1-T	5206956.0	31094.0	984.0	770.0	39420.0	0.0
Sfa-ABas_034-Ex1-10F-lcwgs-1-T	5719004.0	37656.0	1164.0	870.0	42262.0	0.0
Sfa-ABas_035-Ex1-3A-lcwgs-2-T	2469868.0	16882.0	472.0	382.0	45902.0	0.0
Sfa-CBas_001-Ex1-12A-lcwgs-2-T	3208398.0	97862.0	772.0	1748.0	638418.0	0.0
Sfa-CBas_002-Ex1-3C-lcwgs-1-T	18608030.0	269834.0	4332.0	6988.0	28782.0	0.0
Sfa-CBas_003-Ex1-3A-lcwgs-1-T	14590478.0	278158.0	3354.0	5688.0	41118.0	0.0
Sfa-CBas_004-Ex1-4B-lcwgs-1-T	387238.0	3808.0	78.0	142.0	920.0	0.0
Sfa-CBas_006-Ex1-1F-lcwgs-1-T	6426774.0	115762.0	1534.0	2344.0	7196.0	0.0
Sfa-CBas_007-Ex1-7D-lcwgs-1-T	9878792.0	157056.0	2226.0	4168.0	32948.0	0.0
Sfa-CBas_008-Ex1-4H-lcwgs-1-T	13864426.0	200548.0	3080.0	5408.0	57638.0	0.0
Sfa-CBas_009-Ex1-6E-lcwgs-1-T	17805624.0	296722.0	4218.0	7688.0	47128.0	0.0
Sfa-CBas_010-Ex1-6C-lcwgs-1-T	14396110.0	204352.0	3590.0	5966.0	25190.0	0.0
Sfa-CBas_011-Ex1-5F-lcwgs-1-T	1968802.0	22256.0	510.0	238.0	3272.0	0.0
Sfa-CBas_013-Ex1-6B-lcwgs-1-T	111222.0	2148.0	22.0	72.0	444.0	0.0
Sfa-CBas_014-Ex1-8C-lcwgs-1-T	10626404.0	213192.0	2458.0	4650.0	20012.0	0.0
Sfa-CBas_015-Ex1-7C-lcwgs-1-T	8926310.0	125262.0	2128.0	3522.0	8776.0	0.0
Sfa-CBas_016-Ex1-7G-lcwgs-1-T	5377784.0	116106.0	1130.0	2800.0	10262.0	0.0
Sfa-CBas_017-Ex1-5A-lcwgs-2-T	4922480.0	120656.0	1066.0	2262.0	210542.0	0.0
Sfa-CBas_018-Ex1-5H-lcwgs-1-T	350970.0	8856.0	98.0	102.0	2172.0	0.0
Sfa-CBas_019-Ex1-5A-lcwgs-1-T	5842584.0	146284.0	1412.0	2552.0	21134.0	0.0
Sfa-CBas_020-Ex1-7A-lcwgs-1-T	5993688.0	94426.0	1428.0	2458.0	51888.0	0.0
Sfa-CBas_021-Ex1-8D-lcwgs-1-T	8040322.0	162266.0	1784.0	3568.0	10410.0	0.0
Sfa-CBas_022-Ex1-6G-lcwgs-1-T	27340.0	854.0	0.0	8.0	396.0	0.0
Sfa-CBas_023-Ex1-4G-lcwgs-1-T	8554182.0	184838.0	1902.0	4588.0	21098.0	0.0
Sfa-CBas_024-Ex1-3G-lcwgs-1-T	2150910.0	44792.0	544.0	1236.0	1806.0	0.0
Sfa-CBas_025-Ex1-8H-lcwgs-1-T	6053538.0	117002.0	1408.0	3376.0	47442.0	0.0
Sfa-CBas_026-Ex1-6D-lcwgs-1-T	10540440.0	189292.0	2470.0	5926.0	16172.0	0.0
Sfa-CBas_027-Ex1-11A-lcwgs-2-T	3022024.0	59462.0	692.0	1648.0	191124.0	0.0
Sfa-CBas_028-Ex1-6B-lcwgs-2-T	2005008.0	52458.0	454.0	878.0	36892.0	0.0
Sfa-CBas_029-Ex1-1B-lcwgs-2-T	4830858.0	134336.0	1060.0	2350.0	554276.0	0.0
Sfa-CBas_030-Ex1-5B-lcwgs-2-T	855746.0	20916.0	170.0	386.0	9070.0	0.0
Sfa-CBas_031-Ex1-4B-lcwgs-2-T	4896770.0	137898.0	1182.0	2282.0	697386.0	0.0
Sfa-CBas_032-Ex1-7E-lcwgs-1-T	6857682.0	97130.0	1552.0	2678.0	19534.0	0.0
Sfa-CBas_033-Ex1-6A-lcwgs-2-T	1344514.0	32712.0	302.0	638.0	71388.0	0.0
Sfa-CBas_035-Ex1-5G-lcwgs-1-T	70564.0	2262.0	0.0	8.0	1424.0	0.0
Sfa-CBas_036-Ex1-10A-lcwgs-2-T	2938258.0	86588.0	650.0	1370.0	432674.0	0.0
Sfa-CBas_037-Ex1-4E-lcwgs-1-T	122628.0	3712.0	22.0	114.0	2068.0	0.0
Sfa-CBas_038-Ex1-3H-lcwgs-1-T	749650.0	11750.0	188.0	200.0	1040.0	0.0
Sfa-CBas_039-Ex1-10B-lcwgs-2-T	6178292.0	150196.0	1366.0	2912.0	225650.0	0.0
Sfa-CBas_041-Ex1-6A-lcwgs-1-T	7688558.0	105264.0	1744.0	2966.0	23700.0	0.0
Sfa-CBas_042-Ex1-3B-lcwgs-2-T	1807136.0	42872.0	386.0	888.0	79544.0	0.0
Sfa-CBas_043-Ex1-6F-lcwgs-1-T	16048730.0	211008.0	3870.0	6910.0	20770.0	0.0
Sfa-CBas_044-Ex1-8B-lcwgs-2-T	389514.0	8718.0	102.0	122.0	45094.0	0.0
Sfa-CBas_045-Ex1-4F-lcwgs-1-T	21576.0	840.0	8.0	8.0	756.0	0.0
Sfa-CBas_046-Ex1-11B-lcwgs-2-T	7945404.0	219946.0	1760.0	3866.0	881904.0	0.0
Sfa-CBas_048-Ex1-4C-lcwgs-1-T	11447438.0	212474.0	2736.0	6602.0	18516.0	0.0
Sfa-CBas_052-Ex1-8A-lcwgs-1-T	1332014.0	27562.0	290.0	518.0	2840.0	0.0
Sfa-CBas_056-Ex1-7B-lcwgs-2-T	2035158.0	50474.0	440.0	1074.0	85304.0	0.0
Sfa-CBas_058-Ex1-8E-lcwgs-1-T	965674.0	20832.0	254.0	466.0	4006.0	0.0
Sfa-CBas_059-Ex1-7H-lcwgs-1-T	8656094.0	198252.0	1978.0	4022.0	8870.0	0.0
Sfa-CBas_061-Ex1-2D-lcwgs-1-T	4645018.0	98308.0	1064.0	3070.0	8492.0	0.0
Sfa-CBas_062-Ex1-2B-lcwgs-2-T	4820208.0	115382.0	1078.0	3256.0	63220.0	0.0
Sfa-CBas_064-Ex1-3F-lcwgs-1-T	716506.0	9720.0	184.0	406.0	1146.0	0.0
Sfa-CBas_066-Ex1-2C-lcwgs-1-T	7908404.0	161422.0	1930.0	5138.0	15516.0	0.0
Sfa-CBas_067-Ex1-3B-lcwgs-1-T	15447206.0	216466.0	3674.0	9042.0	28328.0	0.0
Sfa-CBas_073-Ex1-9B-lcwgs-2-T	2744304.0	81434.0	616.0	1134.0	18168.0	0.0
Sfa-CBas_074-Ex1-2A-lcwgs-1-T	2736534.0	45350.0	672.0	1588.0	5296.0	0.0
Sfa-CBas_076-Ex1-8A-lcwgs-2-T	4624676.0	114986.0	1022.0	2574.0	43842.0	0.0
Sfa-CBas_077-Ex1-1A-lcwgs-1-T	246016.0	4090.0	58.0	58.0	470.0	0.0
Sfa-CBas_078-Ex1-7A-lcwgs-2-T	6840812.0	156638.0	1530.0	3046.0	245166.0	0.0
Sfa-CBas_084-Ex1-9A-lcwgs-2-T	5568632.0	151380.0	1188.0	2352.0	716508.0	0.0
Sfa-CBas_086-Ex1-4D-lcwgs-1-T	11860492.0	268370.0	2632.0	6204.0	27548.0	0.0
Sfa-CBas_088-Ex1-2B-lcwgs-1-T	14581414.0	218750.0	3522.0	7052.0	22220.0	0.0
Sfa-CBas_090-Ex1-12B-lcwgs-2-T	5706558.0	129642.0	1308.0	2584.0	79726.0	0.0
Sfa-CBas_091-Ex1-5B-lcwgs-1-T	4406610.0	68946.0	1092.0	1766.0	3824.0	0.0
Sfa-CBas_092-Ex1-1E-lcwgs-1-T	4027306.0	94240.0	912.0	1676.0	6566.0	0.0
Sfa-CBas_096-Ex1-1H-lcwgs-1-T	4639004.0	69846.0	1178.0	2366.0	6574.0	0.0
