samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
JvS009_19_L3 BHJ5YVCCXY.L3.19 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS009_19_L3.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS009_19_L3.extr.R2.fastq.gz
JvS009_19_L7 BHJ5YVCCXY.L7.19 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS009_19_L7.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS009_19_L7.extr.R2.fastq.gz
JvS022_01_L1 AHWLHMCCXY.L1.01 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_01_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_01_L1.extr.R2.fastq.gz
JvS022_74_L8 BHWM32CCXY.L8.74 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_74_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_74_L8.extr.R2.fastq.gz
JvS022_02_L1 AHWLHMCCXY.L1.02 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_02_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_02_L1.extr.R2.fastq.gz
JvS022_75_L8 BHWM32CCXY.L8.75 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_75_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_75_L8.extr.R2.fastq.gz
JvS022_03_L1 AHWLHMCCXY.L1.03 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_03_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_03_L1.extr.R2.fastq.gz
JvS022_76_L8 BHWM32CCXY.L8.76 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_76_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_76_L8.extr.R2.fastq.gz
JvS022_04_L1 AHWLHMCCXY.L1.04 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_04_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_04_L1.extr.R2.fastq.gz
JvS022_77_L8 BHWM32CCXY.L8.77 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_77_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_77_L8.extr.R2.fastq.gz
JvS022_05_L1 AHWLHMCCXY.L1.05 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_05_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_05_L1.extr.R2.fastq.gz
JvS022_78_L8 BHWM32CCXY.L8.78 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_78_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_78_L8.extr.R2.fastq.gz
JvS022_06_L1 AHWLHMCCXY.L1.06 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_06_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_06_L1.extr.R2.fastq.gz
JvS022_79_L8 BHWM32CCXY.L8.79 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_79_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_79_L8.extr.R2.fastq.gz
JvS022_07_L1 AHWLHMCCXY.L1.07 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_07_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_07_L1.extr.R2.fastq.gz
JvS022_80_L8 BHWM32CCXY.L8.80 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_80_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_80_L8.extr.R2.fastq.gz
JvS022_08_L1 AHWLHMCCXY.L1.08 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_08_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_08_L1.extr.R2.fastq.gz
JvS022_81_L8 BHWM32CCXY.L8.81 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_81_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_81_L8.extr.R2.fastq.gz
JvS022_09_L1 AHWLHMCCXY.L1.09 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_09_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_09_L1.extr.R2.fastq.gz
JvS022_82_L8 BHWM32CCXY.L8.82 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_82_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_82_L8.extr.R2.fastq.gz
JvS022_10_L1 AHWLHMCCXY.L1.10 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_10_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_10_L1.extr.R2.fastq.gz
JvS022_83_L8 BHWM32CCXY.L8.83 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_83_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_83_L8.extr.R2.fastq.gz
JvS022_11_L1 AHWLHMCCXY.L1.11 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_11_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_11_L1.extr.R2.fastq.gz
JvS022_84_L8 BHWM32CCXY.L8.84 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_84_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_84_L8.extr.R2.fastq.gz
JvS022_12_L1 AHWLHMCCXY.L1.12 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_12_L1.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_12_L1.extr.R2.fastq.gz
JvS022_85_L8 BHWM32CCXY.L8.85 illumina /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_85_L8.extr.R1.fastq.gz /home/breid/GenErode_testrun_whiterhino_onedir/historical/JvS022_85_L8.extr.R2.fastq.gz
