#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4332443	4260976	98.35	2942	0.07	1385	0.03	9690	0.22	57450	1.33
Ecoli	4332443	4332433	100.00	0	0.00	0	0.00	5	0.00	5	0.00
PhiX	4332443	4332443	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4332443	4332372	100.00	0	0.00	0	0.00	5	0.00	66	0.00
Vectors	4332443	4327130	99.88	2	0.00	1	0.00	385	0.01	4925	0.11
Bacteria_24k	4332443	4294199	99.12	1502	0.03	4558	0.11	4373	0.10	27811	0.64
Protists_1k	4332443	4194736	96.83	13861	0.32	36174	0.83	3642	0.08	84030	1.94
Viruses	4332443	4303041	99.33	402	0.01	45	0.00	3646	0.08	25309	0.58
Fungi_RefSeq_release	4332443	4257263	98.26	2090	0.05	1245	0.03	11191	0.26	60654	1.40
Coral	4332443	4298349	99.21	271	0.01	87	0.00	5460	0.13	28276	0.65
Bird	4332443	4286189	98.93	1526	0.04	371	0.01	9201	0.21	35156	0.81
Plant	4332443	4295089	99.14	306	0.01	72	0.00	5414	0.12	31562	0.73

%Hit_no_genomes: 96.34
